solver_item_id,solver_difficulty,solver_difficulty_centered,solver_easiness_z,solver_loading_factor_1,solver_dominant_factor,solver_item_id_meta,solver_selected_order,solver_difficulty_meta,solver_platform,solver_question_content,solver_starter_code,solver_prompt,solver_difficulty_laplace_se,solver_difficulty_centered_laplace_se,solver_difficulty_centered_laplace_lo,solver_difficulty_centered_laplace_hi,solver_scores,question_id,judge_item_ids,judge_pair_ids,judge_splits,judge_orderings,judge_gold_labels,judge_n_pair_items,judge_difficulty_meta,judge_difficulty,judge_difficulty_centered,judge_difficulty_pair_sd,judge_difficulty_laplace_se,judge_difficulty_centered_laplace_se,judge_dominant_factors,judge_scores
3403,4.888827800750732,4.800346851348877,-4.888827800750732,-2.383742094039917,factor_1,3403,141,medium,leetcode,,,,10.471601486206055,10.458582878112793,-15.698476791381836,25.299169540405273,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3403,"['claude_3.7_sonnet:3403:42:bwd', 'gemini_2.5_flash:3403:339:fwd', 'claude_4_opus:3403:31:bwd', 'claude_4_sonnet:3403:54:fwd']","['claude_3.7_sonnet:3403:42', 'gemini_2.5_flash:3403:339', 'claude_4_opus:3403:31', 'claude_4_sonnet:3403:54']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash']","['bwd', 'fwd']","{'claude_3.7_sonnet:3403:42:bwd': 'B', 'gemini_2.5_flash:3403:339:fwd': 'A', 'claude_4_opus:3403:31:bwd': 'B', 'claude_4_sonnet:3403:54:fwd': 'A'}",4,easy,-5.7600846737623215,-4.124332919716835,4.429788657234567,1.060075722241939,1.060387992402943,"{'claude_3.7_sonnet:3403:42:bwd': 'factor_1', 'gemini_2.5_flash:3403:339:fwd': 'factor_1', 'claude_4_opus:3403:31:bwd': 'factor_1', 'claude_4_sonnet:3403:54:fwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 0.5, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.75, 'qwen3_5_2b': 0.25, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.75}"
3360,4.885761737823486,4.797280788421631,-4.885761737823486,-3.104717969894409,factor_1,3360,124,medium,leetcode,,,,11.179089546203613,11.16486644744873,-17.085857391357422,26.680419921875,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3360,"['gemini_2.5_flash:3360:39:bwd', 'gemini_2.5_flash_lite:3360:64:bwd']","['gemini_2.5_flash:3360:39', 'gemini_2.5_flash_lite:3360:64']","['gemini_2.5_flash', 'gemini_2.5_flash_lite']",['bwd'],"{'gemini_2.5_flash:3360:39:bwd': 'B', 'gemini_2.5_flash_lite:3360:64:bwd': 'B'}",2,medium,-3.0003621727228165,-1.3646103739738464,3.87719960931612,1.1802060796642895,1.1811111370508796,"{'gemini_2.5_flash:3360:39:bwd': 'factor_1', 'gemini_2.5_flash_lite:3360:64:bwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
3362,4.88098669052124,4.792505741119385,-4.88098669052124,-2.523434638977051,factor_1,3362,126,hard,leetcode,,,,10.599822998046875,10.586584091186523,-15.957199096679688,25.54220962524414,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3362,['gemini_2.5_flash:3362:40:bwd'],['gemini_2.5_flash:3362:40'],['gemini_2.5_flash'],['bwd'],{'gemini_2.5_flash:3362:40:bwd': 'B'},1,hard,0.8015186190605164,2.437270402908325,0.0,0.7652713060379028,0.7694198489189148,{'gemini_2.5_flash:3362:40:bwd': 'factor_1'},"{'claude_haiku_4_5': 0.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0}"
3805,4.861700057983398,4.773219108581543,-4.861700057983398,-3.2508575916290283,factor_1,3805,292,medium,leetcode,,,,11.153658866882324,11.13947868347168,-17.060157775878906,26.606597900390625,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3805,"['gemini_2.5_flash:3805:130:fwd', 'claude_4_sonnet:3805:127:bwd', 'qwen3_235b:3805:106:fwd', 'gemini_2.5_pro:3805:221:bwd', 'gemini_2.5_flash_lite:3805:171:bwd']","['gemini_2.5_flash:3805:130', 'claude_4_sonnet:3805:127', 'qwen3_235b:3805:106', 'gemini_2.5_pro:3805:221', 'gemini_2.5_flash_lite:3805:171']","['claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash:3805:130:fwd': 'A', 'claude_4_sonnet:3805:127:bwd': 'B', 'qwen3_235b:3805:106:fwd': 'A', 'gemini_2.5_pro:3805:221:bwd': 'B', 'gemini_2.5_flash_lite:3805:171:bwd': 'B'}",5,hard,-7.246447658538818,-5.610695934295654,1.8260831816938372,1.8782814286930076,1.8777568193110086,"{'gemini_2.5_flash:3805:130:fwd': 'factor_1', 'claude_4_sonnet:3805:127:bwd': 'factor_1', 'qwen3_235b:3805:106:fwd': 'factor_1', 'gemini_2.5_pro:3805:221:bwd': 'factor_1', 'gemini_2.5_flash_lite:3805:171:bwd': 'factor_1'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 0.8, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.4, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.8, 'qwen3_5_4b': 0.6, 'qwen3_5_9b': 0.8}"
3261,4.835227966308594,4.746747016906738,-4.835227966308594,-3.7689316272735596,factor_1,3261,100,hard,leetcode,,,,11.308337211608887,11.293896675109863,-17.38928985595703,26.88278579711914,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3261,"['qwen3_235b:3261:23:bwd', 'claude_4_opus:3261:23:bwd', 'gemini_2.5_pro:3261:8:bwd', 'claude_4_sonnet:3261:40:bwd', 'gemini_2.5_flash:3261:28:bwd', 'gemini_2.5_flash_lite:3261:49:fwd', 'claude_3.7_sonnet:3261:209:fwd']","['qwen3_235b:3261:23', 'claude_4_opus:3261:23', 'gemini_2.5_pro:3261:8', 'claude_4_sonnet:3261:40', 'gemini_2.5_flash:3261:28', 'gemini_2.5_flash_lite:3261:49', 'claude_3.7_sonnet:3261:209']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'qwen3_235b:3261:23:bwd': 'B', 'claude_4_opus:3261:23:bwd': 'B', 'gemini_2.5_pro:3261:8:bwd': 'B', 'claude_4_sonnet:3261:40:bwd': 'B', 'gemini_2.5_flash:3261:28:bwd': 'B', 'gemini_2.5_flash_lite:3261:49:fwd': 'A', 'claude_3.7_sonnet:3261:209:fwd': 'A'}",7,hard,-3.7695589789322446,-2.1338071652821133,4.383440339511506,1.2228867758814386,1.2227096892040117,"{'qwen3_235b:3261:23:bwd': 'factor_1', 'claude_4_opus:3261:23:bwd': 'factor_1', 'gemini_2.5_pro:3261:8:bwd': 'factor_1', 'claude_4_sonnet:3261:40:bwd': 'factor_1', 'gemini_2.5_flash:3261:28:bwd': 'factor_1', 'gemini_2.5_flash_lite:3261:49:fwd': 'factor_1', 'claude_3.7_sonnet:3261:209:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.7142857142857143, 'mistral_14b': 0.7142857142857143, 'mistral_3b': 0.42857142857142855, 'mistral_8b': 0.7142857142857143, 'qwen3_5_0_8b': 0.42857142857142855, 'qwen3_5_27b': 0.7142857142857143, 'qwen3_5_2b': 0.2857142857142857, 'qwen3_5_4b': 0.7142857142857143, 'qwen3_5_9b': 0.7142857142857143}"
3563,4.828670501708984,4.740189552307129,-4.828670501708984,-1.3150571584701538,factor_1,3563,199,hard,leetcode,,,,8.314678192138672,8.305497169494629,-11.53858470916748,21.018962860107422,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3563,"['gemini_2.5_flash:3563:71:fwd', 'claude_4_sonnet:3563:78:bwd', 'gemini_2.5_flash_lite:3563:108:bwd', 'gemini_2.5_pro:3563:33:bwd', 'claude_4_opus:3563:50:fwd']","['gemini_2.5_flash:3563:71', 'claude_4_sonnet:3563:78', 'gemini_2.5_flash_lite:3563:108', 'gemini_2.5_pro:3563:33', 'claude_4_opus:3563:50']","['claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']","['bwd', 'fwd']","{'gemini_2.5_flash:3563:71:fwd': 'A', 'claude_4_sonnet:3563:78:bwd': 'B', 'gemini_2.5_flash_lite:3563:108:bwd': 'B', 'gemini_2.5_pro:3563:33:bwd': 'B', 'claude_4_opus:3563:50:fwd': 'A'}",5,hard,-0.23426058292388915,1.4014911651611328,6.30327668023031,1.2293832345552405,1.2293618186367603,"{'gemini_2.5_flash:3563:71:fwd': 'factor_1', 'claude_4_sonnet:3563:78:bwd': 'factor_1', 'gemini_2.5_flash_lite:3563:108:bwd': 'factor_1', 'gemini_2.5_pro:3563:33:bwd': 'factor_1', 'claude_4_opus:3563:50:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.4, 'mistral_14b': 0.4, 'mistral_3b': 0.2, 'mistral_8b': 0.4, 'qwen3_5_0_8b': 0.4, 'qwen3_5_27b': 0.8, 'qwen3_5_2b': 0.4, 'qwen3_5_4b': 0.4, 'qwen3_5_9b': 0.6}"
3493,4.816875457763672,4.728394508361816,-4.816875457763672,-3.81636905670166,factor_1,3493,171,medium,leetcode,,,,11.228925704956055,11.214618682861328,-17.25225830078125,26.709049224853516,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3493,"['gemini_2.5_flash:3493:57:fwd', 'qwen3_235b:3493:46:fwd', 'gemini_2.5_pro:3493:26:bwd', 'claude_4_sonnet:3493:71:fwd']","['gemini_2.5_flash:3493:57', 'qwen3_235b:3493:46', 'gemini_2.5_pro:3493:26', 'claude_4_sonnet:3493:71']","['claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash:3493:57:fwd': 'A', 'qwen3_235b:3493:46:fwd': 'A', 'gemini_2.5_pro:3493:26:bwd': 'B', 'claude_4_sonnet:3493:71:fwd': 'A'}",4,medium,-5.045701775699854,-3.4099499583244324,8.516474189776853,1.6619861970315544,1.6617165444598243,"{'gemini_2.5_flash:3493:57:fwd': 'factor_1', 'qwen3_235b:3493:46:fwd': 'factor_1', 'gemini_2.5_pro:3493:26:bwd': 'factor_1', 'claude_4_sonnet:3493:71:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.75, 'mistral_14b': 0.5, 'mistral_3b': 0.75, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 0.75, 'qwen3_5_27b': 0.75, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.25, 'qwen3_5_9b': 0.75}"
3229,4.815956115722656,4.727475166320801,-4.815956115722656,-3.8253448009490967,factor_1,3229,91,medium,leetcode,,,,11.228008270263672,11.213702201843262,-17.251380920410156,26.70633316040039,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3229,"['claude_4_opus:3229:20:bwd', 'gemini_2.5_flash:3229:25:bwd', 'gemini_2.5_pro:3229:208:bwd', 'claude_3.7_sonnet:3229:26:bwd', 'gemini_2.5_flash_lite:3229:45:bwd', 'claude_4_sonnet:3229:36:fwd']","['claude_4_opus:3229:20', 'gemini_2.5_flash:3229:25', 'gemini_2.5_pro:3229:208', 'claude_3.7_sonnet:3229:26', 'gemini_2.5_flash_lite:3229:45', 'claude_4_sonnet:3229:36']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']","['bwd', 'fwd']","{'claude_4_opus:3229:20:bwd': 'B', 'gemini_2.5_flash:3229:25:bwd': 'B', 'gemini_2.5_pro:3229:208:bwd': 'B', 'claude_3.7_sonnet:3229:26:bwd': 'B', 'gemini_2.5_flash_lite:3229:45:bwd': 'B', 'claude_4_sonnet:3229:36:fwd': 'A'}",6,hard,-0.06671142081419627,1.5690403580665588,7.954698741457378,1.3218280014070465,1.3216359146415855,"{'claude_4_opus:3229:20:bwd': 'factor_1', 'gemini_2.5_flash:3229:25:bwd': 'factor_1', 'gemini_2.5_pro:3229:208:bwd': 'factor_1', 'claude_3.7_sonnet:3229:26:bwd': 'factor_1', 'gemini_2.5_flash_lite:3229:45:bwd': 'factor_1', 'claude_4_sonnet:3229:36:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.5, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.16666666666666666, 'qwen3_5_27b': 0.8333333333333334, 'qwen3_5_2b': 0.3333333333333333, 'qwen3_5_4b': 0.8333333333333334, 'qwen3_5_9b': 0.8333333333333334}"
3395,4.811469078063965,4.722988128662109,-4.811469078063965,-5.102458953857422,factor_1,3395,138,medium,leetcode,,,,11.621996879577637,11.60702896118164,-18.02678871154785,27.47276496887207,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3395,"['claude_3.7_sonnet:3395:220:bwd', 'gemini_2.5_flash_lite:3395:72:bwd', 'gemini_2.5_pro:3395:13:bwd', 'qwen3_235b:3395:31:bwd', 'gemini_2.5_flash:3395:338:bwd', 'claude_4_opus:3395:29:fwd']","['claude_3.7_sonnet:3395:220', 'gemini_2.5_flash_lite:3395:72', 'gemini_2.5_pro:3395:13', 'qwen3_235b:3395:31', 'gemini_2.5_flash:3395:338', 'claude_4_opus:3395:29']","['claude_3.7_sonnet', 'claude_4_opus', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'claude_3.7_sonnet:3395:220:bwd': 'B', 'gemini_2.5_flash_lite:3395:72:bwd': 'B', 'gemini_2.5_pro:3395:13:bwd': 'B', 'qwen3_235b:3395:31:bwd': 'B', 'gemini_2.5_flash:3395:338:bwd': 'B', 'claude_4_opus:3395:29:fwd': 'A'}",6,medium,0.37097690751155216,2.0067287484804788,6.112827916500181,1.1319662525151981,1.1319376537791452,"{'claude_3.7_sonnet:3395:220:bwd': 'factor_1', 'gemini_2.5_flash_lite:3395:72:bwd': 'factor_1', 'gemini_2.5_pro:3395:13:bwd': 'factor_1', 'qwen3_235b:3395:31:bwd': 'factor_1', 'gemini_2.5_flash:3395:338:bwd': 'factor_1', 'claude_4_opus:3395:29:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.3333333333333333, 'mistral_14b': 0.5, 'mistral_3b': 0.16666666666666666, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.16666666666666666, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.8333333333333334, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 0.6666666666666666}"
abc321_e,4.794520854949951,4.706039905548096,-4.794520854949951,-1.4928972721099854,factor_1,abc321_e,356,hard,atcoder,,,,8.557191848754883,8.547562599182129,-12.047183990478516,21.45926284790039,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc321_e,"['claude_4_opus:abc321_e:110:fwd', 'claude_3.7_sonnet:abc321_e:261:bwd', 'gemini_2.5_pro:abc321_e:86:bwd', 'claude_4_sonnet:abc321_e:154:bwd', 'gemini_2.5_flash_lite:abc321_e:210:bwd', 'gemini_2.5_flash:abc321_e:158:bwd', 'qwen3_235b:abc321_e:121:fwd']","['claude_4_opus:abc321_e:110', 'claude_3.7_sonnet:abc321_e:261', 'gemini_2.5_pro:abc321_e:86', 'claude_4_sonnet:abc321_e:154', 'gemini_2.5_flash_lite:abc321_e:210', 'gemini_2.5_flash:abc321_e:158', 'qwen3_235b:abc321_e:121']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'claude_4_opus:abc321_e:110:fwd': 'A', 'claude_3.7_sonnet:abc321_e:261:bwd': 'B', 'gemini_2.5_pro:abc321_e:86:bwd': 'B', 'claude_4_sonnet:abc321_e:154:bwd': 'B', 'gemini_2.5_flash_lite:abc321_e:210:bwd': 'B', 'gemini_2.5_flash:abc321_e:158:bwd': 'B', 'qwen3_235b:abc321_e:121:fwd': 'A'}",7,hard,-1.8553289207962476,-0.21957717623029435,7.610427189376066,1.5267534663114624,1.5263512983503629,"{'claude_4_opus:abc321_e:110:fwd': 'factor_1', 'claude_3.7_sonnet:abc321_e:261:bwd': 'factor_1', 'gemini_2.5_pro:abc321_e:86:bwd': 'factor_1', 'claude_4_sonnet:abc321_e:154:bwd': 'factor_1', 'gemini_2.5_flash_lite:abc321_e:210:bwd': 'factor_1', 'gemini_2.5_flash:abc321_e:158:bwd': 'factor_1', 'qwen3_235b:abc321_e:121:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.7142857142857143, 'mistral_14b': 0.2857142857142857, 'mistral_3b': 0.2857142857142857, 'mistral_8b': 0.5714285714285714, 'qwen3_5_0_8b': 0.2857142857142857, 'qwen3_5_27b': 0.7142857142857143, 'qwen3_5_2b': 0.7142857142857143, 'qwen3_5_4b': 0.7142857142857143, 'qwen3_5_9b': 0.7142857142857143}"
1883_C,4.784383296966553,4.695902347564697,-4.784383296966553,-4.934452533721924,factor_1,1883_C,3,medium,codeforces,,,,11.427638053894043,11.412996292114258,-17.67357063293457,27.06537437438965,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",1883_C,"['claude_3.7_sonnet:1883_C:183:fwd', 'gemini_2.5_flash_lite:1883_C:1:bwd']","['claude_3.7_sonnet:1883_C:183', 'gemini_2.5_flash_lite:1883_C:1']","['claude_3.7_sonnet', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'claude_3.7_sonnet:1883_C:183:fwd': 'A', 'gemini_2.5_flash_lite:1883_C:1:bwd': 'B'}",2,medium,-3.3261245489120483,-1.6903727054595947,6.170648946599709,2.7775497761117136,2.776851952127006,"{'claude_3.7_sonnet:1883_C:183:fwd': 'factor_1', 'gemini_2.5_flash_lite:1883_C:1:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
2920,4.7783894538879395,4.689908504486084,-4.7783894538879395,-2.3698649406433105,factor_1,2920,45,medium,leetcode,,,,9.898880958557129,9.88685417175293,-14.688325881958008,24.068143844604492,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",2920,"['gemini_2.5_flash:2920:12:bwd', 'claude_3.7_sonnet:2920:13:fwd', 'gemini_2.5_flash_lite:2920:20:fwd', 'claude_4_opus:2920:10:fwd']","['gemini_2.5_flash:2920:12', 'claude_3.7_sonnet:2920:13', 'gemini_2.5_flash_lite:2920:20', 'claude_4_opus:2920:10']","['claude_3.7_sonnet', 'claude_4_opus', 'gemini_2.5_flash', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'gemini_2.5_flash:2920:12:bwd': 'B', 'claude_3.7_sonnet:2920:13:fwd': 'A', 'gemini_2.5_flash_lite:2920:20:fwd': 'A', 'claude_4_opus:2920:10:fwd': 'A'}",4,medium,2.7639715671539307,4.399723380804062,6.33904988306157,2.0535957017479713,2.0530405624741705,"{'gemini_2.5_flash:2920:12:bwd': 'factor_1', 'claude_3.7_sonnet:2920:13:fwd': 'factor_1', 'gemini_2.5_flash_lite:2920:20:fwd': 'factor_1', 'claude_4_opus:2920:10:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.25, 'mistral_14b': 0.5, 'mistral_3b': 0.75, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 0.75, 'qwen3_5_27b': 0.25, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.25, 'qwen3_5_9b': 0.0}"
3725,4.769761562347412,4.681280612945557,-4.769761562347412,-4.932377338409424,factor_1,3725,262,hard,leetcode,,,,11.345108985900879,11.330605506896973,-17.52670669555664,26.889266967773438,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3725,"['gemini_2.5_flash:3725:108:fwd', 'qwen3_235b:3725:84:fwd', 'gemini_2.5_flash_lite:3725:151:bwd']","['gemini_2.5_flash:3725:108', 'qwen3_235b:3725:84', 'gemini_2.5_flash_lite:3725:151']","['gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash:3725:108:fwd': 'A', 'qwen3_235b:3725:84:fwd': 'A', 'gemini_2.5_flash_lite:3725:151:bwd': 'B'}",3,hard,-0.7237905065218607,0.9119614164034525,8.588488241203178,3.074350667707604,3.073263742097121,"{'gemini_2.5_flash:3725:108:fwd': 'factor_1', 'qwen3_235b:3725:84:fwd': 'factor_1', 'gemini_2.5_flash_lite:3725:151:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.3333333333333333, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.6666666666666666, 'qwen3_5_27b': 0.3333333333333333, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 0.3333333333333333, 'qwen3_5_9b': 0.3333333333333333}"
3193,4.754909992218018,4.666429042816162,-4.754909992218018,-3.496375799179077,factor_1,3193,78,easy,leetcode,,,,10.730292320251465,10.71683120727539,-16.338560104370117,25.671419143676758,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3193,['claude_4_opus:3193:18:fwd'],['claude_4_opus:3193:18'],['claude_4_opus'],['fwd'],{'claude_4_opus:3193:18:fwd': 'A'},1,easy,-5.322518348693848,-3.6867666244506836,0.0,4.801166534423828,4.799604415893555,{'claude_4_opus:3193:18:fwd': 'factor_1'},"{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
2845,4.736445903778076,4.647964954376221,-4.736445903778076,-3.579326868057251,factor_1,2845,26,medium,leetcode,,,,10.677728652954102,10.66435718536377,-16.254175186157227,25.55010414123535,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",2845,['gemini_2.5_flash:2845:7:bwd'],['gemini_2.5_flash:2845:7'],['gemini_2.5_flash'],['bwd'],{'gemini_2.5_flash:2845:7:bwd': 'B'},1,hard,1.2486917972564697,2.884443759918213,0.0,0.8578565120697021,0.8614763617515564,{'gemini_2.5_flash:2845:7:bwd': 'factor_1'},"{'claude_haiku_4_5': 0.0, 'mistral_14b': None, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0}"
