solver_item_id,solver_difficulty,solver_difficulty_centered,solver_easiness_z,solver_loading_factor_1,solver_loading_factor_2,solver_dominant_factor,solver_item_id_meta,solver_selected_order,solver_difficulty_meta,solver_platform,solver_question_content,solver_starter_code,solver_prompt,solver_difficulty_laplace_se,solver_difficulty_centered_laplace_se,solver_difficulty_centered_laplace_lo,solver_difficulty_centered_laplace_hi,solver_scores,question_id,judge_item_ids,judge_pair_ids,judge_splits,judge_orderings,judge_gold_labels,judge_n_pair_items,judge_difficulty_meta,judge_difficulty,judge_difficulty_centered,judge_difficulty_pair_sd,judge_difficulty_laplace_se,judge_difficulty_centered_laplace_se,judge_dominant_factors,judge_scores
abc372_c,2.1576454639434814,1.4894053936004639,-2.1576454639434814,0.6026224493980408,2.296444892883301,factor_2,abc372_c,520,medium,atcoder,,,,1.1598211526870728,1.206162691116333,-0.87467360496521,3.8534843921661377,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}",abc372_c,"['claude_3.7_sonnet:abc372_c:148:bwd', 'claude_4_sonnet:abc372_c:222:bwd', 'gemini_2.5_flash:abc372_c:401:fwd']","['claude_3.7_sonnet:abc372_c:148', 'claude_4_sonnet:abc372_c:222', 'gemini_2.5_flash:abc372_c:401']","['claude_3.7_sonnet', 'claude_4_sonnet', 'gemini_2.5_flash']","['bwd', 'fwd']","{'claude_3.7_sonnet:abc372_c:148:bwd': 'B', 'claude_4_sonnet:abc372_c:222:bwd': 'B', 'gemini_2.5_flash:abc372_c:401:fwd': 'A'}",3,easy,-1.9552222788333893,-0.5411267876625061,2.6782084019898997,1.0660771213695972,1.0678960074464532,"{'claude_3.7_sonnet:abc372_c:148:bwd': 'factor_2', 'claude_4_sonnet:abc372_c:222:bwd': 'factor_1', 'gemini_2.5_flash:abc372_c:401:fwd': 'factor_2'}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 1.0, 'mistral_3b': 0.6666666666666666, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.3333333333333333, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 1.0}"
3203,2.1575582027435303,1.4893181324005127,-2.1575582027435303,-2.540684223175049,-1.954236388206482,factor_1,3203,83,hard,leetcode,,,,10.884652137756348,10.873764991760254,-19.823261260986328,22.801898956298828,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3203,"['claude_4_opus:3203:19:fwd', 'gemini_2.5_flash:3203:23:fwd', 'qwen3_235b:3203:18:fwd', 'claude_3.7_sonnet:3203:23:bwd', 'gemini_2.5_flash_lite:3203:39:bwd', 'claude_4_sonnet:3203:35:fwd']","['claude_4_opus:3203:19', 'gemini_2.5_flash:3203:23', 'qwen3_235b:3203:18', 'claude_3.7_sonnet:3203:23', 'gemini_2.5_flash_lite:3203:39', 'claude_4_sonnet:3203:35']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'claude_4_opus:3203:19:fwd': 'A', 'gemini_2.5_flash:3203:23:fwd': 'A', 'qwen3_235b:3203:18:fwd': 'A', 'claude_3.7_sonnet:3203:23:bwd': 'B', 'gemini_2.5_flash_lite:3203:39:bwd': 'B', 'claude_4_sonnet:3203:35:fwd': 'A'}",6,hard,-0.6580341855684916,0.756061335404714,2.916190865936198,2.130931349819749,2.130500167325549,"{'claude_4_opus:3203:19:fwd': 'factor_1', 'gemini_2.5_flash:3203:23:fwd': 'factor_2', 'qwen3_235b:3203:18:fwd': 'factor_1', 'claude_3.7_sonnet:3203:23:bwd': 'factor_2', 'gemini_2.5_flash_lite:3203:39:bwd': 'factor_2', 'claude_4_sonnet:3203:35:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 0.8333333333333334, 'mistral_3b': 0.6, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.6666666666666666, 'qwen3_5_27b': 0.3333333333333333, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.3333333333333333, 'qwen3_5_9b': 0.3333333333333333}"
arc193_d,2.1480066776275635,1.479766607284546,-2.1480066776275635,-2.3693411350250244,-1.4595332145690918,factor_1,arc193_d,666,hard,atcoder,,,,8.280946731567383,8.275555610656738,-14.74032211303711,17.69985580444336,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",arc193_d,['gemini_2.5_pro:arc193_d:197:fwd'],['gemini_2.5_pro:arc193_d:197'],['gemini_2.5_pro'],['fwd'],{'gemini_2.5_pro:arc193_d:197:fwd': 'A'},1,medium,-0.7815043330192566,0.632591187953949,0.0,1.0567643642425537,1.0632855892181396,{'gemini_2.5_pro:arc193_d:197:fwd': 'factor_1'},"{'claude_haiku_4_5': 0.0, 'mistral_14b': None, 'mistral_3b': None, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0}"
abc340_e,2.143777370452881,1.4755373001098633,-2.143777370452881,-2.5088343620300293,-1.5639113187789917,factor_1,abc340_e,412,hard,atcoder,,,,9.121438026428223,9.11417007446289,-16.38823699951172,19.339309692382812,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc340_e,"['gemini_2.5_flash:abc340_e:180:fwd', 'qwen3_235b:abc340_e:131:bwd', 'gemini_2.5_pro:abc340_e:94:fwd', 'gemini_2.5_flash_lite:abc340_e:242:bwd']","['gemini_2.5_flash:abc340_e:180', 'qwen3_235b:abc340_e:131', 'gemini_2.5_pro:abc340_e:94', 'gemini_2.5_flash_lite:abc340_e:242']","['gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash:abc340_e:180:fwd': 'A', 'qwen3_235b:abc340_e:131:bwd': 'B', 'gemini_2.5_pro:abc340_e:94:fwd': 'A', 'gemini_2.5_flash_lite:abc340_e:242:bwd': 'B'}",4,hard,-1.5745862126350403,-0.16049078106880188,3.925957784018121,3.864198845463917,3.862842680739371,"{'gemini_2.5_flash:abc340_e:180:fwd': 'factor_2', 'qwen3_235b:abc340_e:131:bwd': 'factor_2', 'gemini_2.5_pro:abc340_e:94:fwd': 'factor_2', 'gemini_2.5_flash_lite:abc340_e:242:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.75, 'mistral_14b': 0.75, 'mistral_3b': 0.5, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
abc374_e,2.128803014755249,1.4605629444122314,-2.128803014755249,-1.9048137664794922,-1.259853482246399,factor_1,abc374_e,528,hard,atcoder,,,,6.341217517852783,6.340795993804932,-10.967397689819336,13.88852310180664,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc374_e,"['claude_4_opus:abc374_e:157:fwd', 'gemini_2.5_flash:abc374_e:225:bwd', 'gemini_2.5_flash_lite:abc374_e:310:bwd']","['claude_4_opus:abc374_e:157', 'gemini_2.5_flash:abc374_e:225', 'gemini_2.5_flash_lite:abc374_e:310']","['claude_4_opus', 'gemini_2.5_flash', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'claude_4_opus:abc374_e:157:fwd': 'A', 'gemini_2.5_flash:abc374_e:225:bwd': 'B', 'gemini_2.5_flash_lite:abc374_e:310:bwd': 'B'}",3,hard,0.30404027303059894,1.718135952949524,5.688970831109105,3.0876014293863974,3.086936720566598,"{'claude_4_opus:abc374_e:157:fwd': 'factor_1', 'gemini_2.5_flash:abc374_e:225:bwd': 'factor_2', 'gemini_2.5_flash_lite:abc374_e:310:bwd': 'factor_2'}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 0.3333333333333333, 'mistral_3b': 0.0, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 0.6666666666666666}"
3196,2.1260793209075928,1.4578392505645752,-2.1260793209075928,-2.363125801086426,-3.015162944793701,factor_2,3196,80,hard,leetcode,,,,12.939321517944336,12.924562454223633,-23.874303817749023,26.78998374938965,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3196,"['claude_4_sonnet:3196:34:bwd', 'claude_3.7_sonnet:3196:22:fwd']","['claude_4_sonnet:3196:34', 'claude_3.7_sonnet:3196:22']","['claude_3.7_sonnet', 'claude_4_sonnet']","['bwd', 'fwd']","{'claude_4_sonnet:3196:34:bwd': 'B', 'claude_3.7_sonnet:3196:22:fwd': 'A'}",2,easy,-3.062296986579895,-1.6482015252113342,1.3071928516413835,2.7543387260812993,2.75438016727978,"{'claude_4_sonnet:3196:34:bwd': 'factor_2', 'claude_3.7_sonnet:3196:22:fwd': 'factor_2'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 0.5, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
abc378_b,2.1181182861328125,1.449878215789795,-2.1181182861328125,0.5925090909004211,2.282259941101074,factor_2,abc378_b,546,easy,atcoder,,,,1.156451940536499,1.2029329538345337,-0.9078705310821533,3.807626962661743,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}",abc378_b,['gemini_2.5_pro:abc378_b:140:bwd'],['gemini_2.5_pro:abc378_b:140'],['gemini_2.5_pro'],['bwd'],{'gemini_2.5_pro:abc378_b:140:bwd': 'B'},1,hard,-0.5507000684738159,0.8633954524993896,0.0,1.1057484149932861,1.1119370460510254,{'gemini_2.5_pro:abc378_b:140:bwd': 'factor_1'},"{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0}"
abc359_d,2.1161134243011475,1.4478733539581299,-2.1161134243011475,-2.658442497253418,-2.918468952178955,factor_2,abc359_d,466,hard,atcoder,,,,14.797833442687988,14.779770851135254,-27.520477294921875,30.41622543334961,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc359_d,"['gemini_2.5_flash_lite:abc359_d:273:bwd', 'gemini_2.5_pro:abc359_d:112:fwd', 'claude_3.7_sonnet:abc359_d:137:fwd', 'gemini_2.5_flash:abc359_d:204:bwd']","['gemini_2.5_flash_lite:abc359_d:273', 'gemini_2.5_pro:abc359_d:112', 'claude_3.7_sonnet:abc359_d:137', 'gemini_2.5_flash:abc359_d:204']","['claude_3.7_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']","['bwd', 'fwd']","{'gemini_2.5_flash_lite:abc359_d:273:bwd': 'B', 'gemini_2.5_pro:abc359_d:112:fwd': 'A', 'claude_3.7_sonnet:abc359_d:137:fwd': 'A', 'gemini_2.5_flash:abc359_d:204:bwd': 'B'}",4,hard,-0.8365074396133423,0.5775880515575409,3.3509185453612016,2.9263348583679947,2.9255792425721308,"{'gemini_2.5_flash_lite:abc359_d:273:bwd': 'factor_1', 'gemini_2.5_pro:abc359_d:112:fwd': 'factor_2', 'claude_3.7_sonnet:abc359_d:137:fwd': 'factor_2', 'gemini_2.5_flash:abc359_d:204:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.25, 'mistral_3b': 0.5, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
abc375_c,2.1129462718963623,1.4447062015533447,-2.1129462718963623,-3.5037550926208496,0.8693590760231018,factor_1,abc375_c,532,medium,atcoder,,,,4.91899299621582,4.923264026641846,-8.2048921585083,11.094304084777832,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc375_c,"['gemini_2.5_flash:abc375_c:226:fwd', 'gemini_2.5_flash_lite:abc375_c:312:bwd', 'qwen3_235b:abc375_c:160:fwd', 'gemini_2.5_pro:abc375_c:134:fwd']","['gemini_2.5_flash:abc375_c:226', 'gemini_2.5_flash_lite:abc375_c:312', 'qwen3_235b:abc375_c:160', 'gemini_2.5_pro:abc375_c:134']","['gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash:abc375_c:226:fwd': 'A', 'gemini_2.5_flash_lite:abc375_c:312:bwd': 'B', 'qwen3_235b:abc375_c:160:fwd': 'A', 'gemini_2.5_pro:abc375_c:134:fwd': 'A'}",4,medium,-1.0946954786777496,0.31939998269081116,4.128391900858884,1.7880590617647691,1.788249524247848,"{'gemini_2.5_flash:abc375_c:226:fwd': 'factor_1', 'gemini_2.5_flash_lite:abc375_c:312:bwd': 'factor_2', 'qwen3_235b:abc375_c:160:fwd': 'factor_1', 'gemini_2.5_pro:abc375_c:134:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 1.0, 'mistral_3b': 0.75, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 0.75, 'qwen3_5_27b': 0.25, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.25, 'qwen3_5_9b': 0.25}"
abc372_e,2.111915111541748,1.4436750411987305,-2.111915111541748,-1.666184663772583,-1.6931906938552856,factor_2,abc372_e,522,hard,atcoder,,,,6.616037368774414,6.614837169647217,-11.521406173706055,14.408756256103516,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc372_e,"['gemini_2.5_pro:abc372_e:129:fwd', 'claude_4_sonnet:abc372_e:224:bwd', 'gemini_2.5_flash:abc372_e:223:bwd', 'gemini_2.5_flash_lite:abc372_e:309:fwd']","['gemini_2.5_pro:abc372_e:129', 'claude_4_sonnet:abc372_e:224', 'gemini_2.5_flash:abc372_e:223', 'gemini_2.5_flash_lite:abc372_e:309']","['claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']","['bwd', 'fwd']","{'gemini_2.5_pro:abc372_e:129:fwd': 'A', 'claude_4_sonnet:abc372_e:224:bwd': 'B', 'gemini_2.5_flash:abc372_e:223:bwd': 'B', 'gemini_2.5_flash_lite:abc372_e:309:fwd': 'A'}",4,hard,-1.2383018732070923,0.17579364776611328,1.819625766270228,1.6043022494355554,1.6046992284501407,"{'gemini_2.5_pro:abc372_e:129:fwd': 'factor_2', 'claude_4_sonnet:abc372_e:224:bwd': 'factor_1', 'gemini_2.5_flash:abc372_e:223:bwd': 'factor_2', 'gemini_2.5_flash_lite:abc372_e:309:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 1.0, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.75, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.25, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
3413,2.1082520484924316,1.440011978149414,-2.1082520484924316,-3.7744574546813965,-2.3093655109405518,factor_1,3413,144,medium,leetcode,,,,19.556167602539062,19.530126571655273,-36.83903503417969,39.71906280517578,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3413,"['gemini_2.5_flash_lite:3413:75:fwd', 'claude_3.7_sonnet:3413:44:fwd', 'gemini_2.5_flash:3413:47:fwd']","['gemini_2.5_flash_lite:3413:75', 'claude_3.7_sonnet:3413:44', 'gemini_2.5_flash:3413:47']","['claude_3.7_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite']",['fwd'],"{'gemini_2.5_flash_lite:3413:75:fwd': 'A', 'claude_3.7_sonnet:3413:44:fwd': 'A', 'gemini_2.5_flash:3413:47:fwd': 'A'}",3,easy,-5.522805372873942,-4.108709971110026,1.0706248665868185,1.9047748541619203,1.9051716688109204,"{'gemini_2.5_flash_lite:3413:75:fwd': 'factor_2', 'claude_3.7_sonnet:3413:44:fwd': 'factor_2', 'gemini_2.5_flash:3413:47:fwd': 'factor_2'}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 1.0, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0}"
3265,2.1009953022003174,1.4327552318572998,-2.1009953022003174,-3.3876166343688965,-2.3511300086975098,factor_1,3265,103,medium,leetcode,,,,17.09889793395996,17.07691192626953,-32.037994384765625,34.90350341796875,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3265,"['qwen3_235b:3265:25:fwd', 'gemini_2.5_flash:3265:333:fwd', 'claude_4_sonnet:3265:41:fwd', 'claude_3.7_sonnet:3265:29:bwd', 'claude_4_opus:3265:24:bwd']","['qwen3_235b:3265:25', 'gemini_2.5_flash:3265:333', 'claude_4_sonnet:3265:41', 'claude_3.7_sonnet:3265:29', 'claude_4_opus:3265:24']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'qwen3_235b']","['bwd', 'fwd']","{'qwen3_235b:3265:25:fwd': 'A', 'gemini_2.5_flash:3265:333:fwd': 'A', 'claude_4_sonnet:3265:41:fwd': 'A', 'claude_3.7_sonnet:3265:29:bwd': 'B', 'claude_4_opus:3265:24:bwd': 'B'}",5,hard,3.000871516764164,4.414967036247253,2.274999020751385,2.3807392639104767,2.380232421010334,"{'qwen3_235b:3265:25:fwd': 'factor_1', 'gemini_2.5_flash:3265:333:fwd': 'factor_1', 'claude_4_sonnet:3265:41:fwd': 'factor_1', 'claude_3.7_sonnet:3265:29:bwd': 'factor_1', 'claude_4_opus:3265:24:bwd': 'factor_2'}","{'claude_haiku_4_5': 0.0, 'mistral_14b': 0.8, 'mistral_3b': 0.8, 'mistral_8b': 0.8, 'qwen3_5_0_8b': 0.6, 'qwen3_5_27b': 0.4, 'qwen3_5_2b': 0.6, 'qwen3_5_4b': 0.4, 'qwen3_5_9b': 0.6}"
abc351_d,2.097269058227539,1.4290289878845215,-2.097269058227539,-3.537604570388794,0.893043577671051,factor_1,abc351_d,441,hard,atcoder,,,,4.965394496917725,4.969489097595215,-8.31117057800293,11.169227600097656,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc351_d,"['gemini_2.5_flash_lite:abc351_d:260:bwd', 'gemini_2.5_flash:abc351_d:191:fwd', 'qwen3_235b:abc351_d:141:fwd', 'claude_4_sonnet:abc351_d:196:bwd']","['gemini_2.5_flash_lite:abc351_d:260', 'gemini_2.5_flash:abc351_d:191', 'qwen3_235b:abc351_d:141', 'claude_4_sonnet:abc351_d:196']","['claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash_lite:abc351_d:260:bwd': 'B', 'gemini_2.5_flash:abc351_d:191:fwd': 'A', 'qwen3_235b:abc351_d:141:fwd': 'A', 'claude_4_sonnet:abc351_d:196:bwd': 'B'}",4,hard,1.8334663952700794,3.247561901807785,3.0294675105974935,1.759147489157528,1.7593688103518295,"{'gemini_2.5_flash_lite:abc351_d:260:bwd': 'factor_2', 'gemini_2.5_flash:abc351_d:191:fwd': 'factor_2', 'qwen3_235b:abc351_d:141:fwd': 'factor_2', 'claude_4_sonnet:abc351_d:196:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.25, 'mistral_14b': 0.25, 'mistral_3b': 0.5, 'mistral_8b': 0.25, 'qwen3_5_0_8b': 0.75, 'qwen3_5_27b': 0.25, 'qwen3_5_2b': 0.75, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.25}"
3154,2.096663475036621,1.4284234046936035,-2.096663475036621,-3.0107133388519287,-2.32407283782959,factor_1,3154,72,easy,leetcode,,,,14.506601333618164,14.489047050476074,-26.970109939575195,29.826955795288086,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3154,"['qwen3_235b:3154:16:bwd', 'gemini_2.5_flash:3154:323:bwd']","['qwen3_235b:3154:16', 'gemini_2.5_flash:3154:323']","['gemini_2.5_flash', 'qwen3_235b']",['bwd'],"{'qwen3_235b:3154:16:bwd': 'B', 'gemini_2.5_flash:3154:323:bwd': 'B'}",2,hard,0.20510077476501465,1.6191962361335754,4.6550576307483285,3.3701528133493874,3.369654553284886,"{'qwen3_235b:3154:16:bwd': 'factor_1', 'gemini_2.5_flash:3154:323:bwd': 'factor_2'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
abc312_f,2.084073543548584,1.4158334732055664,-2.084073543548584,-5.645853519439697,0.8105937242507935,factor_1,abc312_f,335,hard,atcoder,,,,10.12811279296875,10.118735313415527,-18.416889190673828,21.248554229736328,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc312_f,"['claude_4_sonnet:abc312_f:145:bwd', 'qwen3_235b:abc312_f:114:bwd', 'gemini_2.5_pro:abc312_f:82:fwd', 'gemini_2.5_flash:abc312_f:148:bwd', 'gemini_2.5_flash_lite:abc312_f:197:fwd']","['claude_4_sonnet:abc312_f:145', 'qwen3_235b:abc312_f:114', 'gemini_2.5_pro:abc312_f:82', 'gemini_2.5_flash:abc312_f:148', 'gemini_2.5_flash_lite:abc312_f:197']","['claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'claude_4_sonnet:abc312_f:145:bwd': 'B', 'qwen3_235b:abc312_f:114:bwd': 'B', 'gemini_2.5_pro:abc312_f:82:fwd': 'A', 'gemini_2.5_flash:abc312_f:148:bwd': 'B', 'gemini_2.5_flash_lite:abc312_f:197:fwd': 'A'}",5,medium,-0.25928850173950196,1.1548069953918456,4.040530210505337,1.9991397867127467,1.9989338546302307,"{'claude_4_sonnet:abc312_f:145:bwd': 'factor_2', 'qwen3_235b:abc312_f:114:bwd': 'factor_2', 'gemini_2.5_pro:abc312_f:82:fwd': 'factor_2', 'gemini_2.5_flash:abc312_f:148:bwd': 'factor_2', 'gemini_2.5_flash_lite:abc312_f:197:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.6, 'mistral_14b': 0.6, 'mistral_3b': 0.4, 'mistral_8b': 0.6, 'qwen3_5_0_8b': 0.4, 'qwen3_5_27b': 0.6, 'qwen3_5_2b': 0.8, 'qwen3_5_4b': 0.6, 'qwen3_5_9b': 1.0}"
