question_id,judge_item_ids,judge_pair_ids,judge_splits,judge_orderings,judge_gold_labels,judge_n_pair_items,judge_difficulty_meta,judge_difficulty,judge_difficulty_centered,judge_difficulty_pair_sd,judge_difficulty_laplace_se,judge_difficulty_centered_laplace_se,judge_dominant_factors,judge_scores
abc394_c,"['qwen3_235b:abc394_c:198:bwd', 'claude_4_sonnet:abc394_c:257:bwd', 'gemini_2.5_flash_lite:abc394_c:365:fwd', 'gemini_2.5_pro:abc394_c:168:bwd', 'gemini_2.5_flash:abc394_c:277:fwd']","['qwen3_235b:abc394_c:198', 'claude_4_sonnet:abc394_c:257', 'gemini_2.5_flash_lite:abc394_c:365', 'gemini_2.5_pro:abc394_c:168', 'gemini_2.5_flash:abc394_c:277']","['claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'qwen3_235b:abc394_c:198:bwd': 'B', 'claude_4_sonnet:abc394_c:257:bwd': 'B', 'gemini_2.5_flash_lite:abc394_c:365:fwd': 'A', 'gemini_2.5_pro:abc394_c:168:bwd': 'B', 'gemini_2.5_flash:abc394_c:277:fwd': 'A'}",5,easy,4.529835796356201,6.16558758020401,4.268280376988915,2.193433297401378,2.192705849772895,"{'qwen3_235b:abc394_c:198:bwd': 'factor_1', 'claude_4_sonnet:abc394_c:257:bwd': 'factor_1', 'gemini_2.5_flash_lite:abc394_c:365:fwd': 'factor_1', 'gemini_2.5_pro:abc394_c:168:bwd': 'factor_1', 'gemini_2.5_flash:abc394_c:277:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.2, 'mistral_14b': 0.4, 'mistral_3b': 0.4, 'mistral_8b': 0.2, 'qwen3_5_0_8b': 0.4, 'qwen3_5_27b': 0.6, 'qwen3_5_2b': 0.4, 'qwen3_5_4b': 0.4, 'qwen3_5_9b': 0.6}"
abc383_c,"['gemini_2.5_flash:abc383_c:411:bwd', 'qwen3_235b:abc383_c:176:fwd', 'gemini_2.5_flash_lite:abc383_c:340:bwd', 'claude_3.7_sonnet:abc383_c:304:fwd']","['gemini_2.5_flash:abc383_c:411', 'qwen3_235b:abc383_c:176', 'gemini_2.5_flash_lite:abc383_c:340', 'claude_3.7_sonnet:abc383_c:304']","['claude_3.7_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash:abc383_c:411:bwd': 'B', 'qwen3_235b:abc383_c:176:fwd': 'A', 'gemini_2.5_flash_lite:abc383_c:340:bwd': 'B', 'claude_3.7_sonnet:abc383_c:304:fwd': 'A'}",4,hard,-2.2017812728881836,-0.5660295188426971,7.619134625360862,1.904358061924563,1.903906880275065,"{'gemini_2.5_flash:abc383_c:411:bwd': 'factor_1', 'qwen3_235b:abc383_c:176:fwd': 'factor_1', 'gemini_2.5_flash_lite:abc383_c:340:bwd': 'factor_1', 'claude_3.7_sonnet:abc383_c:304:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.75, 'mistral_3b': 0.5, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.75, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.75}"
3233,"['gemini_2.5_flash_lite:3233:46:fwd', 'claude_3.7_sonnet:3233:27:fwd', 'qwen3_235b:3233:20:fwd', 'gemini_2.5_flash:3233:330:fwd']","['gemini_2.5_flash_lite:3233:46', 'claude_3.7_sonnet:3233:27', 'qwen3_235b:3233:20', 'gemini_2.5_flash:3233:330']","['claude_3.7_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']",['fwd'],"{'gemini_2.5_flash_lite:3233:46:fwd': 'A', 'claude_3.7_sonnet:3233:27:fwd': 'A', 'qwen3_235b:3233:20:fwd': 'A', 'gemini_2.5_flash:3233:330:fwd': 'A'}",4,hard,0.9407693445682526,2.576521098613739,5.615386265623294,1.7183207482376583,1.7180073436308587,"{'gemini_2.5_flash_lite:3233:46:fwd': 'factor_1', 'claude_3.7_sonnet:3233:27:fwd': 'factor_1', 'qwen3_235b:3233:20:fwd': 'factor_1', 'gemini_2.5_flash:3233:330:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.25, 'mistral_14b': 0.5, 'mistral_3b': 1.0, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.0, 'qwen3_5_2b': 0.25, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0}"
3770,"['gemini_2.5_pro:3770:67:bwd', 'gemini_2.5_flash_lite:3770:161:fwd', 'claude_3.7_sonnet:3770:86:fwd', 'claude_4_opus:3770:75:bwd', 'claude_4_sonnet:3770:116:fwd', 'qwen3_235b:3770:95:fwd', 'gemini_2.5_flash:3770:117:fwd']","['gemini_2.5_pro:3770:67', 'gemini_2.5_flash_lite:3770:161', 'claude_3.7_sonnet:3770:86', 'claude_4_opus:3770:75', 'claude_4_sonnet:3770:116', 'qwen3_235b:3770:95', 'gemini_2.5_flash:3770:117']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_pro:3770:67:bwd': 'B', 'gemini_2.5_flash_lite:3770:161:fwd': 'A', 'claude_3.7_sonnet:3770:86:fwd': 'A', 'claude_4_opus:3770:75:bwd': 'B', 'claude_4_sonnet:3770:116:fwd': 'A', 'qwen3_235b:3770:95:fwd': 'A', 'gemini_2.5_flash:3770:117:fwd': 'A'}",7,hard,1.511359989643097,3.1471117564610074,4.541366402270431,1.030743312727296,1.0307329960017444,"{'gemini_2.5_pro:3770:67:bwd': 'factor_1', 'gemini_2.5_flash_lite:3770:161:fwd': 'factor_1', 'claude_3.7_sonnet:3770:86:fwd': 'factor_1', 'claude_4_opus:3770:75:bwd': 'factor_1', 'claude_4_sonnet:3770:116:fwd': 'factor_1', 'qwen3_235b:3770:95:fwd': 'factor_1', 'gemini_2.5_flash:3770:117:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.5714285714285714, 'mistral_14b': 0.42857142857142855, 'mistral_3b': 0.7142857142857143, 'mistral_8b': 0.5714285714285714, 'qwen3_5_0_8b': 0.5714285714285714, 'qwen3_5_27b': 0.2857142857142857, 'qwen3_5_2b': 0.42857142857142855, 'qwen3_5_4b': 0.2857142857142857, 'qwen3_5_9b': 0.14285714285714285}"
2810,"['gemini_2.5_flash_lite:2810:6:bwd', 'claude_4_sonnet:2810:3:fwd', 'claude_3.7_sonnet:2810:186:fwd']","['gemini_2.5_flash_lite:2810:6', 'claude_4_sonnet:2810:3', 'claude_3.7_sonnet:2810:186']","['claude_3.7_sonnet', 'claude_4_sonnet', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'gemini_2.5_flash_lite:2810:6:bwd': 'B', 'claude_4_sonnet:2810:3:fwd': 'A', 'claude_3.7_sonnet:2810:186:fwd': 'A'}",3,hard,2.6413582960764566,4.277110079924266,4.878237631817734,0.6373077134998758,0.6388135151010643,"{'gemini_2.5_flash_lite:2810:6:bwd': 'factor_1', 'claude_4_sonnet:2810:3:fwd': 'factor_1', 'claude_3.7_sonnet:2810:186:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.3333333333333333, 'mistral_14b': 0.3333333333333333, 'mistral_3b': 0.6666666666666666, 'mistral_8b': 0.3333333333333333, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.3333333333333333, 'qwen3_5_4b': 0.3333333333333333, 'qwen3_5_9b': 0.0}"
3026,"['gemini_2.5_flash:3026:319:bwd', 'claude_4_sonnet:3026:22:bwd', 'gemini_2.5_flash_lite:3026:28:fwd', 'claude_4_opus:3026:13:bwd']","['gemini_2.5_flash:3026:319', 'claude_4_sonnet:3026:22', 'gemini_2.5_flash_lite:3026:28', 'claude_4_opus:3026:13']","['claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'gemini_2.5_flash:3026:319:bwd': 'B', 'claude_4_sonnet:3026:22:bwd': 'B', 'gemini_2.5_flash_lite:3026:28:fwd': 'A', 'claude_4_opus:3026:13:bwd': 'B'}",4,medium,4.359590902924538,5.99534273147583,3.649432101546554,1.284830081952333,1.2848927739190281,"{'gemini_2.5_flash:3026:319:bwd': 'factor_1', 'claude_4_sonnet:3026:22:bwd': 'factor_1', 'gemini_2.5_flash_lite:3026:28:fwd': 'factor_1', 'claude_4_opus:3026:13:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.25, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.25, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.25, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
2877,"['gemini_2.5_flash:2877:10:bwd', 'gemini_2.5_flash_lite:2877:14:fwd']","['gemini_2.5_flash:2877:10', 'gemini_2.5_flash_lite:2877:14']","['gemini_2.5_flash', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'gemini_2.5_flash:2877:10:bwd': 'B', 'gemini_2.5_flash_lite:2877:14:fwd': 'A'}",2,hard,1.8636136054992676,3.4993653297424316,8.899435189494747,0.9597572936496763,0.9611034837070592,"{'gemini_2.5_flash:2877:10:bwd': 'factor_1', 'gemini_2.5_flash_lite:2877:14:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.0}"
3580,"['qwen3_235b:3580:59:fwd', 'gemini_2.5_flash_lite:3580:112:fwd', 'gemini_2.5_pro:3580:35:fwd', 'gemini_2.5_flash:3580:74:fwd']","['qwen3_235b:3580:59', 'gemini_2.5_flash_lite:3580:112', 'gemini_2.5_pro:3580:35', 'gemini_2.5_flash:3580:74']","['gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']",['fwd'],"{'qwen3_235b:3580:59:fwd': 'A', 'gemini_2.5_flash_lite:3580:112:fwd': 'A', 'gemini_2.5_pro:3580:35:fwd': 'A', 'gemini_2.5_flash:3580:74:fwd': 'A'}",4,hard,0.5680376440286636,2.2037894129753113,9.13756258255691,1.1258905192732853,1.1261238052019558,"{'qwen3_235b:3580:59:fwd': 'factor_1', 'gemini_2.5_flash_lite:3580:112:fwd': 'factor_1', 'gemini_2.5_pro:3580:35:fwd': 'factor_1', 'gemini_2.5_flash:3580:74:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.25, 'mistral_14b': 0.75, 'mistral_3b': 0.75, 'mistral_8b': 0.25, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.25, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.5}"
abc341_d,"['claude_4_sonnet:abc341_d:182:bwd', 'claude_3.7_sonnet:abc341_d:279:fwd']","['claude_4_sonnet:abc341_d:182', 'claude_3.7_sonnet:abc341_d:279']","['claude_3.7_sonnet', 'claude_4_sonnet']","['bwd', 'fwd']","{'claude_4_sonnet:abc341_d:182:bwd': 'B', 'claude_3.7_sonnet:abc341_d:279:fwd': 'A'}",2,hard,2.8889880180358887,4.5247398018836975,7.3894746926044235,2.066582892186472,2.0664377100094633,"{'claude_4_sonnet:abc341_d:182:bwd': 'factor_1', 'claude_3.7_sonnet:abc341_d:279:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
abc312_f,"['claude_4_sonnet:abc312_f:145:bwd', 'qwen3_235b:abc312_f:114:bwd', 'gemini_2.5_pro:abc312_f:82:fwd', 'gemini_2.5_flash_lite:abc312_f:197:fwd', 'gemini_2.5_flash:abc312_f:148:bwd']","['claude_4_sonnet:abc312_f:145', 'qwen3_235b:abc312_f:114', 'gemini_2.5_pro:abc312_f:82', 'gemini_2.5_flash_lite:abc312_f:197', 'gemini_2.5_flash:abc312_f:148']","['claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'claude_4_sonnet:abc312_f:145:bwd': 'B', 'qwen3_235b:abc312_f:114:bwd': 'B', 'gemini_2.5_pro:abc312_f:82:fwd': 'A', 'gemini_2.5_flash_lite:abc312_f:197:fwd': 'A', 'gemini_2.5_flash:abc312_f:148:bwd': 'B'}",5,medium,-1.4032297492027284,0.23252202272415162,6.210307384891053,1.3683199437541043,1.3681752409999741,"{'claude_4_sonnet:abc312_f:145:bwd': 'factor_1', 'qwen3_235b:abc312_f:114:bwd': 'factor_1', 'gemini_2.5_pro:abc312_f:82:fwd': 'factor_1', 'gemini_2.5_flash_lite:abc312_f:197:fwd': 'factor_1', 'gemini_2.5_flash:abc312_f:148:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.6, 'mistral_14b': 0.6, 'mistral_3b': 0.4, 'mistral_8b': 0.6, 'qwen3_5_0_8b': 0.4, 'qwen3_5_27b': 0.6, 'qwen3_5_2b': 0.8, 'qwen3_5_4b': 0.6, 'qwen3_5_9b': 1.0}"
3584,"['gemini_2.5_flash:3584:352:fwd', 'gemini_2.5_pro:3584:36:fwd']","['gemini_2.5_flash:3584:352', 'gemini_2.5_pro:3584:36']","['gemini_2.5_flash', 'gemini_2.5_pro']",['fwd'],"{'gemini_2.5_flash:3584:352:fwd': 'A', 'gemini_2.5_pro:3584:36:fwd': 'A'}",2,hard,3.1995909810066223,4.835342764854431,6.840362875199997,3.0405256774884424,3.039649025401673,"{'gemini_2.5_flash:3584:352:fwd': 'factor_1', 'gemini_2.5_pro:3584:36:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.0, 'mistral_14b': 0.5, 'mistral_3b': 1.0, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.5}"
abc394_g,"['claude_4_sonnet:abc394_g:259:bwd', 'gemini_2.5_flash:abc394_g:421:bwd', 'qwen3_235b:abc394_g:202:bwd']","['claude_4_sonnet:abc394_g:259', 'gemini_2.5_flash:abc394_g:421', 'qwen3_235b:abc394_g:202']","['claude_4_sonnet', 'gemini_2.5_flash', 'qwen3_235b']",['bwd'],"{'claude_4_sonnet:abc394_g:259:bwd': 'B', 'gemini_2.5_flash:abc394_g:421:bwd': 'B', 'qwen3_235b:abc394_g:202:bwd': 'B'}",3,medium,7.200547218322754,8.836299101511637,0.9290324633706982,1.6250544678637138,1.6249917900963642,"{'claude_4_sonnet:abc394_g:259:bwd': 'factor_1', 'gemini_2.5_flash:abc394_g:421:bwd': 'factor_1', 'qwen3_235b:abc394_g:202:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.6666666666666666}"
abc344_d,"['gemini_2.5_flash_lite:abc344_d:247:bwd', 'gemini_2.5_pro:abc344_d:99:bwd', 'gemini_2.5_flash:abc344_d:380:bwd']","['gemini_2.5_flash_lite:abc344_d:247', 'gemini_2.5_pro:abc344_d:99', 'gemini_2.5_flash:abc344_d:380']","['gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']",['bwd'],"{'gemini_2.5_flash_lite:abc344_d:247:bwd': 'B', 'gemini_2.5_pro:abc344_d:99:bwd': 'B', 'gemini_2.5_flash:abc344_d:380:bwd': 'B'}",3,medium,3.324526528517405,4.960278272628784,4.07834219072797,3.06940500755638,3.0683210101490683,"{'gemini_2.5_flash_lite:abc344_d:247:bwd': 'factor_1', 'gemini_2.5_pro:abc344_d:99:bwd': 'factor_1', 'gemini_2.5_flash:abc344_d:380:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.6666666666666666}"
3683,"['claude_4_sonnet:3683:102:bwd', 'gemini_2.5_pro:3683:51:fwd', 'gemini_2.5_flash:3683:359:fwd', 'gemini_2.5_flash_lite:3683:136:bwd', 'claude_4_opus:3683:65:bwd']","['claude_4_sonnet:3683:102', 'gemini_2.5_pro:3683:51', 'gemini_2.5_flash:3683:359', 'gemini_2.5_flash_lite:3683:136', 'claude_4_opus:3683:65']","['claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']","['bwd', 'fwd']","{'claude_4_sonnet:3683:102:bwd': 'B', 'gemini_2.5_pro:3683:51:fwd': 'A', 'gemini_2.5_flash:3683:359:fwd': 'A', 'gemini_2.5_flash_lite:3683:136:bwd': 'B', 'claude_4_opus:3683:65:bwd': 'B'}",5,hard,0.8465026143938303,2.4822545289993285,4.051562494068596,2.387174870903789,2.386329537478908,"{'claude_4_sonnet:3683:102:bwd': 'factor_1', 'gemini_2.5_pro:3683:51:fwd': 'factor_1', 'gemini_2.5_flash:3683:359:fwd': 'factor_1', 'gemini_2.5_flash_lite:3683:136:bwd': 'factor_1', 'claude_4_opus:3683:65:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.4, 'mistral_14b': 0.6, 'mistral_3b': 0.8, 'mistral_8b': 0.4, 'qwen3_5_0_8b': 0.4, 'qwen3_5_27b': 0.6, 'qwen3_5_2b': 0.6, 'qwen3_5_4b': 0.6, 'qwen3_5_9b': 0.6}"
3573,"['gemini_2.5_flash:3573:73:fwd', 'qwen3_235b:3573:57:bwd', 'claude_4_sonnet:3573:80:fwd', 'gemini_2.5_flash_lite:3573:111:bwd', 'claude_4_opus:3573:51:bwd']","['gemini_2.5_flash:3573:73', 'qwen3_235b:3573:57', 'claude_4_sonnet:3573:80', 'gemini_2.5_flash_lite:3573:111', 'claude_4_opus:3573:51']","['claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash:3573:73:fwd': 'A', 'qwen3_235b:3573:57:bwd': 'B', 'claude_4_sonnet:3573:80:fwd': 'A', 'gemini_2.5_flash_lite:3573:111:bwd': 'B', 'claude_4_opus:3573:51:bwd': 'B'}",5,hard,-2.75317177772522,-1.1174200057983399,6.769518915091862,1.3300622643819717,1.3299503600755533,"{'gemini_2.5_flash:3573:73:fwd': 'factor_1', 'qwen3_235b:3573:57:bwd': 'factor_1', 'claude_4_sonnet:3573:80:fwd': 'factor_1', 'gemini_2.5_flash_lite:3573:111:bwd': 'factor_1', 'claude_4_opus:3573:51:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.8, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 0.8, 'qwen3_5_0_8b': 0.4, 'qwen3_5_27b': 0.6, 'qwen3_5_2b': 0.6, 'qwen3_5_4b': 0.6, 'qwen3_5_9b': 0.8}"
abc378_f,"['claude_4_sonnet:abc378_f:234:fwd', 'gemini_2.5_flash:abc378_f:238:fwd', 'gemini_2.5_pro:abc378_f:141:fwd', 'claude_4_opus:abc378_f:164:fwd', 'gemini_2.5_flash_lite:abc378_f:325:bwd']","['claude_4_sonnet:abc378_f:234', 'gemini_2.5_flash:abc378_f:238', 'gemini_2.5_pro:abc378_f:141', 'claude_4_opus:abc378_f:164', 'gemini_2.5_flash_lite:abc378_f:325']","['claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']","['bwd', 'fwd']","{'claude_4_sonnet:abc378_f:234:fwd': 'A', 'gemini_2.5_flash:abc378_f:238:fwd': 'A', 'gemini_2.5_pro:abc378_f:141:fwd': 'A', 'claude_4_opus:abc378_f:164:fwd': 'A', 'gemini_2.5_flash_lite:abc378_f:325:bwd': 'B'}",5,hard,0.29403329491615293,1.9297850847244262,4.839364667818878,2.0673630354628605,2.0667147340611702,"{'claude_4_sonnet:abc378_f:234:fwd': 'factor_1', 'gemini_2.5_flash:abc378_f:238:fwd': 'factor_1', 'gemini_2.5_pro:abc378_f:141:fwd': 'factor_1', 'claude_4_opus:abc378_f:164:fwd': 'factor_1', 'gemini_2.5_flash_lite:abc378_f:325:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.4, 'mistral_14b': 0.6, 'mistral_3b': 0.8, 'mistral_8b': 0.6, 'qwen3_5_0_8b': 0.8, 'qwen3_5_27b': 0.4, 'qwen3_5_2b': 0.2, 'qwen3_5_4b': 0.2, 'qwen3_5_9b': 0.2}"
abc391_g,"['gemini_2.5_flash_lite:abc391_g:362:fwd', 'gemini_2.5_pro:abc391_g:245:bwd', 'gemini_2.5_flash:abc391_g:275:fwd', 'claude_4_sonnet:abc391_g:255:fwd']","['gemini_2.5_flash_lite:abc391_g:362', 'gemini_2.5_pro:abc391_g:245', 'gemini_2.5_flash:abc391_g:275', 'claude_4_sonnet:abc391_g:255']","['claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']","['bwd', 'fwd']","{'gemini_2.5_flash_lite:abc391_g:362:fwd': 'A', 'gemini_2.5_pro:abc391_g:245:bwd': 'B', 'gemini_2.5_flash:abc391_g:275:fwd': 'A', 'claude_4_sonnet:abc391_g:255:fwd': 'A'}",4,hard,1.425925612449646,3.0616774559020996,5.063008172441513,1.0083543328215268,1.0087330668117516,"{'gemini_2.5_flash_lite:abc391_g:362:fwd': 'factor_1', 'gemini_2.5_pro:abc391_g:245:bwd': 'factor_1', 'gemini_2.5_flash:abc391_g:275:fwd': 'factor_1', 'claude_4_sonnet:abc391_g:255:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.25, 'mistral_3b': 0.5, 'mistral_8b': 0.25, 'qwen3_5_0_8b': 0.75, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.25, 'qwen3_5_9b': 0.25}"
abc380_b,['claude_4_sonnet:abc380_b:238:bwd'],['claude_4_sonnet:abc380_b:238'],['claude_4_sonnet'],['bwd'],{'claude_4_sonnet:abc380_b:238:bwd': 'B'},1,easy,7.866343975067139,9.502096176147461,0.0,3.666577100753784,3.6657776832580566,{'claude_4_sonnet:abc380_b:238:bwd': 'factor_1'},"{'claude_haiku_4_5': 0.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
3423,"['gemini_2.5_flash:3423:341:fwd', 'claude_4_opus:3423:35:fwd', 'claude_4_sonnet:3423:58:fwd', 'qwen3_235b:3423:35:fwd', 'gemini_2.5_flash_lite:3423:77:bwd']","['gemini_2.5_flash:3423:341', 'claude_4_opus:3423:35', 'claude_4_sonnet:3423:58', 'qwen3_235b:3423:35', 'gemini_2.5_flash_lite:3423:77']","['claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash:3423:341:fwd': 'A', 'claude_4_opus:3423:35:fwd': 'A', 'claude_4_sonnet:3423:58:fwd': 'A', 'qwen3_235b:3423:35:fwd': 'A', 'gemini_2.5_flash_lite:3423:77:bwd': 'B'}",5,hard,1.4261900931596756,3.061941885948181,5.8206873546002145,1.2269715861728436,1.226952418415157,"{'gemini_2.5_flash:3423:341:fwd': 'factor_1', 'claude_4_opus:3423:35:fwd': 'factor_1', 'claude_4_sonnet:3423:58:fwd': 'factor_1', 'qwen3_235b:3423:35:fwd': 'factor_1', 'gemini_2.5_flash_lite:3423:77:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.2, 'mistral_14b': 1.0, 'mistral_3b': 0.8, 'mistral_8b': 0.4, 'qwen3_5_0_8b': 0.4, 'qwen3_5_27b': 0.2, 'qwen3_5_2b': 0.4, 'qwen3_5_4b': 0.2, 'qwen3_5_9b': 0.4}"
3154,"['qwen3_235b:3154:16:bwd', 'gemini_2.5_flash:3154:323:bwd']","['qwen3_235b:3154:16', 'gemini_2.5_flash:3154:323']","['gemini_2.5_flash', 'qwen3_235b']",['bwd'],"{'qwen3_235b:3154:16:bwd': 'B', 'gemini_2.5_flash:3154:323:bwd': 'B'}",2,hard,4.0631798058748245,5.698931813240051,5.3713843722214225,3.3015756975219825,3.3005298186812775,"{'qwen3_235b:3154:16:bwd': 'factor_1', 'gemini_2.5_flash:3154:323:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
abc335_d,"['claude_4_sonnet:abc335_d:176:bwd', 'claude_3.7_sonnet:abc335_d:274:fwd', 'gemini_2.5_flash_lite:abc335_d:232:bwd', 'gemini_2.5_flash:abc335_d:175:bwd']","['claude_4_sonnet:abc335_d:176', 'claude_3.7_sonnet:abc335_d:274', 'gemini_2.5_flash_lite:abc335_d:232', 'gemini_2.5_flash:abc335_d:175']","['claude_3.7_sonnet', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'claude_4_sonnet:abc335_d:176:bwd': 'B', 'claude_3.7_sonnet:abc335_d:274:fwd': 'A', 'gemini_2.5_flash_lite:abc335_d:232:bwd': 'B', 'gemini_2.5_flash:abc335_d:175:bwd': 'B'}",4,hard,-0.5279539823532104,1.107797920703888,6.256321714290122,3.0770343565611813,3.075852214989983,"{'claude_4_sonnet:abc335_d:176:bwd': 'factor_1', 'claude_3.7_sonnet:abc335_d:274:fwd': 'factor_1', 'gemini_2.5_flash_lite:abc335_d:232:bwd': 'factor_1', 'gemini_2.5_flash:abc335_d:175:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.75, 'mistral_3b': 0.25, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.25, 'qwen3_5_27b': 0.75, 'qwen3_5_2b': 0.75, 'qwen3_5_4b': 0.75, 'qwen3_5_9b': 0.75}"
