item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,dominant_factor,item_id_meta,pair_id,source,split,gold_letter,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi,solver_scores
8762,4.73785924911499,4.153070449829102,-4.73785924911499,0.05242050066590309,factor_1,8762,730909ae-6903-517a-ad99-9991d2cfc217,mmlu-pro-math,gpt,B,5.001757621765137,4.978017330169678,-5.603843688964844,13.909984588623047,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': None, 'mistralai_ministral_3_3b_instruct_2512_bf16': None, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
4529,4.653066158294678,4.068277359008789,-4.653066158294678,0.06493912637233734,factor_1,4529,1ca1b199-b089-5951-8a57-28a320573def,mmlu-pro-chemistry,gpt,I,4.05448579788208,4.038978099822998,-3.8481197357177734,11.984674453735352,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
10608,4.366145133972168,3.7813565731048584,-4.366145133972168,7.985654830932617,factor_1,10608,799a7559-a3b1-5dc3-bec3-54d5e930fd24,mmlu-pro-computer science,gpt,D,1.9692243337631226,1.9787535667419434,-0.0970005989074707,7.6597137451171875,"{'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': None, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': None, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': None, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
8286,4.058272361755371,3.4734838008880615,-4.058272361755371,0.5918807983398438,factor_1,8286,57ee26c0-cc5d-5c32-b782-c7b5e5da5730,mmlu-pro-math,gpt,F,5.027960777282715,5.004004001617432,-6.33436393737793,13.281332015991211,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': None, 'mistralai_ministral_3_14b_instruct_2512_bf16': None, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': None, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
10321,2.9405596256256104,2.355771064758301,-2.9405596256256104,3.8723342418670654,factor_1,10321,9fbc9238-47af-5656-ac85-cf5b0c00fd8f,mmlu-pro-physics,gpt,H,16.367061614990234,16.263139724731445,-29.51998519897461,34.23152542114258,"{'claude_haiku_4_5_20251001': None, 'claude_sonnet_4_6': None, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': None, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
4681,2.4165635108947754,1.8317749500274658,-2.4165635108947754,6.324792861938477,factor_1,4681,a22906b1-02f2-59da-ba1f-7a75487ba740,mmlu-pro-history,gpt,I,1.236683964729309,1.2639256715774536,-0.645519495010376,4.309069633483887,"{'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
7568,2.1484639644622803,1.5636754035949707,-2.1484639644622803,0.09310253709554672,factor_1,7568,a5c0fd0a-7440-5461-9a32-c6c5ff574ae0,mmlu-pro-economics,gpt,D,1.0622400045394897,1.0962131023406982,-0.584902286529541,3.7122530937194824,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 0.0}"
11147,2.1448023319244385,1.560013771057129,-2.1448023319244385,0.0669047087430954,factor_1,11147,70bf4c34-6b15-53e6-bb19-9094bdaf6c9f,mmlu-pro-philosophy,gpt,C,1.0593301057815552,1.0934301614761353,-0.5831093788146973,3.703136920928955,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 1.0}"
2453,2.143362283706665,1.5585737228393555,-2.143362283706665,0.06691022962331772,factor_1,2453,9536d58f-8a88-53be-b97e-45bb2d457c12,mmlu-pro-psychology,gpt,B,1.0587317943572998,1.092858076095581,-0.583428144454956,3.700575590133667,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 1.0}"
4019,2.1395692825317383,1.5547807216644287,-2.1395692825317383,12.878952026367188,factor_1,4019,129dfd5d-5786-57e3-8548-df0d26a42659,mmlu-pro-chemistry,gpt,G,2.000427484512329,2.009408473968506,-2.383660078048706,5.493221282958984,"{'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': None, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 0.0}"
5091,2.0997045040130615,1.514915943145752,-2.0997045040130615,11.979546546936035,factor_1,5091,c6b860be-9938-5c34-97fc-70dfc51bbfb7,mmlu-pro-other,gpt,A,2.06083607673645,2.0687851905822754,-2.539903163909912,5.569735050201416,"{'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': 0.0}"
2416,2.0563571453094482,1.4715685844421387,-2.0563571453094482,2.083169460296631,factor_1,2416,c20860f9-7468-546b-ae86-4ae6a6493de9,mmlu-pro-psychology,gpt,J,1.163993000984192,1.193845510482788,-0.8683686256408691,3.8115057945251465,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 0.0}"
7584,2.044102668762207,1.4593141078948975,-2.044102668762207,0.028514476493000984,factor_1,7584,766bdf22-3677-53bf-9c46-4fb984430682,mmlu-pro-economics,gpt,J,1.0622167587280273,1.0961908102035522,-0.6892199516296387,3.6078481674194336,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': None, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
294,2.036639451980591,1.4518508911132812,-2.036639451980591,11.20720100402832,factor_1,294,58d81545-6e2e-5388-b1b7-05ec20157459,mmlu-pro-business,gpt,B,1.9738616943359375,1.9833089113235474,-2.435434579849243,5.339136123657227,"{'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': None, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': 0.0}"
2389,1.9209545850753784,1.3361659049987793,-1.9209545850753784,1.6550753116607666,factor_1,2389,4d2085b1-24e4-5bcd-959a-13d3a83e39cd,mmlu-pro-psychology,gpt,B,1.1407736539840698,1.1715147495269775,-0.960003137588501,3.6323349475860596,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
1420,1.9202293157577515,1.3354406356811523,-1.9202293157577515,1.6552590131759644,factor_1,1420,e302b0a0-28d5-5a3c-b1af-fedcf5543e72,mmlu-pro-law,gpt,H,1.1405354738235474,1.17128586769104,-0.9602797031402588,3.6311609745025635,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
2687,1.9118572473526,1.327068567276001,-1.9118572473526,1.6270866394042969,factor_1,2687,ef607538-1628-5cce-bc92-093ff755586d,mmlu-pro-psychology,gpt,D,1.1387008428573608,1.1695226430892944,-0.965195894241333,3.619333028793335,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
5111,1.9015154838562012,1.3167269229888916,-1.9015154838562012,0.024972129613161087,factor_1,5111,b6ade862-109b-5788-8c0c-eabe1f7e205a,mmlu-pro-other,gpt,B,1.0712642669677734,1.104846715927124,-0.8487727642059326,3.482226610183716,"{'claude_haiku_4_5_20251001': None, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 1.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
765,1.8284554481506348,1.2436668872833252,-1.8284554481506348,0.07145985215902328,factor_1,765,8b33bb85-b242-5845-83f0-5cb7e32be529,mmlu-pro-business,gpt,F,1.082809329032898,1.115899682044983,-0.9434964656829834,3.430830240249634,"{'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': None, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
5087,1.7224284410476685,1.1376397609710693,-1.7224284410476685,2.070650100708008,factor_1,5087,585e5a43-454b-56f7-aba3-fb4e22938020,mmlu-pro-other,gpt,J,1.2255098819732666,1.2531371116638184,-1.3185091018676758,3.5937886238098145,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 0.0}"
