item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,loading_factor_2,dominant_factor,item_id_meta,pair_id,source,split,gold_letter,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi,solver_scores
7403,4.65716552734375,5.064132213592529,-4.65716552734375,-6.251587390899658,-4.246894836425781,factor_1,7403,07019bab-fc3e-5c91-ac9c-36869cfe79b0,mmlu-pro-economics,gpt,B,3.8730008602142334,3.905189275741577,-2.590038776397705,12.718303680419922,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 0.0}"
8762,4.598358154296875,5.005324840545654,-4.598358154296875,-2.2251620292663574,-2.1705703735351562,factor_1,8762,730909ae-6903-517a-ad99-9991d2cfc217,mmlu-pro-math,gpt,B,6.639716148376465,6.630117893218994,-7.989706516265869,18.000356674194336,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': None, 'mistralai_ministral_3_3b_instruct_2512_bf16': None, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
3306,4.572962284088135,4.979928970336914,-4.572962284088135,5.22861385345459,5.919755935668945,factor_2,3306,ad732066-b195-5f46-a39f-6f1184aa594b,mmlu-pro-biology,gpt,E,1.5163164138793945,1.6475831270217896,1.7506659030914307,8.209192276000977,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 1.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': 1.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': None}"
5087,4.557223320007324,4.9641900062561035,-4.557223320007324,-4.02235221862793,-1.855484962463379,factor_1,5087,585e5a43-454b-56f7-aba3-fb4e22938020,mmlu-pro-other,gpt,J,6.173893451690674,6.169854640960693,-7.128725528717041,17.057106018066406,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 0.0}"
2416,4.378509998321533,4.7854766845703125,-4.378509998321533,-4.029205799102783,-0.8242270946502686,factor_1,2416,c20860f9-7468-546b-ae86-4ae6a6493de9,mmlu-pro-psychology,gpt,J,2.47691011428833,2.549623727798462,-0.21178579330444336,9.782739639282227,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 0.0}"
3250,4.353662967681885,4.760629653930664,-4.353662967681885,-1.0829360485076904,0.5576725006103516,factor_1,3250,49c0f568-1ac2-53dc-be78-f3eea93820fd,mmlu-pro-biology,gpt,J,4.105036735534668,4.132511615753174,-3.3390932083129883,12.860352516174316,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
4426,4.3525495529174805,4.75951623916626,-4.3525495529174805,-0.41779640316963196,1.185912013053894,factor_2,4426,35eb196e-50d4-5501-8f44-cc5dc85f6291,mmlu-pro-chemistry,gpt,B,3.4581406116485596,3.499800443649292,-2.100092887878418,11.619125366210938,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
6222,4.029600620269775,4.436567306518555,-4.029600620269775,-1.0269029140472412,0.534847617149353,factor_1,6222,1c76021c-cb8e-5477-8f7e-88855d6dd547,mmlu-pro-health,gpt,J,3.5454719066619873,3.5850095748901367,-2.5900516510009766,11.463186264038086,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
4529,3.926536798477173,4.333503246307373,-3.926536798477173,-2.231346845626831,-2.178670644760132,factor_1,4529,1ca1b199-b089-5951-8a57-28a320573def,mmlu-pro-chemistry,gpt,I,4.791101455688477,4.806424140930176,-5.087088108062744,13.754095077514648,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
9524,3.8116283416748047,4.218595027923584,-3.8116283416748047,-2.3763222694396973,-0.8554559350013733,factor_1,9524,34e8d16b-9824-5373-b735-d25a3df21044,mmlu-pro-physics,gpt,I,5.803646564483643,5.804313659667969,-7.157860279083252,15.595050811767578,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': None, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
3899,3.574262857437134,3.981229305267334,-3.574262857437134,-2.9453587532043457,-3.7524335384368896,factor_2,3899,57500a89-7795-5299-b6a8-d0ab8da2687a,mmlu-pro-chemistry,gpt,E,17.28188133239746,17.182254791259766,-29.69598960876465,37.658447265625,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': None, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': None, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
8286,3.3440639972686768,3.751030445098877,-3.3440639972686768,-2.690288543701172,-1.8529163599014282,factor_1,8286,57ee26c0-cc5d-5c32-b782-c7b5e5da5730,mmlu-pro-math,gpt,F,6.614846706390381,6.605535984039307,-9.195819854736328,16.6978816986084,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': None, 'mistralai_ministral_3_14b_instruct_2512_bf16': None, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': None, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
1097,3.2804746627807617,3.687441349029541,-3.2804746627807617,-0.951897382736206,0.4979345202445984,factor_1,1097,138e503c-b09d-5d19-82ff-0b5ddc3e7bf6,mmlu-pro-law,gpt,A,2.5373899936676025,2.607663154602051,-1.4235787391662598,8.7984619140625,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
9829,2.744950294494629,3.151916980743408,-2.744950294494629,-4.180002689361572,-2.6992921829223633,factor_1,9829,a6f94de7-dee6-579b-852a-1be7ca389cd2,mmlu-pro-physics,gpt,H,2.157014846801758,2.244429111480713,-1.247164249420166,7.550998210906982,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 0.0}"
5111,2.3074629306793213,2.7144293785095215,-2.3074629306793213,0.19889786839485168,-0.10045424103736877,factor_1,5111,b6ade862-109b-5788-8c0c-eabe1f7e205a,mmlu-pro-other,gpt,B,1.0903689861297607,1.2722573280334473,0.22080492973327637,5.2080535888671875,"{'claude_haiku_4_5_20251001': None, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 1.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
2201,2.298509359359741,2.7054758071899414,-2.298509359359741,1.9706546068191528,7.7609028816223145,factor_2,2201,e9963b54-87aa-5b3f-b524-66ed9f7b5489,mmlu-pro-psychology,gpt,F,3.8695948123931885,3.901855230331421,-4.942160606384277,10.35311222076416,"{'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 1.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
2453,2.1195993423461914,2.5265660285949707,-2.1195993423461914,-0.11273513734340668,-0.15243548154830933,factor_2,2453,9536d58f-8a88-53be-b97e-45bb2d457c12,mmlu-pro-psychology,gpt,B,1.0676082372665405,1.253059983253479,0.07056832313537598,4.9825639724731445,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 1.0}"
11147,2.1184985637664795,2.5254650115966797,-2.1184985637664795,-0.11270549893379211,-0.15232819318771362,factor_2,11147,70bf4c34-6b15-53e6-bb19-9094bdaf6c9f,mmlu-pro-philosophy,gpt,C,1.0671697854995728,1.252691388130188,0.0701899528503418,4.980740070343018,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 1.0}"
11395,2.099303960800171,2.506270408630371,-2.099303960800171,-0.16719692945480347,4.709650039672852,factor_2,11395,83adf077-567f-5ce2-91e7-bf02decdaa21,mmlu-pro-engineering,gpt,B,2.4048311710357666,2.4805808067321777,-2.355668067932129,7.368208885192871,"{'claude_haiku_4_5_20251001': None, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 1.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
7978,2.0499067306518555,2.4568734169006348,-2.0499067306518555,4.571357250213623,-4.187180042266846,factor_1,7978,bd6f87f2-cb60-58b3-8b27-4eceab2bfc79,mmlu-pro-math,gpt,B,23.312599182128906,23.170331954956055,-42.95697784423828,47.8707275390625,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 1.0, 'qwen_qwen3_5_0_8b': None, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': None, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
10321,1.8582998514175415,2.2652664184570312,-1.8582998514175415,-2.336411714553833,0.13767999410629272,factor_1,10321,9fbc9238-47af-5656-ac85-cf5b0c00fd8f,mmlu-pro-physics,gpt,H,39.20315170288086,38.953468322753906,-74.08353424072266,78.61406707763672,"{'claude_haiku_4_5_20251001': None, 'claude_sonnet_4_6': None, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': None, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
9337,1.723734974861145,2.1307015419006348,-1.723734974861145,-2.664407968521118,-0.2397899329662323,factor_1,9337,df1964d5-629f-5b4a-bcd5-79137e8f3bc5,mmlu-pro-physics,gpt,H,53.250030517578125,52.907325744628906,-101.56766510009766,105.82906341552734,"{'claude_haiku_4_5_20251001': None, 'claude_sonnet_4_6': None, 'mistralai_ministral_3_14b_instruct_2512_bf16': None, 'mistralai_ministral_3_3b_instruct_2512_bf16': None, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': None, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
4789,1.6241543292999268,2.031120777130127,-1.6241543292999268,0.7510461807250977,-0.22839757800102234,factor_1,4789,14ead85f-e4c6-5ae2-a586-6388d9b9b4f1,mmlu-pro-history,gpt,B,0.8065320253372192,1.042698621749878,-0.012568473815917969,4.074810028076172,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 1.0, 'qwen_qwen3_5_0_8b': 1.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
2687,1.603695034980774,2.0106616020202637,-1.603695034980774,-0.8648568987846375,-0.0052098482847213745,factor_1,2687,ef607538-1628-5cce-bc92-093ff755586d,mmlu-pro-psychology,gpt,D,1.1217817068099976,1.298932671546936,-0.5352463722229004,4.556569576263428,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
1420,1.6009395122528076,2.007905960083008,-1.6009395122528076,-0.8647229075431824,-0.004612341523170471,factor_1,1420,e302b0a0-28d5-5a3c-b1af-fedcf5543e72,mmlu-pro-law,gpt,H,1.1211801767349243,1.2984199523925781,-0.5369970798492432,4.55280876159668,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
5284,1.596461534500122,2.0034279823303223,-1.596461534500122,-0.6534785032272339,-0.582322895526886,factor_1,5284,ebe368cb-5783-5f03-8471-e31295bc4438,mmlu-pro-other,gpt,C,0.958580732345581,1.1628061532974243,-0.27567219734191895,4.282527923583984,"{'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 0.0}"
