item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,loading_factor_2,dominant_factor,item_id_meta,original_id,order,pair_id,source,split,response_model,gold_label,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi,judge_order_scores
9524:original,9.472296714782715,9.695999145507812,-9.472296714782715,-0.10456901043653488,1.3747304677963257,factor_2,9524:original,9524,original,34e8d16b-9824-5373-b735-d25a3df21044,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,B>A,3.347896099090576,3.3462393283843994,3.1373701095581055,16.254627227783203,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0, 'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0}"
4773:swapped,9.459393501281738,9.683095932006836,-9.459393501281738,0.9337402582168579,5.518067359924316,factor_2,4773:swapped,4773,swapped,d1dd83a6-7ccb-5f83-983e-f6fc38783836,mmlu-pro-history,gpt,gpt-4o-2024-05-13,A>B,2.1838595867156982,2.190882444381714,5.388966083526611,13.977226257324219,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 1.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 1.0, 'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0}"
4902:swapped,9.257914543151855,9.481616973876953,-9.257914543151855,-4.210989952087402,2.14615535736084,factor_1,4902:swapped,4902,swapped,3ca30a63-18e2-5f42-b7ec-433617b85cd6,mmlu-pro-history,gpt,gpt-4o-2024-05-13,B>A,2.84120774269104,2.842839002609253,3.9096522331237793,15.053581237792969,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 1.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0, 'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0}"
4471:swapped,8.84503173828125,9.068734169006348,-8.84503173828125,-0.19829241931438446,3.0560364723205566,factor_2,4471:swapped,4471,swapped,ea56946d-14fb-5016-9550-1216f26856f5,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,B>A,1.337810754776001,1.3563950061798096,6.410200119018555,11.72726821899414,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 1.0, 'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0}"
2453:swapped,8.827364921569824,9.051067352294922,-8.827364921569824,-1.893569827079773,1.0331075191497803,factor_1,2453:swapped,2453,swapped,9536d58f-8a88-53be-b97e-45bb2d457c12,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,B>A,2.2881288528442383,2.294172763824463,4.554488658905029,13.547645568847656,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0, 'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0}"
10638:original,8.452107429504395,8.675809860229492,-8.452107429504395,-1.695763111114502,2.193709373474121,factor_2,10638:original,10638,original,4e13a976-9009-5501-87c2-bd1b20c0b84f,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,B>A,2.8007261753082275,2.802645683288574,3.182624340057373,14.168994903564453,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0, 'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0}"
8093:swapped,8.330011367797852,8.55371379852295,-8.330011367797852,-0.24641400575637817,2.101193904876709,factor_2,8093:swapped,8093,swapped,40c35c1b-4d3a-56ae-a7fa-22307efca211,mmlu-pro-math,gpt,gpt-4o-2024-05-13,B>A,1.7225064039230347,1.7347776889801025,5.1535491943359375,11.953878402709961,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0, 'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0}"
5111:original,7.570910930633545,7.794613838195801,-7.570910930633545,-3.494741201400757,1.805328369140625,factor_1,5111:original,5111,original,b6ade862-109b-5788-8c0c-eabe1f7e205a,mmlu-pro-other,gpt,gpt-4o-2024-05-13,B>A,2.2618494033813477,2.268134355545044,3.3490705490112305,12.240157127380371,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 1.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0, 'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0}"
7978:original,7.450900554656982,7.674603462219238,-7.450900554656982,3.5176243782043457,4.803785800933838,factor_2,7978:original,7978,original,bd6f87f2-cb60-58b3-8b27-4eceab2bfc79,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,4.757680416107178,4.748708248138428,-1.6328649520874023,16.982070922851562,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 1.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 1.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 1.0, 'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0}"
5130:original,7.382713794708252,7.606416702270508,-7.382713794708252,2.4308905601501465,2.513735771179199,factor_2,5130:original,5130,original,122e221d-9581-5240-889a-1106c2d167c0,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,1.6194140911102295,1.6331455707550049,4.40545129776001,10.807382583618164,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 1.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 1.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 1.0, 'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0}"
557:swapped,7.289421558380127,7.513124465942383,-7.289421558380127,-1.1857969760894775,5.081527233123779,factor_2,557:swapped,557,swapped,af372926-1fbb-54bf-aff8-14c9cde2db90,mmlu-pro-business,gpt,gpt-4o-2024-05-13,B>A,2.5077435970306396,2.5118982791900635,2.589803695678711,12.436445236206055,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 1.0, 'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0}"
7024:original,7.082791328430176,7.306494235992432,-7.082791328430176,-1.5348591804504395,0.8416875600814819,factor_1,7024:original,7024,original,aaf21925-4fcc-5841-b6e5-9afdf75a3b2e,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,B>A,1.7775592803955078,1.789103388786316,3.799851417541504,10.81313705444336,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0, 'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0}"
6222:swapped,7.016791343688965,7.240494251251221,-7.016791343688965,-6.153855800628662,6.811388969421387,factor_2,6222:swapped,6222,swapped,1c76021c-cb8e-5477-8f7e-88855d6dd547,mmlu-pro-health,gpt,gpt-4o-2024-05-13,B>A,3.675366163253784,3.6718239784240723,0.04371929168701172,14.43726921081543,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 1.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 1.0, 'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0}"
6728:swapped,6.80065393447876,7.024356842041016,-6.80065393447876,8.189533233642578,0.3248065710067749,factor_1,6728:swapped,6728,swapped,0a347026-2ec5-5879-9635-e6fc818d021b,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,2.1893997192382812,2.196368932723999,2.7194738388061523,11.329239845275879,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 1.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 1.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 1.0, 'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0}"
2759:swapped,6.701478481292725,6.9251813888549805,-6.701478481292725,2.1885910034179688,1.2029390335083008,factor_1,2759:swapped,2759,swapped,c67cf264-33f9-5730-aeea-a7364756a96b,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,1.334118127822876,1.3527768850326538,4.273738861083984,9.576623916625977,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 1.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 1.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0, 'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0}"
5708:original,6.681207180023193,6.904910087585449,-6.681207180023193,3.339325428009033,4.073020935058594,factor_2,5708:original,5708,original,a13f48e6-1d51-5076-94bf-ff0303e4c198,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,3.85001540184021,3.845524549484253,-0.6323180198669434,14.442138671875,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 1.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 1.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 1.0, 'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0}"
10638:swapped,6.607350826263428,6.831053733825684,-6.607350826263428,1.069979190826416,7.253115653991699,factor_2,10638:swapped,10638,swapped,4e13a976-9009-5501-87c2-bd1b20c0b84f,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,1.7594057321548462,1.7711858749389648,3.3595292568206787,10.30257797241211,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 1.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 1.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 1.0, 'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0}"
4773:original,6.5758748054504395,6.799577713012695,-6.5758748054504395,-1.1300475597381592,4.732937335968018,factor_2,4773:original,4773,original,d1dd83a6-7ccb-5f83-983e-f6fc38783836,mmlu-pro-history,gpt,gpt-4o-2024-05-13,B>A,2.2021002769470215,2.2089474201202393,2.470040798187256,11.129114151000977,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 1.0, 'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0}"
4891:original,6.464880466461182,6.6885833740234375,-6.464880466461182,-0.10913644731044769,0.9368419647216797,factor_2,4891:original,4891,original,d9cc990f-fb19-521e-a8fa-68f3325f8730,mmlu-pro-history,gpt,gpt-4o-2024-05-13,B>A,1.9705711603164673,1.9798047542572021,2.808166027069092,10.569000244140625,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0, 'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0}"
10610:swapped,6.407296180725098,6.6309990882873535,-6.407296180725098,-5.29049015045166,4.031578063964844,factor_1,10610:swapped,10610,swapped,9e079604-2288-52ba-9d89-4868ccd34200,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,B>A,1.5106202363967896,1.5260560512542725,3.6399290561676025,9.622069358825684,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 1.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 1.0, 'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0}"
4951:swapped,6.293609619140625,6.517312526702881,-6.293609619140625,-2.5791749954223633,4.7970781326293945,factor_2,4951:swapped,4951,swapped,f7dc91ae-4e50-51e8-aa72-34723a3b4c85,mmlu-pro-history,gpt,gpt-4o-2024-05-13,B>A,1.4345086812973022,1.4512560367584229,3.6728506088256836,9.361774444580078,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 1.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 1.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 1.0, 'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0}"
2416:original,6.083012104034424,6.30671501159668,-6.083012104034424,8.072366714477539,2.181574821472168,factor_1,2416:original,2416,original,c20860f9-7468-546b-ae86-4ae6a6493de9,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,2.4640426635742188,2.4685566425323486,1.468343734741211,11.145086288452148,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 1.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 1.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 1.0, 'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0}"
1748:original,6.052946090698242,6.276648998260498,-6.052946090698242,3.182551860809326,1.4190568923950195,factor_1,1748:original,1748,original,2d989dfb-7cf0-549e-945c-3dd060d1fad5,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,1.5227738618850708,1.5380098819732666,3.2621495723724365,9.29114818572998,"{'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 1.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 1.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 1.0, 'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0}"
