solver_item_id,solver_pair_id,solver_source,solver_difficulty_centered,solver_difficulty_centered_laplace_se,judge_difficulty_centered,judge_difficulty_centered_laplace_se,solver_difficulty_percentile,judge_difficulty_percentile
8286,57ee26c0-cc5d-5c32-b782-c7b5e5da5730,mmlu-pro-math,3.4734838008880615,5.004004001617432,-0.1369715929031372,0.5525337545711871,87.01298701298701,46.75324675324675
10321,9fbc9238-47af-5656-ac85-cf5b0c00fd8f,mmlu-pro-physics,2.355771064758301,16.263139724731445,-3.8520889282226562,3.545105135327738,86.36363636363636,12.337662337662337
4681,a22906b1-02f2-59da-ba1f-7a75487ba740,mmlu-pro-history,1.8317749500274658,1.2639256715774536,-0.042635440826416016,3.4604618912291025,85.71428571428571,50.0
7568,a5c0fd0a-7440-5461-9a32-c6c5ff574ae0,mmlu-pro-economics,1.5636754035949707,1.0962131023406982,-2.5945701599121094,1.0246571006690086,85.06493506493507,19.480519480519483
11147,70bf4c34-6b15-53e6-bb19-9094bdaf6c9f,mmlu-pro-philosophy,1.560013771057129,1.0934301614761353,0.992625892162323,0.7824716416988713,84.4155844155844,68.18181818181817
2453,9536d58f-8a88-53be-b97e-45bb2d457c12,mmlu-pro-psychology,1.5585737228393555,1.092858076095581,1.499637484550476,0.5817057136005335,83.76623376623377,72.72727272727273
4019,129dfd5d-5786-57e3-8548-df0d26a42659,mmlu-pro-chemistry,1.5547807216644287,2.009408473968506,5.903446197509766,2.6527159439433636,83.11688311688312,97.40259740259741
5091,c6b860be-9938-5c34-97fc-70dfc51bbfb7,mmlu-pro-other,1.514915943145752,2.0687851905822754,-0.5675716400146484,7.58292820118743,82.46753246753246,38.311688311688314
2416,c20860f9-7468-546b-ae86-4ae6a6493de9,mmlu-pro-psychology,1.4715685844421387,1.193845510482788,4.644957065582275,1.82870353040428,81.81818181818183,92.85714285714286
7584,766bdf22-3677-53bf-9c46-4fb984430682,mmlu-pro-economics,1.4593141078948975,1.0961908102035522,0.48320531845092773,0.7615486526012699,81.16883116883116,57.14285714285714
294,58d81545-6e2e-5388-b1b7-05ec20157459,mmlu-pro-business,1.4518508911132812,1.9833089113235474,1.9038029313087463,0.7205720044373579,80.51948051948052,80.51948051948052
2389,4d2085b1-24e4-5bcd-959a-13d3a83e39cd,mmlu-pro-psychology,1.3361659049987793,1.1715147495269775,-0.6775438785552979,7.662467605998862,79.87012987012987,35.714285714285715
1420,e302b0a0-28d5-5a3c-b1af-fedcf5543e72,mmlu-pro-law,1.3354406356811523,1.17128586769104,0.8686993718147278,0.6997389021759604,79.22077922077922,64.93506493506493
2687,ef607538-1628-5cce-bc92-093ff755586d,mmlu-pro-psychology,1.327068567276001,1.1695226430892944,1.7429726123809814,0.7497930334714171,78.57142857142857,78.57142857142857
5111,b6ade862-109b-5788-8c0c-eabe1f7e205a,mmlu-pro-other,1.3167269229888916,1.104846715927124,-0.26508545875549316,2.4628017405131812,77.92207792207793,44.8051948051948
765,8b33bb85-b242-5845-83f0-5cb7e32be529,mmlu-pro-business,1.2436668872833252,1.115899682044983,-0.7614260911941528,0.7100010975889348,77.27272727272727,33.76623376623377
5087,585e5a43-454b-56f7-aba3-fb4e22938020,mmlu-pro-other,1.1376397609710693,1.2531371116638184,5.939375638961792,5.177760986249804,76.62337662337663,98.05194805194806
4426,35eb196e-50d4-5501-8f44-cc5dc85f6291,mmlu-pro-chemistry,1.0900099277496338,1.0264240503311157,2.686246693134308,2.6366509116515284,75.97402597402598,86.36363636363636
8312,405f3561-1bb7-56f5-88a2-c28cec94c5d4,mmlu-pro-math,1.0611817836761475,1.1227504014968872,0.952515721321106,0.5217207243822894,75.32467532467533,66.88311688311688
9888,6f1bd679-4ba1-51ba-b65d-c7463e2134bf,mmlu-pro-physics,0.816222608089447,1.1500791311264038,-0.6672914028167725,5.418761597287641,74.67532467532467,36.36363636363637
9337,df1964d5-629f-5b4a-bcd5-79137e8f3bc5,mmlu-pro-physics,0.7450335621833801,23.832868576049805,0.028527259826660156,0.6348665777116432,74.02597402597402,51.94805194805194
5284,ebe368cb-5783-5f03-8471-e31295bc4438,mmlu-pro-other,0.7402099967002869,0.8534197807312012,-2.382838189601898,2.506554100753144,73.37662337662337,20.12987012987013
11210,b57ea8df-78c5-5e71-9545-973d9c2d4bb5,mmlu-pro-philosophy,0.6936824917793274,1.5620195865631104,2.440226435661316,0.6957329662550212,72.72727272727273,85.06493506493507
5304,907c3d20-a0dc-5b21-b4ba-1e784d7cfaf6,mmlu-pro-other,0.598321259021759,1.056314468383789,2.2013359665870667,0.7595389915096455,72.07792207792207,84.4155844155844
7450,f805817d-968d-5b0b-a2b2-4c62c9b848d3,mmlu-pro-economics,0.5572014451026917,1.516932487487793,-0.005975604057312012,0.6527353351119604,71.42857142857143,50.649350649350644
11185,dcfbadd5-4b7c-5ffd-b66d-5cb0a380605d,mmlu-pro-philosophy,0.5114760994911194,0.863740086555481,2.782351315021515,0.792302923910038,70.77922077922078,87.01298701298701
687,6ad28b38-685f-5146-ab23-ff8fbcc81210,mmlu-pro-business,0.4711652398109436,1.032939076423645,4.264821529388428,5.216185574082815,70.12987012987013,91.55844155844156
11257,bfd0002d-e137-5a79-a7fd-c2ef9ad12a1f,mmlu-pro-philosophy,0.46741050481796265,1.0321742296218872,0.9081947803497314,0.7448243529797269,69.48051948051948,65.5844155844156
6272,5b0fa22f-cbfd-5098-95b0-a474deb84c7a,mmlu-pro-health,0.46583813428878784,1.0318629741668701,-0.04664081335067749,0.5760018622043553,68.83116883116884,49.35064935064935
7403,07019bab-fc3e-5c91-ac9c-36869cfe79b0,mmlu-pro-economics,0.4254724383354187,1.0186198949813843,7.042751312255859,2.968891400350195,68.18181818181817,100.0
9829,a6f94de7-dee6-579b-852a-1be7ca389cd2,mmlu-pro-physics,0.4252179265022278,1.0185562372207642,-0.779865026473999,1.782486426490254,67.53246753246754,33.116883116883116
481,83ec31fe-5063-5c77-9b1e-0c32f113a042,mmlu-pro-business,0.32270920276641846,0.7945519089698792,3.382631778717041,2.166914363396558,66.88311688311688,89.6103896103896
1199,8aaa1627-21b0-520f-b698-67cd5d77dbc9,mmlu-pro-law,0.2942098379135132,0.8573461771011353,1.3363059163093567,3.33015395609422,66.23376623376623,70.77922077922078
1622,8de34479-e94c-5c30-9146-da3d92f7223c,mmlu-pro-law,0.29329007863998413,0.8539563417434692,-3.8626198768615723,3.6997563810099434,65.5844155844156,11.688311688311687
408,591677d2-ac1a-5a7c-9e21-b4918155fc9b,mmlu-pro-business,0.2855467200279236,0.9009693264961243,0.8679823279380798,2.4005401860960207,64.93506493506493,64.28571428571429
2759,c67cf264-33f9-5730-aeea-a7364756a96b,mmlu-pro-psychology,0.2725083827972412,0.8244664669036865,2.8801983296871185,1.9732227882485014,64.28571428571429,87.66233766233766
4382,ed01d44a-e1bc-5833-9a59-ea5f5a9ebd60,mmlu-pro-chemistry,0.2568974494934082,0.8116208910942078,-4.048226356506348,4.789843914204792,63.63636363636363,10.38961038961039
10305,e23cdc82-bbf1-5378-9404-d94c1e7ce2ef,mmlu-pro-physics,0.23201078176498413,8.090434074401855,-0.0901792049407959,4.228430325645978,62.98701298701299,48.05194805194805
3122,14d2e455-2416-5cd3-8913-8f833aeab1b2,mmlu-pro-biology,0.19660663604736328,0.7524064779281616,-2.862611770629883,1.5671695335740365,62.33766233766234,18.181818181818183
6072,37577e35-cf0b-5880-97a1-857736d76651,mmlu-pro-health,0.1825718879699707,0.7565606832504272,3.608016014099121,3.418810966771381,61.68831168831169,90.25974025974025
11138,b958ea91-8f2a-55be-8c8b-d61cf90f5076,mmlu-pro-philosophy,0.17647665739059448,0.7627556324005127,-1.5922548174858093,0.8719244069451308,61.038961038961034,25.97402597402597
4789,14ead85f-e4c6-5ae2-a586-6388d9b9b4f1,mmlu-pro-history,0.1495707631111145,0.7925258278846741,1.2895645499229431,0.5162681904529915,60.3896103896104,70.12987012987013
4188,aedbe1ff-42f3-5222-85e0-1b98c5af67bb,mmlu-pro-chemistry,0.032781004905700684,0.9381898641586304,-1.5356340408325195,0.863114087394862,59.74025974025974,26.623376623376622
11395,83adf077-567f-5ce2-91e7-bf02decdaa21,mmlu-pro-engineering,0.023419857025146484,0.8349224925041199,-2.888566493988037,1.8724828299505385,59.09090909090909,17.532467532467532
1198,a4eff39a-4f2e-5cee-a6de-b8e74625269f,mmlu-pro-law,-0.01813894510269165,0.7305623888969421,1.8638174533843994,0.6521189744970918,58.44155844155844,79.87012987012987
10038,c0fceb61-37b0-5049-84c3-9add01413cc8,mmlu-pro-physics,-0.03254503011703491,0.726380467414856,-5.451338768005371,3.1796927047105137,57.7922077922078,2.5974025974025974
11281,fb954577-c6d1-524a-bf7c-c64f0c005022,mmlu-pro-philosophy,-0.038106560707092285,0.7249400019645691,2.637866258621216,4.013461797315496,57.14285714285714,85.71428571428571
11002,aecacdc0-1dfc-5339-b6c7-eea5baa1471d,mmlu-pro-philosophy,-0.03840827941894531,0.7249192595481873,2.0443519949913025,5.887880405308226,56.493506493506494,81.16883116883116
10638,4e13a976-9009-5501-87c2-bd1b20c0b84f,mmlu-pro-computer science,-0.04598134756088257,0.7228993773460388,0.5887307524681091,0.5696705395883567,55.84415584415584,58.44155844155844
3776,02c8d6ef-f58a-5bf5-8b05-0a6719e16f20,mmlu-pro-chemistry,-0.04665565490722656,9.503341674804688,0.4217178225517273,2.117572470887953,55.1948051948052,55.84415584415584
1803,01fb6121-e025-5251-a55f-f903c79e4ec6,mmlu-pro-law,-0.051893413066864014,0.7212978005409241,3.984260618686676,0.7714235971922387,54.54545454545454,90.9090909090909
10565,07c3dda8-0f84-5624-9b4a-19ed31d85a2b,mmlu-pro-computer science,-0.055985987186431885,5.980241298675537,-3.069249153137207,0.8183403451467306,53.896103896103895,16.883116883116884
4238,d50b6560-bbb7-5118-b329-8ed50c155365,mmlu-pro-chemistry,-0.07310456037521362,0.7169504165649414,-4.352243900299072,4.587438531394466,53.246753246753244,7.142857142857142
9886,70ed90f8-052e-5088-a47b-70b409d2b518,mmlu-pro-physics,-0.12712448835372925,0.8385279774665833,2.148917317390442,0.6516940110612781,52.5974025974026,83.76623376623377
6004,b7bbea2c-8e83-50be-a385-70d16a0d507c,mmlu-pro-health,-0.1400783360004425,0.7839851379394531,1.5752763748168945,6.972692288266186,51.94805194805194,74.02597402597402
2826,a3f45559-827d-53c5-9f1b-200ea1876ac8,mmlu-pro-biology,-0.14790678024291992,0.8307117819786072,-0.9145448207855225,4.847744160315819,51.298701298701296,31.818181818181817
12212,c7bb7c2b-6fb2-5254-a773-9046ca946006,mmlu-pro-engineering,-0.2399882972240448,0.9422955513000488,5.413278937339783,1.438660836927301,50.649350649350644,96.1038961038961
4471,ea56946d-14fb-5016-9550-1216f26856f5,mmlu-pro-chemistry,-0.24085772037506104,0.9665201902389526,-0.38843071460723877,0.651238801143486,50.0,40.25974025974026
11985,c1891f8b-2cce-52b7-868c-6c072e79701e,mmlu-pro-engineering,-0.24720963835716248,9.288189888000488,-2.003194212913513,2.4210581291425806,49.35064935064935,23.376623376623375
5130,122e221d-9581-5240-889a-1106c2d167c0,mmlu-pro-other,-0.2796386182308197,0.7729241847991943,0.7825815081596375,0.594512979503467,48.701298701298704,62.33766233766234
5033,5e29323a-13d7-5bb1-814b-1b38db3dfc50,mmlu-pro-history,-0.2804287075996399,0.7752965688705444,-0.36120110750198364,0.5569542066894513,48.05194805194805,41.55844155844156
11421,bd2ab0d9-9fed-5c10-94a7-efa1750148f4,mmlu-pro-engineering,-0.3167620301246643,9.055375099182129,5.2667388916015625,1.9105347235866275,47.4025974025974,94.8051948051948
10568,352e1a45-3dcb-5fb0-9c38-a6b7f674a084,mmlu-pro-computer science,-0.38712528347969055,1.1616134643554688,-1.9770893156528473,0.785152915054417,46.75324675324675,24.025974025974026
5709,35e4e1cd-ccdf-51ae-8fee-687a634c6c2e,mmlu-pro-other,-0.3897741734981537,1.1579290628433228,-0.3870896100997925,3.15876543838016,46.103896103896105,40.909090909090914
6956,ba87d469-ec2e-5a8f-95e8-b3065f20b584,mmlu-pro-economics,-0.44997355341911316,1.104744553565979,-2.10667085647583,0.7556575524295582,45.45454545454545,22.727272727272727
7024,aaf21925-4fcc-5841-b6e5-9afdf75a3b2e,mmlu-pro-economics,-0.4500923156738281,1.104544997215271,1.6878765523433685,0.5567782669875044,44.8051948051948,77.92207792207793
2646,faba206f-9a89-5991-9ac3-f43727d2a566,mmlu-pro-psychology,-0.46845096349716187,0.8971250057220459,2.904621571302414,0.6915375882247277,44.15584415584416,88.31168831168831
3714,7437394e-a300-5428-b321-e3ce7dd9b694,mmlu-pro-chemistry,-0.49876582622528076,0.7025769352912903,2.1208428740501404,0.7322127629629955,43.506493506493506,83.11688311688312
6105,0cdc4e4b-d2a3-5218-b01a-c60f2e407d5e,mmlu-pro-health,-0.4995698928833008,0.9649140238761902,5.313870429992676,1.271329319868025,42.857142857142854,95.45454545454545
3335,2328c85f-6803-5f2c-9ccb-f429dea4428c,mmlu-pro-biology,-0.5001760721206665,0.9649250507354736,0.9789003729820251,0.7132385955528694,42.2077922077922,67.53246753246754
10479,10c0a6e7-a697-5d79-ac6b-47ed30c4cba5,mmlu-pro-computer science,-0.5006662607192993,0.9655519723892212,4.861810922622681,0.8293779419736442,41.55844155844156,93.5064935064935
557,af372926-1fbb-54bf-aff8-14c9cde2db90,mmlu-pro-business,-0.5047374367713928,0.9822604656219482,-3.19363534450531,0.9509260645495555,40.909090909090914,16.233766233766232
931,a32ef549-a356-5507-8743-1e07d4e61423,mmlu-pro-law,-0.5051234364509583,0.7014303207397461,1.253053367137909,0.49017223641892843,40.25974025974026,69.48051948051948
3257,df6e9ec0-0bd1-51ec-a81f-3a58cc415253,mmlu-pro-biology,-0.5100356936454773,0.7004373073577881,0.25196123123168945,0.6542558937187042,39.61038961038961,54.54545454545454
8351,af8bbf3a-253a-5a14-8ec9-27d0f093d61d,mmlu-pro-math,-0.5156757235527039,0.6999495029449463,-5.866718292236328,3.657724248968318,38.961038961038966,0.6493506493506493
1748,2d989dfb-7cf0-549e-945c-3dd060d1fad5,mmlu-pro-law,-0.5767797827720642,0.8204416632652283,1.179206371307373,0.6368248519428077,38.311688311688314,68.83116883116884
10340,d2b16371-9e1f-5869-aa69-579218b20eaa,mmlu-pro-physics,-0.6441274285316467,1.0662882328033447,5.170437335968018,1.170266394557748,37.66233766233766,94.15584415584416
5958,336452fa-776b-5de9-98c8-2a6685d840fa,mmlu-pro-other,-0.6918303370475769,0.852994441986084,0.6929152011871338,2.784366519641147,37.01298701298701,61.68831168831169
84,a6cfbfd9-3c72-5081-9433-8f57a9851d51,mmlu-pro-business,-0.756207287311554,0.7382826805114746,1.6778242588043213,0.6272564206769277,36.36363636363637,77.27272727272727
2201,e9963b54-87aa-5b3f-b524-66ed9f7b5489,mmlu-pro-psychology,-0.7563095092773438,0.7382854223251343,-1.1512119770050049,3.2843648017911407,35.714285714285715,29.87012987012987
10646,81ec57f2-483f-515f-93ff-78a8910b2153,mmlu-pro-computer science,-0.8661319017410278,0.9018531441688538,-0.6471238136291504,2.8212186042138394,35.064935064935064,37.01298701298701
2714,7c22d528-b258-5125-9bcc-877df3431ae1,mmlu-pro-psychology,-0.8987012505531311,0.717038094997406,-3.648696184158325,3.431076408690373,34.41558441558442,14.285714285714285
4381,cd01c08e-2906-5d2a-b3d8-3d3425f397db,mmlu-pro-chemistry,-0.905748724937439,0.7383366227149963,-0.47506535053253174,2.792408985122004,33.76623376623377,38.961038961038966
11028,2aa40f83-9d2a-5a22-8c37-817397efb2e7,mmlu-pro-philosophy,-0.9064775705337524,0.7977479100227356,-2.1155107021331787,2.649349194008914,33.116883116883116,22.07792207792208
12194,82f31019-2814-5ac8-a269-2c247e9a0833,mmlu-pro-engineering,-0.9065022468566895,0.7150056958198547,-5.644683122634888,3.5580496354239783,32.467532467532465,1.2987012987012987
11712,3239d81d-8220-5b81-99e0-1b7a470df3be,mmlu-pro-engineering,-0.9070014357566833,0.9369351267814636,-4.557129859924316,3.775991918003286,31.818181818181817,3.896103896103896
8093,40c35c1b-4d3a-56ae-a7fa-22307efca211,mmlu-pro-math,-0.9157434105873108,0.800256609916687,-0.30622076988220215,0.7337423414970773,31.16883116883117,43.506493506493506
889,2545077a-25bd-5b66-a42b-e0efb838ecee,mmlu-pro-law,-1.0222078561782837,0.830471396446228,-0.19193202257156372,0.5307590928896303,30.519480519480517,45.45454545454545
11633,c89566b4-5831-5242-8ae9-45c2f0ae955c,mmlu-pro-engineering,-1.048283338546753,0.7862048745155334,-0.4059720039367676,6.223285065893999,29.87012987012987,39.61038961038961
1978,05ea6065-69da-58b9-a53b-872e8d940915,mmlu-pro-law,-1.0644973516464233,0.7955337762832642,-0.9822123050689697,6.093639586747472,29.22077922077922,31.16883116883117
10716,754b1cf8-067c-513f-a0d3-c8bd401e8afb,mmlu-pro-computer science,-1.1127560138702393,0.8619287014007568,-0.17151665687561035,7.082911735597626,28.57142857142857,46.103896103896105
2443,5b13ebd9-3880-5331-bfcf-ac5ab4bed92a,mmlu-pro-psychology,-1.1133126020431519,0.8619664907455444,0.6596988439559937,0.5438217566665033,27.92207792207792,61.038961038961034
10574,32798f7c-2198-5f6e-8406-a21d71f26eb2,mmlu-pro-computer science,-1.1249220371246338,0.8662489056587219,-5.093995094299316,6.501065018308338,27.27272727272727,3.2467532467532463
12029,3be26fc0-ead5-5d0f-8c87-2feb0524e902,mmlu-pro-engineering,-1.2201333045959473,0.7575609087944031,-2.8181020617485046,2.8751212877226635,26.623376623376622,18.83116883116883
4971,ff5f3ce7-1423-5df5-922d-644070dfaea0,mmlu-pro-history,-1.2414222955703735,0.7685429453849792,-1.9726399183273315,3.8180527710620473,25.97402597402597,24.675324675324674
5708,a13f48e6-1d51-5076-94bf-ff0303e4c198,mmlu-pro-other,-1.2873141765594482,0.7856882810592651,0.04689967632293701,0.8290177906914382,25.324675324675322,52.5974025974026
8315,000ad3d2-6b2a-5bee-baf2-fdf780b4e068,mmlu-pro-math,-1.3215014934539795,1.3973592519760132,-4.1216254234313965,4.212587335362839,24.675324675324674,9.740259740259742
441,97e2c15b-92c8-5934-bf37-c46fbf095930,mmlu-pro-business,-1.35772705078125,0.7545406818389893,0.597312867641449,0.603728193415322,24.025974025974026,59.09090909090909
10130,c9d03d78-9962-58e3-a776-703b910cde29,mmlu-pro-physics,-1.3739097118377686,0.956687331199646,-0.6076695919036865,4.861810470686553,23.376623376623375,37.66233766233766
3435,52dc37ec-fb24-59d8-9390-53185cb0c6d1,mmlu-pro-biology,-1.381864070892334,0.7498102188110352,-3.318347692489624,0.8345227615033913,22.727272727272727,15.584415584415584
298,0f1fed13-d89e-5956-a5f9-11befbdb47fb,mmlu-pro-business,-1.3844542503356934,0.8040220737457275,-2.2533241510391235,3.0529921789688768,22.07792207792208,20.77922077922078
3306,ad732066-b195-5f46-a39f-6f1184aa594b,mmlu-pro-biology,-1.4214861392974854,0.8625465631484985,-4.392535448074341,4.703663711073669,21.428571428571427,6.493506493506493
3511,c7aaeea9-830b-56fc-b12c-23ca19c3bb29,mmlu-pro-biology,-1.7835724353790283,0.8355116844177246,3.208953380584717,3.2602389879206566,20.77922077922078,88.96103896103897
4902,3ca30a63-18e2-5f42-b7ec-433617b85cd6,mmlu-pro-history,-1.7945518493652344,0.8404198288917542,1.596895456314087,0.5874561316800507,20.12987012987013,74.67532467532467
8163,6de9c1f2-0d31-5d07-a796-7dd245667f4f,mmlu-pro-math,-1.8142609596252441,2.6847727298736572,-4.411274671554565,4.881636025391095,19.480519480519483,5.844155844155844
4951,f7dc91ae-4e50-51e8-aa72-34723a3b4c85,mmlu-pro-history,-1.8232204914093018,0.8527049422264099,-1.0042526721954346,0.7170036382668462,18.83116883116883,30.519480519480517
10994,f1b17db1-5206-504d-a8b0-3213449e41f5,mmlu-pro-philosophy,-1.8457703590393066,0.86007159948349,0.783086895942688,0.5561410303863825,18.181818181818183,62.98701298701299
11253,0e1ead11-84ae-5d48-b237-509be76fdcbb,mmlu-pro-philosophy,-1.8578598499298096,1.0701088905334473,-1.1683101654052734,6.46538404847538,17.532467532467532,29.22077922077922
6626,9eea6f37-5da7-5b9e-81f7-6f27eccf11da,mmlu-pro-health,-1.8636384010314941,0.8642202019691467,-4.492107152938843,5.1937891693028195,16.883116883116884,4.545454545454546
7079,f48459b1-bc3e-56f2-a323-d4ccea830765,mmlu-pro-economics,-1.8730449676513672,0.8659752011299133,-0.6973912715911865,7.7006059394911714,16.233766233766232,35.064935064935064
755,437c2f78-9c2a-50d0-a600-5d2d355ee14e,mmlu-pro-business,-1.8776583671569824,0.8667700290679932,1.4726303815841675,3.5898155210193106,15.584415584415584,72.07792207792207
7599,12ab4b20-e60b-59ca-b20b-500b12900def,mmlu-pro-economics,-1.926299810409546,0.8419895768165588,0.37546461820602417,2.2020619423662513,14.935064935064934,55.1948051948052
11220,2f665bcd-7aee-539b-9acf-142548185b64,mmlu-pro-philosophy,-1.9491503238677979,0.9182229042053223,0.7919890880584717,0.6616177789082492,14.285714285714285,63.63636363636363
6929,91f41b79-7c04-5300-b622-e6f1cad3f741,mmlu-pro-economics,-1.9582433700561523,0.9098088145256042,-0.30686426162719727,9.148896866676985,13.636363636363635,42.857142857142854
9019,e8f304d3-029a-5738-84eb-1268268a44da,mmlu-pro-math,-1.9608533382415771,1.1499577760696411,-4.448786020278931,5.134041225103202,12.987012987012985,5.194805194805195
5145,b1614f17-39fb-564a-84c7-bcd7a2054dc8,mmlu-pro-other,-2.1346378326416016,1.0779072046279907,-2.1743500232696533,1.3016218601455347,12.337662337662337,21.428571428571427
12146,9636f59f-6396-54cc-8bed-6842a7f28f74,mmlu-pro-engineering,-2.163527727127075,1.2208049297332764,-3.708493947982788,3.299609679038076,11.688311688311687,13.636363636363635
10610,9e079604-2288-52ba-9d89-4868ccd34200,mmlu-pro-computer science,-2.164733409881592,1.1316900253295898,-3.3663980960845947,1.3150024771972595,11.03896103896104,14.935064935064934
4771,2b51f48f-90d7-57f7-8888-30fd13c0d5ff,mmlu-pro-history,-2.1896560192108154,0.9047866463661194,1.4086564779281616,0.6519746410838636,10.38961038961039,71.42857142857143
8716,8ac653fc-14f9-58aa-8306-e008d51ca0eb,mmlu-pro-math,-2.498481035232544,1.046667456626892,-4.213273286819458,5.647062465766046,9.740259740259742,8.441558441558442
7623,3c6f3a85-c058-543a-8226-852972410970,mmlu-pro-economics,-2.6364009380340576,1.0629246234893799,6.327214181423187,1.2169346051665428,9.090909090909092,99.35064935064936
6077,7ad6fda6-f7dd-5c3a-9d8b-6b50cc35dedd,mmlu-pro-health,-2.6733741760253906,2.021810293197632,1.630324125289917,0.5674970395402597,8.441558441558442,75.32467532467533
10566,544ae546-5220-5ffd-86f3-5b44d4422ab7,mmlu-pro-computer science,-2.7293052673339844,1.093316674232483,0.6072048544883728,0.6613477126634891,7.792207792207792,59.74025974025974
3036,3cbbae47-8be1-5e31-868b-3b61d51a777d,mmlu-pro-biology,-2.7320683002471924,1.0957458019256592,-0.08906412124633789,0.754058750991398,7.142857142857142,48.701298701298704
7087,2daba22f-aca4-5206-a3cb-a0ff0203d831,mmlu-pro-economics,-2.732086658477783,1.0957529544830322,1.5578568279743195,0.5540806962003418,6.493506493506493,73.37662337662337
6643,a1b1ff8a-eae1-5c68-b5b1-4d50cb2afc17,mmlu-pro-health,-2.8894426822662354,0.9974440932273865,0.61322420835495,0.5939682018517609,5.844155844155844,60.3896103896104
4967,0f999ea7-10a1-5b85-a175-b86d50338266,mmlu-pro-history,-3.557366371154785,3.715149402618408,-0.3576596975326538,0.7007023048853084,5.194805194805195,42.2077922077922
5893,8609c463-a567-5b57-838f-12e3dac9fa8b,mmlu-pro-other,-5.488101482391357,3.77009916305542,-4.298595905303955,4.531002626690739,4.545454545454546,7.792207792207792
