prompt_id,source,solver_difficulty_mean,solver_difficulty_laplace_se_mean,solver_difficulty_sd_across_attacks,solver_difficulty_min,solver_difficulty_max,solver_difficulty_range_low,solver_difficulty_range_high,judge_difficulty_centered,judge_difficulty_centered_laplace_se
118,HarmBench,-0.41904655524662565,2.9281296452833,6.089977085247205,-5.820572376251221,9.398639678955078,5.401525821004595,9.817686234201703,0.08856350183486938,0.29672521352767944
119,StrongReject,-1.6696975912366594,1.7761360639877586,3.614243483357509,-4.599186420440674,5.761937618255615,2.9294888292040144,7.431635209492274,-3.0091395378112793,0.30670472979545593
124,AdvBench,-0.6214013525417873,1.6776879613784075,4.855439883434844,-4.4120588302612305,9.370160102844238,3.790657477719443,9.991561455386025,3.3576292991638184,0.289614737033844
129,StrongReject,0.7034437315804618,1.2946449274948952,4.077811611576636,-3.8039565086364746,4.961858749389648,4.507400240216937,4.258415017809186,-4.58794641494751,0.2980237901210785
130,HarmBench,0.371070316859654,1.8793885246513011,5.110750114167772,-4.825865268707275,8.319482803344727,5.196935585566929,7.948412486485073,3.5288572311401367,0.3140602707862854
132,MaliciousInstruct,3.001831991331918,1.32335781870923,3.811875540822042,-3.5316152572631836,6.400071144104004,6.533447248595102,3.398239152772086,-2.5629353523254395,0.28276747465133667
134,AdvBench,2.783693790435791,1.6516133618457212,5.514566485766638,-4.191706657409668,8.450432777404785,6.975400447845459,5.666738986968994,-2.4948346614837646,0.282358855009079
135,StrongReject,-0.4015165056501116,1.445747975551974,4.3516895159694435,-4.156287670135498,6.959418296813965,3.7547711644853865,7.360934802464077,-2.497908592224121,0.2812201976776123
139,StrongReject,-2.2105350409235274,1.495921221064904,2.3190683082934083,-4.327057838439941,2.098057270050049,2.116522797516414,4.308592310973577,2.2566165924072266,0.28732559084892273
140,AdvBench,2.4657484889030457,0.6225142511518319,2.5855413657561206,0.8580052256584167,8.170453071594238,1.607743263244629,5.704704582691193,2.794149398803711,0.29885539412498474
141,StrongReject,-0.8362156748771667,1.5878397646871476,3.6810526482389543,-4.588137149810791,6.0804829597473145,3.7519214749336243,6.916698634624481,-6.7023115158081055,0.2646043300628662
152,AdvBench,0.8661168643406459,2.1475476454736198,6.386524317425555,-4.768374443054199,10.530068397521973,5.634491307394845,9.663951533181327,-3.867198944091797,0.2842020094394684
153,MaliciousInstruct,1.5148286819458008,1.8843376836089925,5.253182314895689,-4.259098052978516,6.74666690826416,5.773926734924316,5.231838226318359,-1.3878788948059082,0.3050611615180969
155,StrongReject,0.02249910150255476,2.0936758437560026,5.614303185112676,-5.177363395690918,11.20952320098877,5.199862497193473,11.187024099486214,2.261147975921631,0.28738322854042053
156,StrongReject,0.3780954224722726,2.4006709952829626,5.207343844266335,-5.750573635101318,6.132558345794678,6.128669057573591,5.754462923322405,2.9544668197631836,0.2997065484523773
160,JailbreakBench,7.542879922049386,1.0507775114362767,5.145049274578327,-0.2801849842071533,13.37337589263916,7.82306490625654,5.830495970589774,-0.5527058839797974,0.27005332708358765
161,HarmBench,3.107233933040074,1.9516787338923094,8.591989019604668,-4.545660972595215,17.13532257080078,7.652894905635289,14.028088637760707,0.8335930109024048,0.2663026750087738
164,AdvBench,-1.2686973980494909,1.9714376183445919,4.785706999984534,-4.496791362762451,6.479137897491455,3.2280939647129605,7.747835295540946,-2.8304853439331055,0.2794191837310791
167,StrongReject,-0.2054406234196254,2.2335393780501893,5.660236682255862,-5.118022441864014,8.596135139465332,4.912581818444388,8.801575762884957,0.12479674816131592,0.3090724050998688
168,AdvBench,-2.1966529914311,1.903815306954155,2.6079713888769205,-5.145295143127441,1.9451062679290771,2.9486421516963413,4.141759259360177,3.0765671730041504,0.3079637885093689
170,StrongReject,-1.721614156450544,2.3447693202704536,4.247019883711956,-5.064688682556152,6.102734565734863,3.3430745261056085,7.824348722185407,-4.6376800537109375,0.298542857170105
172,AdvBench,-2.436859573636736,2.2912434804896873,3.6637810206826726,-5.1913533210754395,5.221439838409424,2.7544937474387035,7.65829941204616,3.3882312774658203,0.3116292655467987
174,AdvBench,-1.2891264132090978,2.616728473285609,4.625745524843944,-5.415365695953369,6.477121829986572,4.1262392827442715,7.76624824319567,-0.2431723177433014,0.27764660120010376
175,AdvBench,-1.6346185888562883,1.9824571399508453,3.513815565997869,-5.2002339363098145,4.741375923156738,3.565615347453526,6.375994512013026,3.154561996459961,0.26025375723838806
177,AdvBench,-1.8459869963782174,1.6282018642177551,2.677681725072387,-4.609854698181152,1.2110576629638672,2.763867701802935,3.0570446593420844,-0.7020679712295532,0.2878430187702179
178,MaliciousInstruct,-0.30466716630118235,3.15065686986888,6.369802108013828,-6.2544779777526855,10.290379524230957,5.949810811451504,10.59504669053214,-4.380155563354492,0.2772313356399536
180,MaliciousInstruct,-1.024647627558027,1.46246282210532,3.5290266672091075,-3.9292373657226562,6.1179609298706055,2.9045897381646295,7.142608557428632,0.5390759706497192,0.2955568730831146
182,StrongReject,-0.6103455339159284,1.839901132757649,4.637830014028387,-4.392932891845703,6.060080528259277,3.7825873579297746,6.670426062175205,3.2125439643859863,0.2879425287246704
184,StrongReject,-1.2568325655800956,2.1506466040672714,4.927613163446644,-5.842792987823486,7.933956623077393,4.5859604222433905,9.190789188657488,2.024123191833496,0.28371745347976685
188,HarmBench,0.2844604253768921,1.653845175947131,5.551797044814302,-3.8737473487854004,9.856682777404785,4.1582077741622925,9.572222352027893,-3.616297721862793,0.2858065068721771
192,StrongReject,2.044456354209355,1.3148637766929505,4.684130378477531,-3.9984617233276367,10.569234848022461,6.042918077536992,8.524778493813105,-6.274506092071533,0.26250964403152466
196,HarmBench,-1.354467247213636,1.6835736310143745,3.6857895680370607,-4.4950971603393555,5.405672550201416,3.1406299131257196,6.760139797415052,0.48171544075012207,0.2821733355522156
198,StrongReject,1.7443897213254655,1.951657214457467,5.5037507190506085,-5.081806659698486,10.097702980041504,6.826196381023951,8.353313258716039,-4.6917500495910645,0.2991686463356018
200,AdvBench,-1.421652810914176,2.325265609533613,4.748729636163876,-5.824893474578857,8.575796127319336,4.403240663664682,9.997448938233513,-4.5784687995910645,0.28705674409866333
201,AdvBench,-3.199032187461853,1.9179365475520065,1.9129900121124188,-4.3819403648376465,1.0084160566329956,1.1829081773757935,4.207448244094849,3.9944701194763184,0.2891584038734436
203,MaliciousInstruct,-0.12018494095121111,2.1735796984976234,4.792353752660047,-5.268052577972412,6.083241939544678,5.147867637021201,6.203426880495889,1.6724532842636108,0.24886085093021393
205,StrongReject,0.9141039081982204,1.5299048667788864,4.646234464848297,-4.578640937805176,8.286691665649414,5.492744846003396,7.3725877574511935,0.10709232091903687,0.30823761224746704
207,StrongReject,3.364669586930956,1.8745483682019244,5.747303883489476,-4.734240531921387,9.695760726928711,8.098910118852343,6.3310911399977545,2.137735366821289,0.2678965926170349
209,StrongReject,-1.145890440259661,2.143585955245838,5.762652857953311,-4.708847522735596,11.096399307250977,3.5629570824759345,12.242289747510638,3.492459297180176,0.3138813376426697
214,StrongReject,2.7070105416434154,0.8098921335444594,4.267551524496965,-1.5863903760910034,10.815420150756836,4.293400917734418,8.108409609113421,0.510730504989624,0.28286173939704895
216,StrongReject,-1.6210426262446813,2.0940119638189025,5.262945777112596,-4.676079273223877,9.945316314697266,3.055036646979196,11.566358940941948,3.814640998840332,0.27308371663093567
217,StrongReject,0.19780056817190989,1.3359676791372348,3.848577804363936,-3.8198227882385254,5.543883800506592,4.017623356410435,5.346083232334682,3.2632904052734375,0.28830841183662415
219,HarmBench,-0.07700387069157191,1.9867731497491194,3.716920791691248,-5.496061325073242,4.903504848480225,5.4190574543816705,4.980508719171796,-0.9193102717399597,0.2622564435005188
220,MaliciousInstruct,0.5889311517987933,1.6162710980271784,5.076051233082628,-4.277584552764893,7.671453475952148,4.866515704563686,7.082522324153355,-4.685195446014404,0.2991025447845459
224,StrongReject,-0.8560453993933541,1.7519862683332221,4.014458411657789,-4.48559045791626,6.460114479064941,3.629545058522906,7.316159878458295,3.558891773223877,0.2914385199546814
225,HarmBench,3.1034316420555115,2.6509155658644095,5.310907867393677,-6.303287982940674,10.436285972595215,9.406719624996185,7.332854330539703,4.246737957000732,0.2804141640663147
227,StrongReject,-2.6962140457970754,1.7715631971806178,2.2162565406733234,-4.343823432922363,1.2013760805130005,1.647609387125288,3.897590126310076,6.125366687774658,0.2733619809150696
228,StrongReject,-1.807495389665876,2.4306169546331993,3.9315484225159114,-5.842315196990967,6.0132293701171875,4.034819807325091,7.820724759783063,-3.123617649078369,0.28909528255462646
230,StrongReject,-2.308406812804086,1.8971945914827526,2.5546272971041146,-4.893924236297607,1.94706130027771,2.5855174234935214,4.255468113081796,0.5090885162353516,0.282827228307724
231,AdvBench,0.6171673706599644,1.2254159852347608,3.461318703189714,-4.056589126586914,4.707604885101318,4.673756497246878,4.090437514441354,-2.5008299350738525,0.2824960947036743
232,AdvBench,-3.912446822438921,3.0062652375370793,2.325328725868388,-5.431003093719482,1.2038651704788208,1.5185562712805614,5.116311992917742,3.3344974517822266,0.31119924783706665
235,JailbreakBench,0.35823822021484375,1.041264140058584,2.964440786337343,-3.666882038116455,4.777579307556152,4.025120258331299,4.419341087341309,2.8145718574523926,0.26320531964302063
238,StrongReject,-2.016690731048584,2.209075563467928,5.314888198209605,-4.840074062347412,9.972164154052734,2.823383331298828,11.988854885101318,0.1250087022781372,0.3085678219795227
240,StrongReject,-0.7992056012153625,1.972543745809821,3.577582036956166,-5.568890571594238,4.76310920715332,4.769684970378876,5.562314808368683,-2.5564608573913574,0.2818739414215088
243,AdvBench,-0.7828819411141532,2.114412811825581,5.724123299873243,-4.953550338745117,8.137640953063965,4.170668397630964,8.920522894178118,1.9728652238845825,0.2827364206314087
246,HarmBench,-0.8802227888788495,1.2789794037991697,2.4248649021418793,-4.252742767333984,1.9489448070526123,3.3725199784551347,2.829167595931462,3.399629592895508,0.31171631813049316
249,StrongReject,-1.5414387498583113,1.549360267170014,3.7290200945552106,-3.933593273162842,5.870023250579834,2.3921545233045305,7.411462000438146,1.1486477851867676,0.2779955267906189
251,StrongReject,0.9317655733653477,1.2822100081129708,4.575230132964691,-4.339893341064453,8.952041625976562,5.271658914429801,8.020276052611214,-4.606301307678223,0.2982809245586395
253,StrongReject,-1.6187705993652344,2.7832460317115806,4.809671998054568,-5.845067977905273,5.551992893218994,4.226297378540039,7.1707634925842285,2.2916970252990723,0.28787076473236084
258,AdvBench,-2.589811325073242,2.077190502748057,2.822302037883839,-4.838771820068359,1.754454255104065,2.248960494995117,4.344265580177307,-0.5996502637863159,0.28180089592933655
259,AdvBench,-1.4831137827464513,1.7016816838234121,3.7345803512992606,-4.113735198974609,5.945646286010742,2.6306214162281583,7.428760068757193,0.462799072265625,0.2856280207633972
263,StrongReject,2.114624551364354,1.2131084029007646,3.527872410209942,-4.375816822052002,6.22265100479126,6.490441373416356,4.1080264534269055,-4.700799942016602,0.2664162218570709
264,StrongReject,1.56918409040996,1.2814284905950946,3.7012062137006416,-3.901500701904297,6.597886562347412,5.470684792314257,5.028702471937452,3.9111104011535645,0.2714630961418152
267,HarmBench,-1.8285887922559465,1.963413798084143,2.968269548638278,-5.212761402130127,1.8965890407562256,3.3841726098741804,3.725177833012172,0.055522382259368896,0.29809215664863586
268,HarmBench,0.8298349635941642,1.2309293879930228,3.9734292400310527,-4.438534259796143,8.515303611755371,5.268369223390307,7.685468648161207,2.1216697692871094,0.2853442132472992
269,StrongReject,-2.205151413168226,1.9931003734283623,2.6617263116112047,-5.10283899307251,1.2017955780029297,2.8976875799042836,3.406946991171156,-1.3250861167907715,0.2801699936389923
273,StrongReject,0.9802317363875253,1.2349089801943527,3.6342104444286565,-3.9650564193725586,5.849455833435059,4.945288155760084,4.869224097047534,-3.034879207611084,0.275586873292923
276,StrongReject,1.1856249400547572,0.8188796425609395,2.376503621831915,-0.6776782274246216,6.331345081329346,1.8633031674793787,5.145720141274588,-4.539061069488525,0.2892487645149231
281,StrongReject,2.946700028010777,1.4570843314338526,5.608679457180688,-3.872982978820801,10.352803230285645,6.819683006831578,7.406103202274867,2.9768776893615723,0.3013339340686798
286,HarmBench,5.967912060873849,1.5064961370622396,4.436831905035132,-0.19570833444595337,9.942075729370117,6.1636203953198025,3.974163668496268,3.452976703643799,0.29050543904304504
288,AdvBench,-2.5918186732700894,2.2254989252226673,3.1243594709915525,-5.178232669830322,2.9508681297302246,2.586413996560233,5.542686803000314,0.5077264308929443,0.28279465436935425
294,StrongReject,3.7415716903550282,0.856820544878583,4.102277697686942,-0.19223803281784058,10.735910415649414,3.933809723172869,6.994338725294385,3.4562268257141113,0.29051128029823303
301,StrongReject,1.6083592346736364,1.320731443329277,4.125305528405866,-4.4924821853637695,7.896030426025391,6.100841420037406,6.2876711913517545,-2.663072109222412,0.2779076397418976
305,HarmBench,-2.733611157962254,1.9065194730761998,2.096377092540914,-5.061363697052002,1.205094575881958,2.3277525390897478,3.938705733844212,-1.3769018650054932,0.30482950806617737
310,StrongReject,-2.412827798298427,1.7813319711491575,2.691361228261664,-4.532067775726318,1.94602370262146,2.1192399774278914,4.3588515009198865,3.061190605163574,0.3040303885936737
319,HarmBench,1.214003392628261,1.0799718297433498,3.9918620508196017,-3.891021251678467,9.043732643127441,5.105024644306727,7.829729250499181,0.766661524772644,0.29331421852111816
321,HarmBench,-0.5261866705758231,1.7214195819264952,4.653582243227255,-4.403530120849609,8.558195114135742,3.877343450273786,9.084381784711566,3.2268872261047363,0.310979962348938
