solver_item_id,solver_pair_id,solver_source,solver_difficulty_centered,solver_difficulty_centered_laplace_se,judge_difficulty_centered,judge_difficulty_centered_laplace_se
5087,585e5a43-454b-56f7-aba3-fb4e22938020,mmlu-pro-other,4.9641900062561035,6.169854640960693,-3.5342390537261963,2.2621190620321316
2416,c20860f9-7468-546b-ae86-4ae6a6493de9,mmlu-pro-psychology,4.7854766845703125,2.549623727798462,4.124056398868561,3.0302905998397116
3250,49c0f568-1ac2-53dc-be78-f3eea93820fd,mmlu-pro-biology,4.760629653930664,4.132511615753174,4.452705383300781,2.719825467529828
4426,35eb196e-50d4-5501-8f44-cc5dc85f6291,mmlu-pro-chemistry,4.75951623916626,3.499800443649292,-0.5270992517471313,2.636334510738325
6222,1c76021c-cb8e-5477-8f7e-88855d6dd547,mmlu-pro-health,4.436567306518555,3.5850095748901367,0.30779576301574707,2.0297722231615514
4529,1ca1b199-b089-5951-8a57-28a320573def,mmlu-pro-chemistry,4.333503246307373,4.806424140930176,1.5146825313568115,2.7818698398309576
9524,34e8d16b-9824-5373-b735-d25a3df21044,mmlu-pro-physics,4.218595027923584,5.804313659667969,0.5310006141662598,2.4696460792246775
3899,57500a89-7795-5299-b6a8-d0ab8da2687a,mmlu-pro-chemistry,3.981229305267334,17.182254791259766,0.5154491662979126,2.556250402370296
8286,57ee26c0-cc5d-5c32-b782-c7b5e5da5730,mmlu-pro-math,3.751030445098877,6.605535984039307,4.294901251792908,0.9722679575253399
1097,138e503c-b09d-5d19-82ff-0b5ddc3e7bf6,mmlu-pro-law,3.687441349029541,2.607663154602051,-1.8893807530403137,3.4880351812078074
9829,a6f94de7-dee6-579b-852a-1be7ca389cd2,mmlu-pro-physics,3.151916980743408,2.244429111480713,2.0645148754119873,2.5749096119949386
5111,b6ade862-109b-5788-8c0c-eabe1f7e205a,mmlu-pro-other,2.7144293785095215,1.2722573280334473,2.579512596130371,2.9734829875892763
2201,e9963b54-87aa-5b3f-b524-66ed9f7b5489,mmlu-pro-psychology,2.7054758071899414,3.901855230331421,-0.6437297984957695,1.8531020108921625
2453,9536d58f-8a88-53be-b97e-45bb2d457c12,mmlu-pro-psychology,2.5265660285949707,1.253059983253479,9.530106544494629,1.6151098669991013
11147,70bf4c34-6b15-53e6-bb19-9094bdaf6c9f,mmlu-pro-philosophy,2.5254650115966797,1.252691388130188,1.8377773761749268,1.1616931178148513
11395,83adf077-567f-5ce2-91e7-bf02decdaa21,mmlu-pro-engineering,2.506270408630371,2.4805808067321777,0.8601785898208618,2.5737200354377636
7978,bd6f87f2-cb60-58b3-8b27-4eceab2bfc79,mmlu-pro-math,2.4568734169006348,23.170331954956055,3.3438837826251984,3.766070810167914
10321,9fbc9238-47af-5656-ac85-cf5b0c00fd8f,mmlu-pro-physics,2.2652664184570312,38.953468322753906,-2.588199734687805,4.332458603772668
9337,df1964d5-629f-5b4a-bcd5-79137e8f3bc5,mmlu-pro-physics,2.1307015419006348,52.907325744628906,-4.719371169805527,1.0646366049729523
4789,14ead85f-e4c6-5ae2-a586-6388d9b9b4f1,mmlu-pro-history,2.031120777130127,1.042698621749878,7.917872190475464,0.9337407637562896
2687,ef607538-1628-5cce-bc92-093ff755586d,mmlu-pro-psychology,2.0106616020202637,1.298932671546936,1.193836510181427,1.3653181577167972
1420,e302b0a0-28d5-5a3c-b1af-fedcf5543e72,mmlu-pro-law,2.007905960083008,1.2984199523925781,2.2709645330905914,1.0831311232372685
5284,ebe368cb-5783-5f03-8471-e31295bc4438,mmlu-pro-other,2.0034279823303223,1.1628061532974243,-5.0537025928497314,2.6172093104953653
2389,4d2085b1-24e4-5bcd-959a-13d3a83e39cd,mmlu-pro-psychology,1.9946397542953491,1.295546293258667,-2.6982251405715942,5.642395245698241
4382,ed01d44a-e1bc-5833-9a59-ea5f5a9ebd60,mmlu-pro-chemistry,1.9803555011749268,1.2120953798294067,-3.720909595489502,2.7731722878061573
1978,05ea6065-69da-58b9-a53b-872e8d940915,mmlu-pro-law,1.945552110671997,2.8033483028411865,-1.9799615442752838,4.286645576272916
11603,b82d8f3f-f994-5775-b1b1-13420519ca81,mmlu-pro-engineering,1.918257236480713,1.9331856966018677,-1.303404062986374,3.486262922539958
765,8b33bb85-b242-5845-83f0-5cb7e32be529,mmlu-pro-business,1.8077654838562012,1.2882000207901,-3.10379895567894,0.9621076263464599
4471,ea56946d-14fb-5016-9550-1216f26856f5,mmlu-pro-chemistry,1.7375071048736572,1.2607576847076416,7.157457113265991,1.5495798470755398
11185,dcfbadd5-4b7c-5ffd-b66d-5cb0a380605d,mmlu-pro-philosophy,1.7330135107040405,1.3444268703460693,-1.2649787589907646,0.8628744620632646
1622,8de34479-e94c-5c30-9146-da3d92f7223c,mmlu-pro-law,1.6373430490493774,1.2485175132751465,-2.5493719577789307,3.731728950078221
481,83ec31fe-5063-5c77-9b1e-0c32f113a042,mmlu-pro-business,1.5557878017425537,1.120873212814331,-3.6919177770614624,4.039727617215727
84,a6cfbfd9-3c72-5081-9433-8f57a9851d51,mmlu-pro-business,1.3926681280136108,2.3388664722442627,4.524043321609497,0.9165606968061009
2934,6c5f9b09-193f-5070-9dfd-2dee1f69a9a3,mmlu-pro-biology,1.3754301071166992,7.364537239074707,-1.8640960454940796,1.2157960015808884
294,58d81545-6e2e-5388-b1b7-05ec20157459,mmlu-pro-business,1.2704124450683594,3.2951436042785645,-1.279905028641224,1.0324405386669218
3122,14d2e455-2416-5cd3-8913-8f833aeab1b2,mmlu-pro-biology,1.2538354396820068,1.0107307434082031,1.9250461161136627,5.071375608583958
5304,907c3d20-a0dc-5b21-b4ba-1e784d7cfaf6,mmlu-pro-other,1.2241206169128418,1.2549198865890503,-1.4502732753753662,0.7710313489090608
1199,8aaa1627-21b0-520f-b698-67cd5d77dbc9,mmlu-pro-law,1.2214375734329224,1.092948317527771,-0.7419591546058655,2.7759109895293643
4891,d9cc990f-fb19-521e-a8fa-68f3325f8730,mmlu-pro-history,1.1578130722045898,8.552604675292969,5.819477796554565,1.1294509490268123
10610,9e079604-2288-52ba-9d89-4868ccd34200,mmlu-pro-computer science,1.146925449371338,7.52168607711792,2.4559892416000366,1.9242201637624148
1198,a4eff39a-4f2e-5cee-a6de-b8e74625269f,mmlu-pro-law,1.1409761905670166,0.9924980401992798,2.4891204237937927,0.6597180729832361
6072,37577e35-cf0b-5880-97a1-857736d76651,mmlu-pro-health,1.1295933723449707,0.974843442440033,-1.0860384702682495,2.489465607173405
2759,c67cf264-33f9-5730-aeea-a7364756a96b,mmlu-pro-psychology,1.111355185508728,1.0391353368759155,4.284824788570404,2.0424823770413068
408,591677d2-ac1a-5a7c-9e21-b4918155fc9b,mmlu-pro-business,1.1042490005493164,5.867173194885254,-1.426903873682022,3.5206660320678886
11138,b958ea91-8f2a-55be-8c8b-d61cf90f5076,mmlu-pro-philosophy,1.103742241859436,0.9827022552490234,-1.8692440688610077,1.4599321758637271
5033,5e29323a-13d7-5bb1-814b-1b38db3dfc50,mmlu-pro-history,1.1028673648834229,3.0072684288024902,2.362046241760254,0.6990795265822095
4019,129dfd5d-5786-57e3-8548-df0d26a42659,mmlu-pro-chemistry,1.0628278255462646,2.316357374191284,-3.093587636947632,2.9011777024931886
1803,01fb6121-e025-5251-a55f-f903c79e4ec6,mmlu-pro-law,1.04811429977417,1.0318877696990967,3.8929331302642822,1.029043090549603
6004,b7bbea2c-8e83-50be-a385-70d16a0d507c,mmlu-pro-health,0.9869968891143799,4.295909881591797,-2.987563371658325,4.278043351546825
6742,ca91b783-54e9-5fb6-9c30-a7ebf3ee7258,mmlu-pro-health,0.9685429334640503,11.201127052307129,-2.4325006008148193,5.4264941720002415
10608,799a7559-a3b1-5dc3-bec3-54d5e930fd24,mmlu-pro-computer science,0.9626162648200989,10.162895202636719,-4.335729598999023,4.317827592927549
3242,79d55355-34c0-5ba7-842e-65671b9858d9,mmlu-pro-biology,0.9616249203681946,4.153055667877197,-2.898712456226349,4.326596214818982
8857,26d7ab00-c73b-5b3e-8bc3-4a8f941fceb7,mmlu-pro-math,0.955140233039856,11.113866806030273,-2.592438042163849,3.940390319119075
6077,7ad6fda6-f7dd-5c3a-9d8b-6b50cc35dedd,mmlu-pro-health,0.7539534568786621,1.9149062633514404,1.8378101140260696,0.6338475050978648
11210,b57ea8df-78c5-5e71-9545-973d9c2d4bb5,mmlu-pro-philosophy,0.7028279304504395,1.8754076957702637,4.6303112506866455,1.0243191786155157
4381,cd01c08e-2906-5d2a-b3d8-3d3425f397db,mmlu-pro-chemistry,0.6648842096328735,1.1230032444000244,-3.0272194147109985,4.448372023838405
4188,aedbe1ff-42f3-5222-85e0-1b98c5af67bb,mmlu-pro-chemistry,0.6511018872261047,14.956452369689941,-2.634236454963684,2.5444707748160433
10038,c0fceb61-37b0-5049-84c3-9add01413cc8,mmlu-pro-physics,0.6481937170028687,0.9488911032676697,-3.816508173942566,3.712716939880137
1748,2d989dfb-7cf0-549e-945c-3dd060d1fad5,mmlu-pro-law,0.6352787613868713,2.770125150680542,10.751095533370972,3.0063556968614136
7450,f805817d-968d-5b0b-a2b2-4c62c9b848d3,mmlu-pro-economics,0.6130508184432983,1.8579108715057373,7.442704677581787,2.362144105457216
11281,fb954577-c6d1-524a-bf7c-c64f0c005022,mmlu-pro-philosophy,0.6042470335960388,0.9601425528526306,0.43167030811309814,3.4575017276550546
11002,aecacdc0-1dfc-5339-b6c7-eea5baa1471d,mmlu-pro-philosophy,0.6039089560508728,0.9601366519927979,2.9898356199264526,4.793274013620368
10638,4e13a976-9009-5501-87c2-bd1b20c0b84f,mmlu-pro-computer science,0.5961846709251404,0.9662710428237915,7.753431797027588,1.6577033985034375
3335,2328c85f-6803-5f2c-9ccb-f429dea4428c,mmlu-pro-biology,0.5741381049156189,2.466071844100952,1.5692775547504425,0.7393840299221738
10479,10c0a6e7-a697-5d79-ac6b-47ed30c4cba5,mmlu-pro-computer science,0.5650411248207092,1.947564721107483,-1.90158012509346,1.0296345032641798
4238,d50b6560-bbb7-5118-b329-8ed50c155365,mmlu-pro-chemistry,0.5538280010223389,1.0553609132766724,-2.16585111618042,4.526234172903529
5130,122e221d-9581-5240-889a-1106c2d167c0,mmlu-pro-other,0.5167954564094543,1.0042004585266113,4.599718928337097,0.9560638226070172
6105,0cdc4e4b-d2a3-5218-b01a-c60f2e407d5e,mmlu-pro-health,0.5086380243301392,2.344777822494507,-1.4195879697799683,2.7477078327303524
11712,3239d81d-8220-5b81-99e0-1b7a470df3be,mmlu-pro-engineering,0.45436763763427734,1.2562615871429443,-5.736009836196899,8.288577163952864
931,a32ef549-a356-5507-8743-1e07d4e61423,mmlu-pro-law,0.3638031482696533,0.9535564184188843,2.4060152769088745,0.6397392001582743
12029,3be26fc0-ead5-5d0f-8c87-2feb0524e902,mmlu-pro-engineering,0.3498532176017761,3.4784176349639893,-2.990342378616333,1.8203259868760737
5091,c6b860be-9938-5c34-97fc-70dfc51bbfb7,mmlu-pro-other,0.28981131315231323,2.7982048988342285,-3.1694329977035522,6.484123021066479
2714,7c22d528-b258-5125-9bcc-877df3431ae1,mmlu-pro-psychology,0.19451904296875,1.0345402956008911,-2.798457622528076,4.375690741471815
12194,82f31019-2814-5ac8-a269-2c247e9a0833,mmlu-pro-engineering,0.051418155431747437,0.9823375940322876,-3.7498940229415894,3.2714490314185287
3714,7437394e-a300-5428-b321-e3ce7dd9b694,mmlu-pro-chemistry,0.04999721050262451,0.9683701395988464,0.11300751566886902,0.7218788227538468
9019,e8f304d3-029a-5738-84eb-1268268a44da,mmlu-pro-math,-0.007294565439224243,34.60165023803711,-3.4089183807373047,5.953621487123674
10716,754b1cf8-067c-513f-a0d3-c8bd401e8afb,mmlu-pro-computer science,-0.10559999942779541,0.9763150811195374,-2.898903012275696,5.668355363305783
2443,5b13ebd9-3880-5331-bfcf-ac5ab4bed92a,mmlu-pro-psychology,-0.11336666345596313,0.9764753580093384,0.41785719990730286,0.573024171627937
11633,c89566b4-5831-5242-8ae9-45c2f0ae955c,mmlu-pro-engineering,-0.1518465280532837,0.9762254953384399,-1.1052596271038055,3.602015187824219
10340,d2b16371-9e1f-5869-aa69-579218b20eaa,mmlu-pro-physics,-0.15897494554519653,16.89812469482422,2.0071467757225037,1.629932844787638
8093,40c35c1b-4d3a-56ae-a7fa-22307efca211,mmlu-pro-math,-0.16862422227859497,1.0256338119506836,-0.7852873802185059,1.962016871619429
8351,af8bbf3a-253a-5a14-8ec9-27d0f093d61d,mmlu-pro-math,-0.20165622234344482,1.0056543350219727,-3.3989941477775574,2.5201330850088084
5958,336452fa-776b-5de9-98c8-2a6685d840fa,mmlu-pro-other,-0.30544227361679077,1.1589152812957764,-3.9286205768585205,3.2578546907829558
2646,faba206f-9a89-5991-9ac3-f43727d2a566,mmlu-pro-psychology,-0.3510732650756836,1.1413905620574951,2.6903234720230103,0.976986472697091
441,97e2c15b-92c8-5934-bf37-c46fbf095930,mmlu-pro-business,-0.353224515914917,0.9847831130027771,0.3381408751010895,0.6428821307113323
557,af372926-1fbb-54bf-aff8-14c9cde2db90,mmlu-pro-business,-0.35740071535110474,1.2454084157943726,2.7264275550842285,2.4173323498142576
11421,bd2ab0d9-9fed-5c10-94a7-efa1750148f4,mmlu-pro-engineering,-0.505440354347229,12.499841690063477,-3.8412060737609863,2.627445343306741
5708,a13f48e6-1d51-5076-94bf-ff0303e4c198,mmlu-pro-other,-0.5786110162734985,1.0062119960784912,3.234311580657959,2.3841372278870523
3435,52dc37ec-fb24-59d8-9390-53185cb0c6d1,mmlu-pro-biology,-0.773802638053894,1.0101059675216675,2.2465710639953613,1.0945473183587229
11028,2aa40f83-9d2a-5a22-8c37-817397efb2e7,mmlu-pro-philosophy,-0.8169728517532349,1.0616610050201416,-0.5449658036231995,3.707404798074675
10646,81ec57f2-483f-515f-93ff-78a8910b2153,mmlu-pro-computer science,-0.9033539295196533,1.17143714427948,0.5178120136260986,4.792086022436245
11985,c1891f8b-2cce-52b7-868c-6c072e79701e,mmlu-pro-engineering,-1.044386625289917,16.129383087158203,-1.4164023995399475,3.974712131838372
298,0f1fed13-d89e-5956-a5f9-11befbdb47fb,mmlu-pro-business,-1.0629829168319702,1.04812753200531,-0.35501083731651306,2.4554344739593303
7599,12ab4b20-e60b-59ca-b20b-500b12900def,mmlu-pro-economics,-1.1105592250823975,1.0501339435577393,-2.133953630924225,2.869147865075874
9886,70ed90f8-052e-5088-a47b-70b409d2b518,mmlu-pro-physics,-1.1767317056655884,1.5885981321334839,-2.5211116075515747,2.5017107833548917
10568,352e1a45-3dcb-5fb0-9c38-a6b7f674a084,mmlu-pro-computer science,-1.2408744096755981,1.389438271522522,-2.046114146709442,1.0942641326910256
4681,a22906b1-02f2-59da-ba1f-7a75487ba740,mmlu-pro-history,-1.2870248556137085,1.399898648262024,-2.1587343215942383,4.122315048983127
5709,35e4e1cd-ccdf-51ae-8fee-687a634c6c2e,mmlu-pro-other,-1.3307853937149048,1.395548939704895,-1.8068397641181946,3.8180178512973852
755,437c2f78-9c2a-50d0-a600-5d2d355ee14e,mmlu-pro-business,-1.355936050415039,1.034970998764038,0.7700339555740356,3.3146616377026095
3257,df6e9ec0-0bd1-51ec-a81f-3a58cc415253,mmlu-pro-biology,-1.448142647743225,1.8003724813461304,-3.5919541120529175,0.8622918669109177
4902,3ca30a63-18e2-5f42-b7ec-433617b85cd6,mmlu-pro-history,-1.5490422248840332,1.2512849569320679,6.078524231910706,1.5042172464762589
7079,f48459b1-bc3e-56f2-a323-d4ccea830765,mmlu-pro-economics,-1.5516239404678345,1.0405980348587036,-1.4338430166244507,4.6916259986604425
11220,2f665bcd-7aee-539b-9acf-142548185b64,mmlu-pro-philosophy,-1.600220799446106,1.0381577014923096,5.343779385089874,2.3415223513024794
3776,02c8d6ef-f58a-5bf5-8b05-0a6719e16f20,mmlu-pro-chemistry,-1.6446441411972046,23.49832534790039,-0.30347615480422974,3.0194345625084433
10565,07c3dda8-0f84-5624-9b4a-19ed31d85a2b,mmlu-pro-computer science,-1.6572850942611694,29.15195083618164,5.41735178232193,1.5828189953540603
10994,f1b17db1-5206-504d-a8b0-3213449e41f5,mmlu-pro-philosophy,-1.679618000984192,1.0662081241607666,1.4358890056610107,0.5877636677457242
10566,544ae546-5220-5ffd-86f3-5b44d4422ab7,mmlu-pro-computer science,-1.7115486860275269,1.2526962757110596,0.024687141180038452,0.6793003333477181
10130,c9d03d78-9962-58e3-a776-703b910cde29,mmlu-pro-physics,-1.788373351097107,1.294872760772705,-1.647308588027954,4.9858872260690035
4771,2b51f48f-90d7-57f7-8888-30fd13c0d5ff,mmlu-pro-history,-1.838849663734436,1.0574716329574585,5.643418967723846,1.2983803114150423
4951,f7dc91ae-4e50-51e8-aa72-34723a3b4c85,mmlu-pro-history,-1.9742082357406616,1.045562505722046,4.2305126786231995,1.2320599039301652
10574,32798f7c-2198-5f6e-8406-a21d71f26eb2,mmlu-pro-computer science,-2.19785737991333,1.1581950187683105,-3.762099862098694,5.322922428391766
889,2545077a-25bd-5b66-a42b-e0efb838ecee,mmlu-pro-law,-2.4212584495544434,1.1399580240249634,2.702012062072754,0.7536339175704179
687,6ad28b38-685f-5146-ab23-ff8fbcc81210,mmlu-pro-business,-2.455301284790039,1.5630593299865723,1.0308425426483154,4.277408920267872
10305,e23cdc82-bbf1-5378-9404-d94c1e7ce2ef,mmlu-pro-physics,-2.537649154663086,14.011651992797852,-2.4897437691688538,4.000545877194163
6626,9eea6f37-5da7-5b9e-81f7-6f27eccf11da,mmlu-pro-health,-2.6656084060668945,1.1251063346862793,-2.781158685684204,4.652235420975288
8163,6de9c1f2-0d31-5d07-a796-7dd245667f4f,mmlu-pro-math,-3.123995304107666,9.74124526977539,-2.985789656639099,4.907739094103903
6272,5b0fa22f-cbfd-5098-95b0-a474deb84c7a,mmlu-pro-health,-3.2038135528564453,1.6119557619094849,1.2799395620822906,0.6851668848421774
11257,bfd0002d-e137-5a79-a7fd-c2ef9ad12a1f,mmlu-pro-philosophy,-3.228187084197998,1.586844801902771,-1.5415977835655212,1.5372532352619122
4967,0f999ea7-10a1-5b85-a175-b86d50338266,mmlu-pro-history,-3.4219231605529785,5.4303765296936035,-0.625496506690979,0.9662432788680918
6643,a1b1ff8a-eae1-5c68-b5b1-4d50cb2afc17,mmlu-pro-health,-3.459883689880371,1.1417827606201172,0.5611090660095215,0.5639703571349659
6929,91f41b79-7c04-5300-b622-e6f1cad3f741,mmlu-pro-economics,-3.9961905479431152,1.2310682535171509,-1.3005065321922302,3.5286141660419665
4773,d1dd83a6-7ccb-5f83-983e-f6fc38783836,mmlu-pro-history,-4.560671329498291,4.005589485168457,8.241336822509766,1.555587878420555
11253,0e1ead11-84ae-5d48-b237-509be76fdcbb,mmlu-pro-philosophy,-4.636136531829834,1.3619694709777832,-2.7717506885528564,3.987073787566906
4971,ff5f3ce7-1423-5df5-922d-644070dfaea0,mmlu-pro-history,-4.685329914093018,1.4761189222335815,-0.8229661881923676,1.9076787435438267
2826,a3f45559-827d-53c5-9f1b-200ea1876ac8,mmlu-pro-biology,-4.695367813110352,2.706693410873413,-2.0906355381011963,6.260039708101191
5893,8609c463-a567-5b57-838f-12e3dac9fa8b,mmlu-pro-other,-4.772270679473877,4.434843063354492,-2.25772362947464,4.833240579394873
9888,6f1bd679-4ba1-51ba-b65d-c7463e2134bf,mmlu-pro-physics,-5.045802116394043,2.954380512237549,-2.4038820266723633,5.3434806442900324
3511,c7aaeea9-830b-56fc-b12c-23ca19c3bb29,mmlu-pro-biology,-5.1416826248168945,3.194216728210449,0.33309102058410645,4.277387997410621
3036,3cbbae47-8be1-5e31-868b-3b61d51a777d,mmlu-pro-biology,-5.256762981414795,2.795727491378784,7.740664005279541,2.6736599330909745
12146,9636f59f-6396-54cc-8bed-6842a7f28f74,mmlu-pro-engineering,-5.602978706359863,2.7264621257781982,-2.257790744304657,3.5162856547120924
7087,2daba22f-aca4-5206-a3cb-a0ff0203d831,mmlu-pro-economics,-5.795331954956055,3.14078426361084,1.3360733091831207,0.5889955704278151
10745,3b317691-c56f-50df-92a6-8ad2f444dfe4,mmlu-pro-computer science,-5.833258628845215,1.7281607389450073,-2.860103964805603,4.470266052255776
2243,803e5d58-0c62-5946-9738-ceeea2e4aaa2,mmlu-pro-psychology,-5.850953102111816,1.3504791259765625,-2.8504969477653503,1.218835951786356
7024,aaf21925-4fcc-5841-b6e5-9afdf75a3b2e,mmlu-pro-economics,-5.8867058753967285,1.654435634613037,3.5892285481095314,0.9608543072387399
8716,8ac653fc-14f9-58aa-8306-e008d51ca0eb,mmlu-pro-math,-6.450151443481445,1.3770993947982788,-2.453895092010498,3.5544604670721176
11335,3e2b3d28-4ac1-5898-ad61-f5a58cee8698,mmlu-pro-engineering,-6.820380687713623,2.908828020095825,-2.9374653100967407,4.057441024548772
8315,000ad3d2-6b2a-5bee-baf2-fdf780b4e068,mmlu-pro-math,-8.667900085449219,1.965057373046875,-2.249849855899811,3.7317489381001843
7623,3c6f3a85-c058-543a-8226-852972410970,mmlu-pro-economics,-9.349905967712402,3.8959908485412598,4.9951698780059814,3.046512095392886
6956,ba87d469-ec2e-5a8f-95e8-b3065f20b584,mmlu-pro-economics,-10.408658981323242,2.2421858310699463,-3.4721930846571922,0.8935556556214145
6311,d61248f3-8e80-5097-8892-10c086a492d2,mmlu-pro-health,-12.030109405517578,1.4424026012420654,-4.839080810546875,1.3832720781417798
384,6a01ee27-4246-5bb7-b1b7-bbea2dc28deb,mmlu-pro-business,-12.219632148742676,1.6447864770889282,0.5399931073188782,0.6358275715257264
