difficulty_bin,judge_model,judge_score_mean,n_items
10,qwen_qwen3_5_0_8b,0.5384615384615384,13
10,qwen_qwen3_5_27b,0.6153846153846154,13
10,qwen_qwen3_5_2b,0.4230769230769231,13
10,qwen_qwen3_5_4b,0.5769230769230769,13
10,qwen_qwen3_5_9b,0.5384615384615384,13
11,claude_haiku_4_5_20251001,0.7307692307692307,13
11,claude_sonnet_4_6,0.8333333333333334,12
11,mistralai_ministral_3_14b_instruct_2512_bf16,0.7307692307692307,13
11,mistralai_ministral_3_3b_instruct_2512_bf16,0.5384615384615384,13
11,mistralai_ministral_3_8b_instruct_2512_bf16,0.6923076923076923,13
11,qwen_qwen3_5_0_8b,0.5769230769230769,13
11,qwen_qwen3_5_27b,0.7692307692307693,13
11,qwen_qwen3_5_2b,0.5769230769230769,13
11,qwen_qwen3_5_4b,0.7692307692307693,13
11,qwen_qwen3_5_9b,0.8461538461538461,13
12,claude_haiku_4_5_20251001,0.5769230769230769,13
12,claude_sonnet_4_6,0.7692307692307693,13
12,mistralai_ministral_3_14b_instruct_2512_bf16,0.6538461538461539,13
12,mistralai_ministral_3_3b_instruct_2512_bf16,0.6923076923076923,13
12,mistralai_ministral_3_8b_instruct_2512_bf16,0.5769230769230769,13
12,qwen_qwen3_5_0_8b,0.5384615384615384,13
12,qwen_qwen3_5_27b,0.6923076923076923,13
12,qwen_qwen3_5_2b,0.5384615384615384,13
12,qwen_qwen3_5_4b,0.6153846153846154,13
12,qwen_qwen3_5_9b,0.5769230769230769,13
