question_id,solver_item_id,solver_difficulty_meta,solver_platform,solver_difficulty_centered,solver_difficulty_centered_laplace_se,judge_difficulty_centered,judge_difficulty_centered_laplace_se,judge_difficulty_pair_sd,judge_n_pair_items,solver_difficulty_percentile,judge_difficulty_percentile
3522,3522,medium,leetcode,4.924654483795166,12.709882736206055,-6.040530204772949,5.458930492401123,0.0,1,95.85798816568047,5.325443786982249
arc186_d,arc186_d,hard,atcoder,4.898825168609619,11.663267135620117,-2.8069558143615723,2.693607743095549,4.4746382246923915,3,95.71005917159763,21.005917159763314
3701,3701,hard,leetcode,4.896914005279541,12.610650062561035,-5.779340744018555,3.3059873580932617,0.0,1,95.56213017751479,6.21301775147929
3000,3000,medium,leetcode,4.89034366607666,9.564043045043945,1.0729900201161702,0.39724815009489123,2.9989175504574863,6,95.41420118343196,64.05325443786982
3498,3498,medium,leetcode,4.88112211227417,10.869807243347168,1.0023568272590637,0.4171144607287776,0.9977826432252725,4,95.26627218934911,62.8698224852071
3153,3153,hard,leetcode,4.869481086730957,11.732963562011719,2.2744133472442627,0.9167662858963013,0.0,1,95.11834319526628,79.28994082840237
2848,2848,medium,leetcode,4.860385417938232,10.696382522583008,-2.8963623046875,1.2632763385772705,0.0,1,94.97041420118343,20.562130177514792
3414,3414,hard,leetcode,4.856320381164551,11.818414688110352,-1.0929171244303386,1.919730540176644,6.57876707503704,6,94.8224852071006,36.09467455621302
abc311_d,abc311_d,medium,atcoder,4.853011608123779,9.483860969543457,-1.842570722103119,1.5861602285483318,3.7707396554873576,4,94.67455621301775,28.402366863905325
arc184_e,arc184_e,hard,atcoder,4.850574970245361,12.050809860229492,-4.775331211090088,1.4598692847194328,1.8332517370895787,5,94.5266272189349,10.059171597633137
3720,3720,medium,leetcode,4.827366352081299,12.175336837768555,1.2417091131210327,0.7622302077534858,3.0159137450060145,5,94.37869822485207,65.68047337278107
3403,3403,medium,leetcode,4.800346851348877,10.458582878112793,-4.124332919716835,1.060387992402943,4.429788657234567,4,94.23076923076923,13.017751479289942
3360,3360,medium,leetcode,4.797280788421631,11.16486644744873,-1.3646103739738464,1.1811111370508796,3.87719960931612,2,94.0828402366864,34.171597633136095
3362,3362,hard,leetcode,4.792505741119385,10.586584091186523,2.437270402908325,0.7694198489189148,0.0,1,93.93491124260355,80.32544378698225
3805,3805,medium,leetcode,4.773219108581543,11.13947868347168,-5.610695934295654,1.8777568193110086,1.8260831816938372,5,93.78698224852072,6.804733727810651
3261,3261,hard,leetcode,4.746747016906738,11.293896675109863,-2.1338071652821133,1.2227096892040117,4.383440339511506,7,93.63905325443787,23.816568047337277
3563,3563,hard,leetcode,4.740189552307129,8.305497169494629,1.4014911651611328,1.2293618186367603,6.30327668023031,5,93.49112426035504,68.34319526627219
3493,3493,medium,leetcode,4.728394508361816,11.214618682861328,-3.4099499583244324,1.6617165444598243,8.516474189776853,4,93.34319526627219,16.715976331360945
3229,3229,medium,leetcode,4.727475166320801,11.213702201843262,1.5690403580665588,1.3216359146415855,7.954698741457378,6,93.19526627218934,70.26627218934911
3395,3395,medium,leetcode,4.722988128662109,11.60702896118164,2.0067287484804788,1.1319376537791452,6.112827916500181,6,93.04733727810651,76.92307692307693
abc321_e,abc321_e,hard,atcoder,4.706039905548096,8.547562599182129,-0.21957717623029435,1.5263512983503629,7.610427189376066,7,92.89940828402366,47.0414201183432
1883_C,1883_C,medium,codeforces,4.695902347564697,11.412996292114258,-1.6903727054595947,2.776851952127006,6.170648946599709,2,92.75147928994083,30.917159763313613
2920,2920,medium,leetcode,4.689908504486084,9.88685417175293,4.399723380804062,2.0530405624741705,6.33904988306157,4,92.60355029585799,91.42011834319527
3725,3725,hard,leetcode,4.681280612945557,11.330605506896973,0.9119614164034525,3.073263742097121,8.588488241203178,3,92.45562130177515,61.68639053254438
3193,3193,easy,leetcode,4.666429042816162,10.71683120727539,-3.6867666244506836,4.799604415893555,0.0,1,92.3076923076923,15.680473372781064
2845,2845,medium,leetcode,4.647964954376221,10.66435718536377,2.884443759918213,0.8614763617515564,0.0,1,92.15976331360946,83.57988165680473
3571,3571,hard,leetcode,4.634087085723877,9.492000579833984,2.5073161125183105,1.1946041822232707,5.963695001800099,4,92.01183431952663,81.50887573964496
3733,3733,hard,leetcode,4.623002052307129,9.580992698669434,0.1439676523208618,1.7244633515957595,2.90045758431347,5,91.86390532544378,52.366863905325445
3649,3649,medium,leetcode,4.614998817443848,10.730358123779297,-0.016566383838653564,0.8158591193430021,3.5337107986118523,5,91.71597633136095,49.556213017751475
abc364_e,abc364_e,hard,atcoder,4.614677429199219,8.65827751159668,5.291081607341766,3.0943549312681964,5.531998172582616,2,91.5680473372781,93.93491124260355
3573,3573,medium,leetcode,4.61306619644165,9.30445384979248,-1.1174200057983399,1.3299503600755533,6.769518915091862,5,91.42011834319527,35.798816568047336
3428,3428,easy,leetcode,4.600164413452148,10.948805809020996,-3.796273708343506,3.035059690475464,0.0,1,91.27218934911244,14.349112426035504
2857,2857,easy,leetcode,4.548600196838379,10.423690795898438,-0.7542714178562164,1.2701844975003964,7.676737559981815,4,91.12426035502959,40.0887573964497
3446,3446,easy,leetcode,4.544615268707275,8.220781326293945,2.909660577774048,0.9003755450248718,0.0,1,90.97633136094674,84.02366863905326
abc386_d,abc386_d,hard,atcoder,4.527893543243408,7.227210998535156,1.2600887775421143,2.745119031670113,8.33422686408069,5,90.8284023668639,66.12426035502959
3587,3587,medium,leetcode,4.524838447570801,9.45649528503418,4.190207362174988,1.9888522154254782,4.418959840284226,6,90.68047337278107,90.8284023668639
3252,3252,easy,leetcode,4.518213748931885,10.41543197631836,3.5955324172973633,0.6979304805607336,1.6591555358781591,2,90.53254437869822,88.6094674556213
3363,3363,medium,leetcode,4.513256549835205,7.524595260620117,1.93574853738149,3.108003256896209,8.401599944388776,3,90.38461538461539,75.44378698224851
2839,2839,hard,leetcode,4.505387306213379,9.442462921142578,0.6125053366025289,0.8789037469403955,4.052320685926609,6,90.23668639053254,58.28402366863905
3192,3192,medium,leetcode,4.502561569213867,10.00613021850586,-1.5009381373723347,1.7584927143888398,5.349251395831794,6,90.08875739644971,32.544378698224854
2891,2891,medium,leetcode,4.4994707107543945,9.909802436828613,-0.2005952000617981,0.6920155383130983,0.40288012333539264,2,89.94082840236686,47.337278106508876
arc193_d,arc193_d,hard,atcoder,4.47275447845459,8.58592414855957,-0.21864080429077148,0.998445987701416,0.0,1,89.79289940828401,47.18934911242604
3018,3018,medium,leetcode,4.451902866363525,9.662772178649902,1.9976953268051147,5.27301549911499,0.0,1,89.64497041420118,76.77514792899409
arc188_a,arc188_a,hard,atcoder,4.4480414390563965,10.137175559997559,-0.6445914208889008,1.8526037202885595,4.382556707806535,4,89.49704142011834,42.89940828402367
2757,2757,hard,leetcode,4.447990894317627,9.225255966186523,1.7919912338256836,1.0670602321624756,0.0,1,89.3491124260355,72.92899408284023
2876,2876,easy,leetcode,4.440749645233154,9.737874031066895,1.7861697673797607,5.867897987365723,0.0,1,89.20118343195266,72.63313609467455
3329,3329,medium,leetcode,4.437349319458008,7.107353210449219,2.857599973678589,1.6556408928440731,5.322635560391123,4,89.05325443786982,83.28402366863905
3200,3200,medium,leetcode,4.42957878112793,7.411144256591797,0.6650382876396179,0.6052925864805537,0.8143439581322109,2,88.90532544378699,59.319526627218934
2850,2850,medium,leetcode,4.399789810180664,9.232826232910156,1.5523361563682556,1.207992806262917,0.6985549849720675,7,88.75739644970415,69.8224852071006
3184,3184,hard,leetcode,4.395254611968994,9.647186279296875,-1.0414492289225261,2.8010673403502757,4.353224573017913,3,88.6094674556213,37.1301775147929
3466,3466,hard,leetcode,4.391762733459473,9.658286094665527,-6.07704222202301,1.371283189075027,11.809791573061265,2,88.46153846153845,5.029585798816568
2868,2868,medium,leetcode,4.391308307647705,8.152791023254395,0.4891246557235718,1.0045877695083618,0.0,1,88.31360946745562,56.6568047337278
2827,2827,hard,leetcode,4.383759498596191,9.24764347076416,-2.7155903577804565,1.209664804836089,3.8321873226311856,4,88.16568047337277,21.597633136094675
abc340_e,abc340_e,hard,atcoder,4.37668514251709,7.544722080230713,-2.040578454732895,2.5936542105287943,3.9710120557826523,4,88.01775147928994,25.591715976331358
3345,3345,hard,leetcode,4.370256423950195,8.347169876098633,-7.648049354553223,2.601732539649889,0.6441427612591527,2,87.86982248520711,1.9230769230769231
arc195_e,arc195_e,hard,atcoder,4.357291221618652,7.606838226318359,-2.5670692920684814,2.302917198345564,6.847996680989684,2,87.72189349112426,22.189349112426036
3751,3751,medium,leetcode,4.3099751472473145,9.15450668334961,-0.6796442866325378,1.6087364852690802,4.126762991463458,6,87.57396449704143,42.75147928994083
3327,3327,hard,leetcode,4.3046088218688965,8.660359382629395,8.643290519714355,10.132434844970703,0.0,1,87.42603550295857,98.5207100591716
2953,2953,medium,leetcode,4.297624588012695,8.718607902526855,-10.979582786560059,2.02913498878479,0.0,1,87.27810650887574,0.591715976331361
3784,3784,hard,leetcode,4.2699737548828125,9.21761703491211,-3.220447927713394,3.9600360168729125,5.947923470705681,4,87.13017751479289,17.307692307692307
3388,3388,medium,leetcode,4.26993465423584,9.11618423461914,-0.7058335542678833,1.106339454650879,0.0,1,86.98224852071006,40.976331360946745
abc358_e,abc358_e,hard,atcoder,4.262312412261963,8.848150253295898,0.9887260794639587,1.070606759867845,7.6436549558859985,4,86.83431952662723,62.721893491124256
abc354_d,abc354_d,hard,atcoder,4.26175594329834,8.950310707092285,-4.1202138513326645,2.387632370999501,3.5518955746444436,4,86.68639053254438,13.165680473372781
3702,3702,easy,leetcode,4.254472732543945,8.242504119873047,-1.6936298608779907,2.8273567116305647,4.034395580075969,3,86.53846153846155,30.62130177514793
3594,3594,medium,leetcode,4.239177227020264,7.269225120544434,-0.6954026619593302,4.185697235773341,4.015176566186601,3,86.3905325443787,41.56804733727811
3462,3462,medium,leetcode,4.238209247589111,7.54714822769165,5.8495800495147705,1.7838018320508586,4.498616705564501,2,86.24260355029585,94.97041420118343
abc310_f,abc310_f,hard,atcoder,4.232032775878906,7.896997928619385,0.922074168920517,1.8182520490272833,3.610668370523978,4,86.09467455621301,61.98224852071006
abc335_c,abc335_c,medium,atcoder,4.229864597320557,8.417037010192871,0.5702408790588379,2.0352936187428585,3.145704227691632,5,85.94674556213018,57.544378698224854
3754,3754,medium,leetcode,4.228706359863281,9.104857444763184,-2.1655024460383823,1.4955512978064356,5.091108538829554,7,85.79881656804734,23.668639053254438
2954,2954,medium,leetcode,4.213501453399658,9.066091537475586,1.258302479982376,2.77718310338859,0.3708748602474325,2,85.6508875739645,65.97633136094674
abc326_d,abc326_d,hard,atcoder,4.211868762969971,8.896696090698242,2.2579652269681296,1.9681704518044485,6.425876241635401,6,85.50295857988166,78.99408284023669
3631,3631,hard,leetcode,4.207329273223877,8.559476852416992,2.1604491472244263,1.4651892565323246,4.077562905058537,6,85.35502958579882,78.40236686390533
3024,3024,hard,leetcode,4.19895601272583,7.967503070831299,2.1018572747707367,1.3922884390946129,0.9531358926870458,6,85.20710059171599,77.36686390532545
3696,3696,hard,leetcode,4.195857048034668,8.915475845336914,5.396242380142212,1.7740107133019782,3.656171070777883,4,85.05917159763314,94.0828402366864
3017,3017,hard,leetcode,4.16879940032959,7.401452541351318,1.0197282433509827,3.6942672768366105,0.1932238285784371,2,84.91124260355029,63.165680473372774
2828,2828,medium,leetcode,4.166142463684082,7.966781139373779,-0.6879969835281372,1.1010099649429321,0.0,1,84.76331360946746,42.01183431952663
3211,3211,hard,leetcode,4.165755271911621,8.21150016784668,1.1057458519935608,1.6192415757481047,0.7567954826495855,4,84.61538461538461,64.3491124260355
abc321_c,abc321_c,medium,atcoder,4.161392688751221,8.742779731750488,-2.476569890975952,4.578127902104482,7.02915732288103,2,84.46745562130178,22.633136094674555
3783,3783,hard,leetcode,4.156970500946045,7.212311267852783,-2.2426703214645385,1.4628897243613324,4.573867429753932,5,84.31952662721893,23.37278106508876
3683,3683,medium,leetcode,4.150973320007324,8.451308250427246,2.4822545289993285,2.386329537478908,4.051562494068596,5,84.1715976331361,81.06508875739645
arc182_c,arc182_c,hard,atcoder,4.146622180938721,7.154090404510498,-0.05463075637817383,2.928502623000637,4.156670557051128,2,84.02366863905326,49.112426035502956
3411,3411,hard,leetcode,4.139528274536133,8.001830101013184,-4.096477627754211,1.6239685903789958,5.490903761996139,6,83.87573964497041,13.313609467455622
3759,3759,medium,leetcode,4.133845806121826,7.5031938552856445,-1.7988545894622803,2.649916130402498,5.7582781116229365,2,83.72781065088756,28.846153846153843
abc395_f,abc395_f,hard,atcoder,4.129131317138672,7.817134380340576,-2.794750618934631,2.1704561102508455,4.1433030082219,5,83.57988165680473,21.153846153846153
2866,2866,easy,leetcode,4.125316619873047,7.0647687911987305,-5.103836536407471,4.2655720710754395,0.0,1,83.4319526627219,8.431952662721894
3697,3697,hard,leetcode,4.121373653411865,8.617193222045898,4.469057965278625,2.738236501953387,6.978183783060366,5,83.28402366863905,92.15976331360946
3033,3033,medium,leetcode,4.1200852394104,7.319214344024658,-1.4484273552894593,1.4335092430795782,3.747633444521242,5,83.13609467455622,33.43195266272189
3600,3600,easy,leetcode,4.119974613189697,8.095911979675293,-6.51035475730896,1.9466975785239737,0.5630242392167814,2,82.98816568047337,4.437869822485207
2777,2777,easy,leetcode,4.119192123413086,8.401941299438477,0.1407463550567627,1.251657485961914,0.0,1,82.84023668639054,52.2189349112426
3047,3047,hard,leetcode,4.118523120880127,7.028183937072754,8.348287582397461,2.6729846046396473,0.7000652229121355,2,82.6923076923077,98.07692307692307
3196,3196,hard,leetcode,4.110599517822266,7.65146017074585,-4.260812282562256,2.5573640484971927,1.9997492763165152,2,82.54437869822485,12.278106508875739
3653,3653,medium,leetcode,4.109981060028076,7.332257270812988,-1.144456923007965,3.0017906979134303,4.893565755422394,3,82.39644970414201,35.35502958579882
3460,3460,hard,leetcode,4.093045711517334,7.8318939208984375,-0.9236947468348912,1.201025902798913,3.3875535813866593,7,82.24852071005917,38.75739644970414
3383,3383,medium,leetcode,4.09052848815918,6.000940799713135,-2.944108545780182,0.8922479264213391,3.7755139309626142,2,82.10059171597634,19.97041420118343
3584,3584,medium,leetcode,4.078927040100098,7.514369964599609,4.835342764854431,3.039649025401673,6.840362875199997,2,81.95266272189349,93.19526627218934
3620,3620,medium,leetcode,4.068395137786865,7.314672946929932,-5.646617412567139,2.308178621508043,0.5095710764481018,3,81.80473372781066,6.656804733727811
3739,3739,hard,leetcode,4.060940265655518,6.641922473907471,-1.063165545463562,2.0351771057009143,7.182367635484608,4,81.65680473372781,36.68639053254438
3306,3306,medium,leetcode,4.0522027015686035,7.879034042358398,-2.7537391980489097,3.077399372100414,5.788629893808592,3,81.50887573964496,21.301775147928996
abc390_f,abc390_f,hard,atcoder,4.044079780578613,7.20051908493042,1.3285006682078044,2.010076558356187,1.2223061767328989,6,81.36094674556213,67.15976331360946
3402,3402,hard,leetcode,4.041693210601807,7.903295516967773,-3.084512495994568,2.8380493837264935,4.664883202274055,5,81.21301775147928,19.08284023668639
abc320_c,abc320_c,medium,atcoder,4.040778636932373,7.909121513366699,0.9145909150441488,1.2977255362795024,4.643535719861836,6,81.06508875739645,61.834319526627226
3471,3471,easy,leetcode,4.020407676696777,7.432740688323975,-3.792591780424118,2.1891106215307574,2.814972019002238,4,80.9171597633136,14.497041420118343
abc364_c,abc364_c,medium,atcoder,4.007323741912842,7.426660060882568,-1.0029436548550923,1.179821717112427,5.95655838317459,6,80.76923076923077,37.721893491124256
3541,3541,medium,leetcode,3.9953999519348145,7.1052141189575195,-0.7111586332321167,1.1079585552215576,0.0,1,80.62130177514793,40.532544378698226
3793,3793,medium,leetcode,3.9910712242126465,7.874243259429932,4.710155367851257,1.6876371912436403,5.74459808753327,2,80.4733727810651,92.60355029585799
abc391_d,abc391_d,medium,atcoder,3.9845681190490723,6.387482166290283,-1.4765880107879639,1.4872130849430654,4.746498843221685,2,80.32544378698225,32.98816568047337
3781,3781,hard,leetcode,3.9668922424316406,7.427616596221924,3.2431870698928833,0.648396828115143,0.39472091493216865,2,80.1775147928994,86.3905325443787
abc325_f,abc325_f,hard,atcoder,3.9635400772094727,7.861143112182617,4.460157056649526,1.5255392510940098,3.0690207380213903,6,80.02958579881657,92.01183431952663
abc361_f,abc361_f,hard,atcoder,3.9564948081970215,7.849895000457764,7.204208791255951,0.9781976546399064,7.449394867132361,2,79.88165680473372,97.0414201183432
3195,3195,medium,leetcode,3.950270175933838,7.490825176239014,-1.4919365644454956,1.1814857721328735,0.0,1,79.73372781065089,32.84023668639053
arc189_b,arc189_b,hard,atcoder,3.9412589073181152,7.551851749420166,-4.7842033704121905,1.8409668298554882,7.924230831549028,3,79.58579881656804,9.911242603550296
3621,3621,easy,leetcode,3.926259994506836,6.723245143890381,1.3168929815292358,0.6111812724845445,1.3550024664245044,2,79.43786982248521,67.01183431952663
3548,3548,hard,leetcode,3.9102327823638916,7.8409528732299805,2.260023812452952,0.937289497969684,3.0859036080171323,6,79.28994082840237,79.14201183431953
3591,3591,medium,leetcode,3.8940494060516357,6.782261371612549,-1.0224891503651936,1.106347990772204,3.9412965949140633,3,79.14201183431953,37.278106508875744
3737,3737,medium,leetcode,3.891723871231079,7.64345645904541,-8.776025116443634,1.622294172997539,11.240650393132704,2,78.99408284023669,1.3313609467455623
3770,3770,hard,leetcode,3.878814458847046,6.325817108154297,3.1471117564610074,1.0307329960017444,4.541366402270431,7,78.84615384615384,85.50295857988166
3616,3616,easy,leetcode,3.8755221366882324,6.818523406982422,3.7876036961873374,1.0411151708695117,4.5895127953125,3,78.69822485207101,89.49704142011834
3750,3750,medium,leetcode,3.875305652618408,7.11401891708374,-3.9705833196640015,1.5801535067729997,2.5480190811894334,3,78.55029585798816,13.461538461538462
abc333_d,abc333_d,medium,atcoder,3.8591554164886475,7.502347469329834,0.08740103244781494,1.7578949305190978,4.812512287601118,6,78.40236686390533,50.887573964497044
3560,3560,hard,leetcode,3.8577475547790527,6.926301002502441,-1.6709020535151164,2.236854600253349,3.879536689060556,3,78.2544378698225,31.21301775147929
3213,3213,medium,leetcode,3.855287790298462,7.265336036682129,-1.4997249841690063,1.182474970817566,0.0,1,78.10650887573965,32.69230769230769
2878,2878,medium,leetcode,3.852937698364258,6.4095916748046875,-4.981295704841614,2.062699594843077,6.787058503427047,3,77.9585798816568,8.875739644970414
3654,3654,medium,leetcode,3.8486831188201904,6.10858678817749,-5.683897972106934,1.7632318216490104,1.8659162726892473,4,77.81065088757396,6.508875739644971
abc377_e,abc377_e,hard,atcoder,3.8436944484710693,6.3309550285339355,-1.8360481023788453,1.414173686445677,8.313678964381774,5,77.66272189349112,28.550295857988168
3154,3154,easy,leetcode,3.8343567848205566,6.058048725128174,5.698931813240051,3.3005298186812775,5.3713843722214225,2,77.51479289940828,94.5266272189349
abc301_c,abc301_c,medium,atcoder,3.833648681640625,6.252531051635742,-3.1293634176254272,5.131397170501348,5.803162221464748,4,77.36686390532545,18.34319526627219
abc359_e,abc359_e,hard,atcoder,3.8319075107574463,5.535269260406494,-2.9524967273076377,2.0523959720679756,2.9709789473099195,3,77.2189349112426,19.674556213017752
abc374_f,abc374_f,hard,atcoder,3.827648639678955,6.879674434661865,3.6230528354644775,2.2513113686122574,7.804610197179729,4,77.07100591715977,88.75739644970415
3603,3603,hard,leetcode,3.80654239654541,7.14599609375,3.1927920132875443,1.8881301384658877,3.273984935943205,4,76.92307692307693,85.79881656804734
3717,3717,hard,leetcode,3.8064124584198,7.459090709686279,1.1664707958698273,2.662415809038446,7.472351782522441,4,76.77514792899409,64.94082840236686
3588,3588,hard,leetcode,3.7966666221618652,6.942492961883545,0.8441968858242035,1.3128466162556554,0.8847485595564462,4,76.62721893491124,60.946745562130175
3080,3080,medium,leetcode,3.795248031616211,7.306456089019775,2.1683443784713745,1.5158345923933636,5.1001811487644275,6,76.4792899408284,78.55029585798816
3496,3496,medium,leetcode,3.7939114570617676,6.780692100524902,-1.9936971366405487,1.8961666229570127,3.6899562464520934,4,76.33136094674556,26.183431952662723
3552,3552,hard,leetcode,3.7889883518218994,6.387227535247803,-3.164342184861501,2.8833798320638127,3.648419033962466,3,76.18343195266272,18.04733727810651
3794,3794,medium,leetcode,3.781818389892578,6.636505126953125,-0.5780130624771118,1.3280894695809795,5.608242939631309,5,76.03550295857988,43.786982248520715
2879,2879,hard,leetcode,3.7815186977386475,6.737617492675781,0.7236126065254211,2.71331229861889,0.6140476267453153,3,75.88757396449705,60.05917159763313
3687,3687,hard,leetcode,3.7629499435424805,6.4333882331848145,0.08897042274475098,0.8879112601280212,0.0,1,75.7396449704142,51.03550295857988
3562,3562,hard,leetcode,3.7571520805358887,7.2560858726501465,1.5245016098022461,1.569674465538321,3.2851048063581527,5,75.59171597633136,69.67455621301775
3264,3264,medium,leetcode,3.750640392303467,6.525994777679443,-1.0791586637496948,1.1341607570648193,0.0,1,75.44378698224851,36.24260355029586
2882,2882,medium,leetcode,3.747753381729126,6.556984901428223,-4.622485160827637,7.639568328857422,0.0,1,75.29585798816568,10.650887573964498
abc310_d,abc310_d,medium,atcoder,3.733079433441162,6.30859899520874,0.5115079681078593,1.4417457105790534,5.2707773155416255,6,75.14792899408283,56.95266272189349
3423,3423,hard,leetcode,3.7327046394348145,5.811645984649658,3.061941885948181,1.226952418415157,5.8206873546002145,5,75.0,84.91124260355029
3583,3583,hard,leetcode,3.7282874584198,6.900345802307129,-3.8136013746261597,2.8664458270181115,8.066496969030197,2,74.85207100591717,14.201183431952662
3025,3025,hard,leetcode,3.7281336784362793,6.432509899139404,2.4813972413539886,1.4795404802952425,1.278096426068924,4,74.70414201183432,80.9171597633136
2952,2952,hard,leetcode,3.727961301803589,6.5363030433654785,0.3795343041419983,1.9337755009977637,4.614429740483846,4,74.55621301775149,55.17751479289941
abc307_d,abc307_d,medium,atcoder,3.721559524536133,6.273529529571533,1.9512463212013245,1.5928681369343403,6.830653929568859,5,74.40828402366864,76.03550295857988
2849,2849,hard,leetcode,3.6976611614227295,6.037755966186523,-0.6162063121795655,1.434958654823683,4.0464485381110675,5,74.2603550295858,43.49112426035503
3394,3394,medium,leetcode,3.6967763900756836,6.220586776733398,7.128010193506877,3.0700074806786666,4.265685431996123,3,74.11242603550295,96.89349112426035
3482,3482,hard,leetcode,3.6940555572509766,6.7090582847595215,6.375059962272644,3.1211745198186405,7.121526861839688,2,73.96449704142012,96.15384615384616
arc186_b,arc186_b,hard,atcoder,3.6929931640625,6.1893229484558105,-4.618013381958008,7.469247341156006,0.0,1,73.81656804733728,10.798816568047338
3032,3032,hard,leetcode,3.6876537799835205,6.468958377838135,-1.9985498984654744,2.4160688356333266,3.072240266114826,3,73.66863905325444,26.035502958579883
abc399_e,abc399_e,hard,atcoder,3.681090831756592,6.411981582641602,2.6200575828552246,1.0265846252441406,0.0,1,73.5207100591716,82.24852071005917
3426,3426,easy,leetcode,3.676915168762207,6.490354061126709,-0.43383610248565674,1.0052400827407837,0.0,1,73.37278106508876,45.41420118343195
3657,3657,medium,leetcode,3.6764137744903564,5.834606170654297,0.6063741445541382,0.6737972289971086,4.045001295627312,5,73.22485207100591,57.98816568047337
3680,3680,hard,leetcode,3.6728150844573975,6.45584774017334,-3.8953628142674765,2.134712042524324,6.5381343330889115,6,73.07692307692307,13.905325443786982
