solver_item_id,solver_subset,solver_difficulty_centered,solver_difficulty_centered_laplace_se,judge_difficulty_centered,judge_difficulty_centered_laplace_se,kudge_split
167,Korean-Easy,0.9069024920463562,0.732278048992157,0.9899393916130066,0.8196275234222412,Easy
22,Korean-Easy,0.899514377117157,0.730889081954956,0.038162633776664734,0.6835582852363586,Easy
667,Korean-Hard,0.8754990696907043,0.7263268232345581,1.6056230068206787,0.9699419736862183,Hard
732,Korean-Hard,0.8721863031387329,0.6731945872306824,0.11643759161233902,0.6328674554824829,Hard
15,Korean-Easy,0.8601312637329102,0.6712912321090698,1.9102897644042969,1.0600203275680542,Easy
678,Korean-Hard,0.8575262427330017,0.7664303183555603,5.435126304626465,1.2425099611282349,Hard
741,Korean-Hard,0.8497053384780884,0.7215112447738647,5.392640590667725,1.2398059368133545,Hard
217,Korean-Easy,0.8404412269592285,2.297093629837036,-0.3846850097179413,0.725399911403656,Easy
659,Korean-Hard,0.8247424364089966,0.6665997505187988,0.34976622462272644,0.660384476184845,Hard
273,Korean-Easy,0.8191208243370056,0.7154623866081238,4.147679328918457,1.8606988191604614,Easy
717,Korean-Hard,0.8131837844848633,0.7143216729164124,-0.12285802513360977,0.6658070087432861,Hard
176,Korean-Easy,0.8108554482460022,2.249929904937744,-0.12335661053657532,0.6665146946907043,Easy
686,Korean-Hard,0.8092445135116577,0.6645922064781189,-0.33177265524864197,0.6457936763763428,Hard
268,Korean-Easy,0.7941488027572632,0.7104376554489136,0.35993054509162903,0.632638692855835,Easy
736,Korean-Hard,0.7938222885131836,0.7104110717773438,0.03243132680654526,0.6825011372566223,Hard
738,Korean-Hard,0.7935912609100342,0.7103893160820007,-0.240425705909729,0.6540184020996094,Hard
719,Korean-Hard,0.7934865355491638,0.7103780508041382,1.728132724761963,1.0051637887954712,Hard
744,Korean-Hard,0.7915224432945251,0.7099422812461853,-0.276965469121933,0.7359938621520996,Hard
90,Korean-Easy,0.7891740798950195,2.2132790088653564,-0.7121440172195435,0.6968900561332703,Easy
694,Korean-Hard,0.7664845585823059,0.6594976782798767,0.4667949676513672,0.6754783391952515,Hard
93,Korean-Easy,0.7573117017745972,0.753491997718811,1.417091965675354,1.1355704069137573,Easy
160,Korean-Easy,0.7509009838104248,0.7523860931396484,-3.7868292331695557,3.1287827491760254,Easy
728,Korean-Hard,0.7443608045578003,0.657086968421936,-1.60761559009552,0.7272288799285889,Hard
727,Korean-Hard,0.7231191992759705,0.696162760257721,5.406824111938477,1.2408021688461304,Hard
274,Korean-Easy,0.7082377672195435,0.8138048648834229,0.055964864790439606,0.6268594264984131,Easy
60,Korean-Easy,0.7051241993904114,0.6925190687179565,-1.0364538431167603,0.8110809922218323,Easy
145,Korean-Easy,0.7006881237030029,0.8134135603904724,1.299383282661438,0.7244145274162292,Easy
52,Korean-Easy,0.6997780203819275,0.8134270906448364,-0.6459205150604248,0.8485335111618042,Easy
662,Korean-Hard,0.6982144713401794,0.6911463141441345,-1.0229469537734985,0.6558520793914795,Hard
126,Korean-Easy,0.6946150660514832,0.8128557801246643,1.3675775527954102,0.7148361802101135,Easy
73,Korean-Easy,0.6891146898269653,0.8121504783630371,-0.2856912612915039,0.9150549173355103,Easy
61,Korean-Easy,0.6863157749176025,0.8118335604667664,0.6572977304458618,0.700524628162384,Easy
699,Korean-Hard,0.6845373511314392,0.6513767242431641,-0.34771209955215454,0.612135112285614,Hard
4,Korean-Easy,0.6771124005317688,2.0474705696105957,-1.524685025215149,0.7148222923278809,Easy
238,Korean-Easy,0.6710488200187683,0.8100427985191345,-2.1856517791748047,1.0540578365325928,Easy
170,Korean-Easy,0.6526957154273987,0.7387027740478516,0.06365454941987991,1.0415761470794678,Easy
726,Korean-Hard,0.6526159048080444,0.7386912107467651,-0.01992226019501686,0.6134095788002014,Hard
673,Korean-Hard,0.6518151760101318,0.7386344075202942,4.22059440612793,1.1917728185653687,Hard
188,Korean-Easy,0.6515441536903381,0.7386196255683899,-1.4353046417236328,0.7877623438835144,Easy
272,Korean-Easy,0.6510511636734009,0.7385665774345398,-1.5692259073257446,0.7213408946990967,Easy
233,Korean-Easy,0.6407039761543274,0.697297215461731,0.004995658993721008,0.622310996055603,Easy
50,Korean-Easy,0.6263303756713867,0.9689869284629822,0.4082995355129242,0.6326447129249573,Easy
223,Korean-Easy,0.6154535412788391,0.6750539541244507,-1.4356930255889893,0.787828803062439,Easy
709,Korean-Hard,0.613259494304657,0.9676572680473328,4.302719593048096,4.359023571014404,Hard
23,Korean-Easy,0.6130275726318359,0.9667682647705078,-1.2323704957962036,1.1504876613616943,Easy
47,Korean-Easy,0.6117507815361023,0.9674190282821655,0.43659281730651855,0.851777195930481,Easy
203,Korean-Easy,0.5984912514686584,0.671898365020752,-1.8224318027496338,1.0696004629135132,Easy
266,Korean-Easy,0.5974518656730652,0.9647677540779114,-0.521016538143158,0.712878406047821,Easy
674,Korean-Hard,0.5908556580543518,0.6448289155960083,-0.45080873370170593,1.1423598527908325,Hard
218,Korean-Easy,0.554990291595459,1.9000699520111084,0.13550406694412231,1.0762104988098145,Easy
255,Korean-Easy,0.5108479261398315,0.6568702459335327,1.6404799222946167,1.1886149644851685,Easy
110,Korean-Easy,0.510697603225708,0.7173939347267151,-0.6951143741607666,0.8428230285644531,Easy
653,Korean-Hard,0.4986169934272766,0.6549408435821533,0.2724144160747528,0.6508201360702515,Hard
264,Korean-Easy,0.48956942558288574,0.7888427972793579,-0.7278481125831604,0.6957675218582153,Easy
19,Korean-Easy,0.48942822217941284,0.7888332605361938,0.5981655120849609,0.8934668898582458,Easy
696,Korean-Hard,0.4729655385017395,0.7140434384346008,-1.950056791305542,3.099355459213257,Hard
186,Korean-Easy,0.44456273317337036,0.7826722860336304,0.12210885435342789,0.6922407150268555,Easy
735,Korean-Hard,0.4417916536331177,0.6405341625213623,0.841819167137146,0.6839098334312439,Hard
689,Korean-Hard,0.4417150020599365,0.6405292749404907,1.2942619323730469,0.75499027967453,Hard
714,Korean-Hard,0.4223272204399109,0.6405145525932312,-1.485344648361206,0.709535539150238,Hard
658,Korean-Hard,0.3830578923225403,0.7262139916419983,-1.3576557636260986,0.7068593502044678,Hard
236,Korean-Easy,0.36082765460014343,0.6931841373443604,0.18383565545082092,0.6994248628616333,Easy
104,Korean-Easy,0.33261802792549133,0.6886048316955566,0.6475807428359985,0.759809136390686,Easy
30,Korean-Easy,0.3253401517868042,0.7664309144020081,0.5962402820587158,0.8930649757385254,Easy
98,Korean-Easy,0.2952907085418701,0.6822205781936646,1.7311208248138428,1.0058883428573608,Easy
698,Korean-Hard,0.2931234538555145,0.6818434000015259,0.9477472901344299,0.681800901889801,Hard
87,Korean-Easy,0.27939605712890625,1.6321594715118408,0.6573522090911865,0.7005302906036377,Easy
740,Korean-Hard,0.20501714944839478,0.6667036414146423,0.6840509176254272,0.6604830622673035,Hard
154,Korean-Easy,0.20472773909568787,0.6667022705078125,-2.4864661693573,0.8920854330062866,Easy
724,Korean-Hard,0.17527908086776733,0.742642343044281,0.11972730606794357,0.6921597123146057,Hard
702,Korean-Hard,0.1614823043346405,0.7702544927597046,0.25153055787086487,0.6399452090263367,Hard
152,Korean-Easy,0.10309013724327087,0.7301947474479675,1.6558374166488647,0.8446981906890869,Easy
230,Korean-Easy,0.09651483595371246,0.6497094631195068,-1.1050199270248413,0.6665381193161011,Easy
196,Korean-Easy,0.07218348979949951,0.8807281255722046,-0.08502084016799927,0.669784426689148,Easy
743,Korean-Hard,0.06126786768436432,0.6448418498039246,-0.5666118860244751,0.6262852549552917,Hard
132,Korean-Easy,0.053805068135261536,0.7220916748046875,-1.3161041736602783,1.5487947463989258,Easy
254,Korean-Easy,0.02471078932285309,0.8707593679428101,0.6870562434196472,0.6609088182449341,Easy
141,Korean-Easy,0.013849228620529175,0.671735942363739,-0.6060853004455566,0.6319572925567627,Easy
124,Korean-Easy,0.013043135404586792,0.8708136081695557,-0.36116769909858704,0.898722767829895,Easy
668,Korean-Hard,0.012406423687934875,0.8707982897758484,0.011908359825611115,0.6122422814369202,Hard
24,Korean-Easy,-0.09414942562580109,0.623965322971344,0.14981353282928467,0.6364789605140686,Easy
239,Korean-Easy,-0.10495625436306,0.6896169781684875,1.6277706623077393,0.8075670003890991,Easy
207,Korean-Easy,-0.1289290189743042,0.6256793737411499,1.9171085357666016,1.0620924234390259,Easy
51,Korean-Easy,-0.13259170949459076,0.8406776785850525,-1.6575887203216553,2.363163948059082,Easy
243,Korean-Easy,-0.13393089175224304,0.8403698801994324,1.1377449035644531,0.7301524877548218,Easy
62,Korean-Easy,-0.13505615293979645,0.6265941858291626,2.568082571029663,0.9370666146278381,Easy
263,Korean-Easy,-0.13579189777374268,0.8404075503349304,-0.9981870055198669,0.8141720294952393,Easy
745,Korean-Hard,-0.14897216856479645,0.6892411112785339,-0.8586595058441162,0.6398607492446899,Hard
648,Korean-Hard,-0.20038729906082153,0.6813305020332336,-1.0377329587936401,0.811214029788971,Hard
262,Korean-Easy,-0.2103312611579895,0.621545135974884,-3.677964687347412,2.963172674179077,Easy
683,Korean-Hard,-0.21071270108222961,0.6795862913131714,2.627976179122925,0.9822298884391785,Hard
191,Korean-Easy,-0.2116679549217224,0.6215556859970093,0.06458956748247147,0.7786594033241272,Easy
119,Korean-Easy,-0.21179921925067902,0.6795879602432251,-0.5555113554000854,0.7098579406738281,Easy
201,Korean-Easy,-0.21272285282611847,0.621508002281189,-0.4285462498664856,0.650679886341095,Easy
227,Korean-Easy,-0.2269192337989807,0.6773302555084229,1.4305062294006348,0.8092515468597412,Easy
103,Korean-Easy,-0.23357738554477692,0.8170052170753479,0.550932765007019,0.7456815838813782,Easy
722,Korean-Hard,-0.2861023545265198,0.8027796149253845,-0.44561567902565,0.6377923488616943,Hard
74,Korean-Easy,-0.34918755292892456,0.7867740988731384,-0.8277934789657593,0.6377637386322021,Easy
106,Korean-Easy,-0.3492012917995453,0.7867492437362671,0.11464131623506546,1.0636377334594727,Easy
37,Korean-Easy,-0.3496861159801483,0.7867492437362671,1.1808677911758423,0.8607436418533325,Easy
139,Korean-Easy,-0.4124300479888916,0.7702404856681824,-2.1030654907226562,3.8124566078186035,Easy
96,Korean-Easy,-0.41258546710014343,0.7702466249465942,-0.2771188020706177,0.7359977960586548,Easy
78,Korean-Easy,-0.535508930683136,0.7423539757728577,-0.24024534225463867,0.6540162563323975,Easy
56,Korean-Easy,-0.5363568663597107,0.7423310875892639,-1.5057079792022705,1.9721494913101196,Easy
39,Korean-Easy,-0.5637530088424683,0.7372598052024841,0.22381961345672607,0.7040050029754639,Easy
46,Korean-Easy,-0.5648679733276367,0.7372676730155945,0.15860244631767273,0.6965233683586121,Easy
153,Korean-Easy,-0.5655949115753174,0.7372295260429382,-0.12309421598911285,0.6658100485801697,Easy
242,Korean-Easy,-0.5656777620315552,0.7372370958328247,1.1964977979660034,1.0736889839172363,Easy
220,Korean-Easy,-0.5890257358551025,0.7329766154289246,-0.4445960223674774,0.7196742296218872,Easy
65,Korean-Easy,-0.6058176755905151,0.7303190231323242,-0.29037079215049744,0.9145281910896301,Easy
127,Korean-Easy,-0.6290102005004883,0.7270344495773315,0.8786909580230713,0.7304028272628784,Easy
187,Korean-Easy,-0.6347081661224365,0.726237952709198,-0.9676488041877747,0.8165204524993896,Easy
128,Korean-Easy,-0.6512439846992493,0.7237856984138489,-1.4351426362991333,1.1041566133499146,Easy
198,Korean-Easy,-0.6563867330551147,0.7230657935142517,-0.9148651957511902,0.6444441676139832,Easy
116,Korean-Easy,-0.6741589307785034,0.7204763293266296,-2.529663324356079,0.9017009139060974,Easy
40,Korean-Easy,-0.6773654222488403,1.1158087253570557,-4.070703029632568,3.5768182277679443,Easy
676,Korean-Hard,-0.6819707751274109,0.7194391489028931,0.6155177354812622,0.6348031759262085,Hard
193,Korean-Easy,-0.6844756603240967,1.117356300354004,0.2972501814365387,1.1430002450942993,Easy
34,Korean-Easy,-0.6864455938339233,1.1176445484161377,0.9738085865974426,0.7043373584747314,Easy
1,Korean-Easy,-0.686809241771698,0.7188069820404053,0.9922801852226257,0.8198121190071106,Easy
49,Korean-Easy,-0.6869339942932129,1.1175497770309448,-0.30005744099617004,0.9132373929023743,Easy
85,Korean-Easy,-0.6910300254821777,1.1177842617034912,0.046734921634197235,0.6840652227401733,Easy
137,Korean-Easy,-0.6923202276229858,1.1178592443466187,4.259156227111816,1.8940556049346924,Easy
66,Korean-Easy,-0.6923214197158813,1.1175200939178467,-1.324609637260437,1.5322332382202148,Easy
114,Korean-Easy,-0.6928220987319946,1.1176230907440186,-0.6804506182670593,0.6994078755378723,Easy
146,Korean-Easy,-0.7020627856254578,0.6405339241027832,-1.1482056379318237,0.6727204918861389,Easy
17,Korean-Easy,-0.7199417948722839,0.7145528793334961,0.7298987507820129,1.260011076927185,Easy
260,Korean-Easy,-0.7201787829399109,0.7145277261734009,-0.6729662418365479,0.6999210119247437,Easy
710,Korean-Hard,-0.7354078888893127,0.7126503586769104,-0.7232193946838379,0.6442129015922546,Hard
20,Korean-Easy,-0.8191565871238708,1.0435571670532227,-4.259616851806641,3.949540853500366,Easy
151,Korean-Easy,-0.8219372630119324,1.0439260005950928,0.648400068283081,0.9073371291160583,Easy
174,Korean-Easy,-0.8279446959495544,1.0447430610656738,-0.13071608543395996,0.6650382280349731,Easy
275,Korean-Easy,-0.8283436298370361,1.0448447465896606,-0.6455234289169312,0.8485583066940308,Easy
157,Korean-Easy,-0.8451666831970215,1.0277608633041382,-0.21440210938453674,0.9371747374534607,Easy
9,Korean-Easy,-0.8454204201698303,1.0277607440948486,4.651018142700195,2.104557514190674,Easy
164,Korean-Easy,-0.8456135988235474,1.0278433561325073,-0.9384040236473083,0.6466476917266846,Easy
225,Korean-Easy,-0.8484402894973755,1.0282047986984253,1.3372831344604492,0.7952527403831482,Easy
156,Korean-Easy,-0.8485592603683472,1.0282132625579834,-2.101311683654785,1.0565991401672363,Easy
100,Korean-Easy,-0.8488135933876038,1.0282233953475952,-0.2491186261177063,0.73891681432724,Easy
32,Korean-Easy,-0.8508866429328918,1.0284396409988403,1.1714792251586914,0.7711597084999084,Easy
162,Korean-Easy,-0.8524443507194519,1.0286273956298828,0.6562609076499939,0.7004162669181824,Easy
269,Korean-Easy,-0.8891718983650208,0.6477382779121399,1.2938554286956787,0.7549387216567993,Easy
123,Korean-Easy,-0.9095393419265747,0.9777401089668274,2.9901366233825684,0.9898209571838379,Easy
28,Korean-Easy,-0.9108948111534119,0.977948009967804,0.5848907828330994,0.6909680366516113,Easy
77,Korean-Easy,-0.913006603717804,0.9783673286437988,2.4687163829803467,1.3055897951126099,Easy
246,Korean-Easy,-0.970363438129425,0.6927458047866821,-4.43226432800293,4.289424896240234,Easy
739,Korean-Hard,-0.9772909283638,0.9160076379776001,0.6507051587104797,0.9075429439544678,Hard
129,Korean-Easy,-0.9779021143913269,0.916420578956604,0.11028366535902023,0.7856600880622864,Easy
21,Korean-Easy,-0.9803963899612427,0.9171494245529175,1.9176164865493774,1.06247878074646,Easy
195,Korean-Easy,-1.0113708972930908,0.8915987610816956,1.4120726585388184,1.1341872215270996,Easy
2,Korean-Easy,-1.105238914489746,0.8407263159751892,0.2938821613788605,0.6534587740898132,Easy
211,Korean-Easy,-1.106968879699707,0.8408267498016357,0.596666157245636,0.8930982947349548,Easy
171,Korean-Easy,-1.1342136859893799,0.8325995802879333,2.7327709197998047,1.3333821296691895,Easy
