item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,loading_factor_2,dominant_factor,item_id_meta,pair_id,source,split,gold_letter,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
7403,4.6571655,5.064132,-4.6571655,-6.2515874,-4.246895,factor_1,7403,07019bab-fc3e-5c91-ac9c-36869cfe79b0,mmlu-pro-economics,gpt,B,3.8730009,3.9051893,-2.5900388,12.718304
8762,4.598358,5.005325,-4.598358,-2.225162,-2.1705704,factor_1,8762,730909ae-6903-517a-ad99-9991d2cfc217,mmlu-pro-math,gpt,B,6.639716,6.630118,-7.9897065,18.000357
3306,4.5729623,4.979929,-4.5729623,5.228614,5.919756,factor_2,3306,ad732066-b195-5f46-a39f-6f1184aa594b,mmlu-pro-biology,gpt,E,1.5163164,1.6475831,1.7506659,8.209192
5087,4.5572233,4.96419,-4.5572233,-4.022352,-1.855485,factor_1,5087,585e5a43-454b-56f7-aba3-fb4e22938020,mmlu-pro-other,gpt,J,6.1738935,6.1698546,-7.1287255,17.057106
2416,4.37851,4.7854767,-4.37851,-4.029206,-0.8242271,factor_1,2416,c20860f9-7468-546b-ae86-4ae6a6493de9,mmlu-pro-psychology,gpt,J,2.47691,2.5496237,-0.2117858,9.78274
3250,4.353663,4.7606297,-4.353663,-1.082936,0.5576725,factor_1,3250,49c0f568-1ac2-53dc-be78-f3eea93820fd,mmlu-pro-biology,gpt,J,4.1050367,4.1325116,-3.3390932,12.8603525
4426,4.3525496,4.7595162,-4.3525496,-0.4177964,1.185912,factor_2,4426,35eb196e-50d4-5501-8f44-cc5dc85f6291,mmlu-pro-chemistry,gpt,B,3.4581406,3.4998004,-2.100093,11.619125
6222,4.0296006,4.4365673,-4.0296006,-1.0269029,0.5348476,factor_1,6222,1c76021c-cb8e-5477-8f7e-88855d6dd547,mmlu-pro-health,gpt,J,3.545472,3.5850096,-2.5900517,11.463186
4529,3.9265368,4.3335032,-3.9265368,-2.2313468,-2.1786706,factor_1,4529,1ca1b199-b089-5951-8a57-28a320573def,mmlu-pro-chemistry,gpt,I,4.7911015,4.806424,-5.087088,13.754095
9524,3.8116283,4.218595,-3.8116283,-2.3763223,-0.85545594,factor_1,9524,34e8d16b-9824-5373-b735-d25a3df21044,mmlu-pro-physics,gpt,I,5.8036466,5.8043137,-7.1578603,15.595051
3899,3.5742629,3.9812293,-3.5742629,-2.9453588,-3.7524335,factor_2,3899,57500a89-7795-5299-b6a8-d0ab8da2687a,mmlu-pro-chemistry,gpt,E,17.281881,17.182255,-29.69599,37.658447
8286,3.344064,3.7510304,-3.344064,-2.6902885,-1.8529164,factor_1,8286,57ee26c0-cc5d-5c32-b782-c7b5e5da5730,mmlu-pro-math,gpt,F,6.6148467,6.605536,-9.19582,16.697882
1097,3.2804747,3.6874413,-3.2804747,-0.9518974,0.49793452,factor_1,1097,138e503c-b09d-5d19-82ff-0b5ddc3e7bf6,mmlu-pro-law,gpt,A,2.53739,2.6076632,-1.4235787,8.798462
9829,2.7449503,3.151917,-2.7449503,-4.1800027,-2.6992922,factor_1,9829,a6f94de7-dee6-579b-852a-1be7ca389cd2,mmlu-pro-physics,gpt,H,2.1570148,2.244429,-1.2471642,7.550998
5111,2.307463,2.7144294,-2.307463,0.19889787,-0.10045424,factor_1,5111,b6ade862-109b-5788-8c0c-eabe1f7e205a,mmlu-pro-other,gpt,B,1.090369,1.2722573,0.22080493,5.2080536
2201,2.2985094,2.7054758,-2.2985094,1.9706546,7.760903,factor_2,2201,e9963b54-87aa-5b3f-b524-66ed9f7b5489,mmlu-pro-psychology,gpt,F,3.8695948,3.9018552,-4.9421606,10.353112
2453,2.1195993,2.526566,-2.1195993,-0.11273514,-0.15243548,factor_2,2453,9536d58f-8a88-53be-b97e-45bb2d457c12,mmlu-pro-psychology,gpt,B,1.0676082,1.25306,0.07056832,4.982564
11147,2.1184986,2.525465,-2.1184986,-0.1127055,-0.1523282,factor_2,11147,70bf4c34-6b15-53e6-bb19-9094bdaf6c9f,mmlu-pro-philosophy,gpt,C,1.0671698,1.2526914,0.07018995,4.98074
11395,2.099304,2.5062704,-2.099304,-0.16719693,4.70965,factor_2,11395,83adf077-567f-5ce2-91e7-bf02decdaa21,mmlu-pro-engineering,gpt,B,2.4048312,2.4805808,-2.355668,7.368209
7978,2.0499067,2.4568734,-2.0499067,4.5713573,-4.18718,factor_1,7978,bd6f87f2-cb60-58b3-8b27-4eceab2bfc79,mmlu-pro-math,gpt,B,23.3126,23.170332,-42.956978,47.870728
10321,1.8582999,2.2652664,-1.8582999,-2.3364117,0.13768,factor_1,10321,9fbc9238-47af-5656-ac85-cf5b0c00fd8f,mmlu-pro-physics,gpt,H,39.20315,38.95347,-74.083534,78.61407
9337,1.723735,2.1307015,-1.723735,-2.664408,-0.23978993,factor_1,9337,df1964d5-629f-5b4a-bcd5-79137e8f3bc5,mmlu-pro-physics,gpt,H,53.25003,52.907326,-101.567665,105.82906
4789,1.6241543,2.0311208,-1.6241543,0.7510462,-0.22839758,factor_1,4789,14ead85f-e4c6-5ae2-a586-6388d9b9b4f1,mmlu-pro-history,gpt,B,0.806532,1.0426986,-0.012568474,4.07481
2687,1.603695,2.0106616,-1.603695,-0.8648569,-0.0052098483,factor_1,2687,ef607538-1628-5cce-bc92-093ff755586d,mmlu-pro-psychology,gpt,D,1.1217817,1.2989327,-0.5352464,4.5565696
1420,1.6009395,2.007906,-1.6009395,-0.8647229,-0.0046123415,factor_1,1420,e302b0a0-28d5-5a3c-b1af-fedcf5543e72,mmlu-pro-law,gpt,H,1.1211802,1.29842,-0.5369971,4.552809
5284,1.5964615,2.003428,-1.5964615,-0.6534785,-0.5823229,factor_1,5284,ebe368cb-5783-5f03-8471-e31295bc4438,mmlu-pro-other,gpt,C,0.95858073,1.1628062,-0.2756722,4.282528
2389,1.5876732,1.9946398,-1.5876732,-0.86178815,-0.0022007227,factor_1,2389,4d2085b1-24e4-5bcd-959a-13d3a83e39cd,mmlu-pro-psychology,gpt,B,1.1178071,1.2955463,-0.5446311,4.5339108
4382,1.5733889,1.9803555,-1.5733889,-0.021774963,0.5519744,factor_2,4382,ed01d44a-e1bc-5833-9a59-ea5f5a9ebd60,mmlu-pro-chemistry,gpt,D,1.0185648,1.2120954,-0.3953514,4.3560624
1978,1.5385855,1.9455521,-1.5385855,1.4983181,6.2398567,factor_2,1978,05ea6065-69da-58b9-a53b-872e8d940915,mmlu-pro-law,gpt,D,2.740645,2.8033483,-3.5490105,7.440115
11603,1.5112907,1.9182572,-1.5112907,-6.401732,0.8847673,factor_1,11603,b82d8f3f-f994-5775-b1b1-13420519ca81,mmlu-pro-engineering,gpt,G,1.8262937,1.9331857,-1.8707869,5.707301
765,1.4007989,1.8077655,-1.4007989,-0.2311849,-0.22827868,factor_1,765,8b33bb85-b242-5845-83f0-5cb7e32be529,mmlu-pro-business,gpt,F,1.1091719,1.2882,-0.7171066,4.332638
4471,1.3305405,1.7375071,-1.3305405,0.18134674,0.17112735,factor_1,4471,ea56946d-14fb-5016-9550-1216f26856f5,mmlu-pro-chemistry,gpt,D,1.0767509,1.2607577,-0.73357797,4.2085924
11185,1.326047,1.7330135,-1.326047,-0.6085429,-0.8420299,factor_2,11185,dcfbadd5-4b7c-5ffd-b66d-5cb0a380605d,mmlu-pro-philosophy,gpt,J,1.1748337,1.3444269,-0.90206325,4.36809
1622,1.2303765,1.637343,-1.2303765,-0.36499327,0.63532346,factor_2,1622,8de34479-e94c-5c30-9146-da3d92f7223c,mmlu-pro-law,gpt,E,1.0622026,1.2485175,-0.8097514,4.0844374
481,1.1488212,1.5557878,-1.1488212,-0.023571443,0.3456383,factor_2,481,83ec31fe-5063-5c77-9b1e-0c32f113a042,mmlu-pro-business,gpt,F,0.9065626,1.1208732,-0.6411238,3.7526994
84,0.98570156,1.3926681,-0.98570156,1.1435133,5.398426,factor_2,84,a6cfbfd9-3c72-5081-9433-8f57a9851d51,mmlu-pro-business,gpt,F,2.2563782,2.3388665,-3.1915102,5.9768467
2934,0.9684635,1.3754301,-0.9684635,-5.3789506,3.7211227,factor_1,2934,6c5f9b09-193f-5070-9dfd-2dee1f69a9a3,mmlu-pro-biology,gpt,F,7.382345,7.3645372,-13.059063,15.809923
294,0.86344594,1.2704124,-0.86344594,-13.650316,-1.1485472,factor_1,294,58d81545-6e2e-5388-b1b7-05ec20157459,mmlu-pro-business,gpt,B,3.2480469,3.2951436,-5.1880693,7.728894
3122,0.8468688,1.2538354,-0.8468688,-0.10082653,-0.38778383,factor_2,3122,14d2e455-2416-5cd3-8913-8f833aeab1b2,mmlu-pro-biology,gpt,H,0.7641899,1.0107307,-0.7271968,3.2348676
5304,0.817154,1.2241206,-0.817154,-0.44575238,0.22606523,factor_1,5304,907c3d20-a0dc-5b21-b4ba-1e784d7cfaf6,mmlu-pro-other,gpt,C,1.0698192,1.2549199,-1.2355225,3.6837637
1199,0.814471,1.2214376,-0.814471,-0.67350113,-0.22659071,factor_1,1199,8aaa1627-21b0-520f-b698-67cd5d77dbc9,mmlu-pro-law,gpt,J,0.8713331,1.0929483,-0.9207412,3.3636165
4891,0.75084656,1.1578131,-0.75084656,-5.958483,4.150813,factor_1,4891,d9cc990f-fb19-521e-a8fa-68f3325f8730,mmlu-pro-history,gpt,F,8.582452,8.552605,-15.605292,17.920918
10610,0.7399588,1.1469254,-0.7399588,2.2517042,6.694601,factor_2,10610,9e079604-2288-52ba-9d89-4868ccd34200,mmlu-pro-computer science,gpt,C,7.541164,7.521686,-13.595579,15.889431
1198,0.73400956,1.1409762,-0.73400956,0.054786146,0.2844661,factor_2,1198,a4eff39a-4f2e-5cee-a6de-b8e74625269f,mmlu-pro-law,gpt,B,0.739582,0.99249804,-0.80432,3.0862722
6072,0.7226268,1.1295934,-0.7226268,-0.08632921,-0.1675465,factor_2,6072,37577e35-cf0b-5880-97a1-857736d76651,mmlu-pro-health,gpt,H,0.7153963,0.97484344,-0.7810998,3.0402865
2759,0.7043886,1.1113552,-0.7043886,-0.4394119,-0.05911848,factor_1,2759,c67cf264-33f9-5730-aeea-a7364756a96b,mmlu-pro-psychology,gpt,D,0.8018591,1.0391353,-0.92535007,3.1480603
408,0.6972825,1.104249,-0.6972825,-3.6327639,3.8317075,factor_2,408,591677d2-ac1a-5a7c-9e21-b4918155fc9b,mmlu-pro-business,gpt,E,5.8673363,5.867173,-10.395411,12.603909
11138,0.6967757,1.1037422,-0.6967757,-0.21424145,-0.19823346,factor_1,11138,b958ea91-8f2a-55be-8c8b-d61cf90f5076,mmlu-pro-philosophy,gpt,D,0.7262081,0.98270226,-0.8223542,3.0298386
5033,0.69590074,1.1028674,-0.69590074,-0.8926312,5.881181,factor_2,5033,5e29323a-13d7-5bb1-814b-1b38db3dfc50,mmlu-pro-history,gpt,B,2.9515467,3.0072684,-4.791379,6.997113
4019,0.65586126,1.0628278,-0.65586126,-10.070608,-0.825843,factor_1,4019,129dfd5d-5786-57e3-8548-df0d26a42659,mmlu-pro-chemistry,gpt,G,2.232729,2.3163574,-3.4772327,5.602888
1803,0.6411478,1.0481143,-0.6411478,-0.09907126,0.37212414,factor_2,1803,01fb6121-e025-5251-a55f-f903c79e4ec6,mmlu-pro-law,gpt,J,0.7923198,1.0318878,-0.97438574,3.0706143
6004,0.5800303,0.9869969,-0.5800303,-1.2310545,7.4087615,factor_2,6004,b7bbea2c-8e83-50be-a385-70d16a0d507c,mmlu-pro-health,gpt,F,4.2716084,4.29591,-7.432987,9.4069805
6742,0.56157637,0.96854293,-0.56157637,-5.166219,3.463918,factor_1,6742,ca91b783-54e9-5fb6-9c30-a7ebf3ee7258,mmlu-pro-health,gpt,I,11.254558,11.201127,-20.985668,22.922752
10608,0.5556497,0.96261626,-0.5556497,-4.967143,3.3515759,factor_1,10608,799a7559-a3b1-5dc3-bec3-54d5e930fd24,mmlu-pro-computer science,gpt,D,10.207468,10.162895,-18.95666,20.881891
3242,0.55465835,0.9616249,-0.55465835,-4.249812,2.9070935,factor_1,3242,79d55355-34c0-5ba7-842e-65671b9858d9,mmlu-pro-biology,gpt,G,4.1259894,4.1530557,-7.178364,9.101614
8857,0.54817367,0.95514023,-0.54817367,-5.133981,3.4617507,factor_1,8857,26d7ab00-c73b-5b3e-8bc3-4a8f941fceb7,mmlu-pro-math,gpt,I,11.166568,11.113867,-20.82804,22.738321
6077,0.3469869,0.75395346,-0.3469869,8.038898,0.12758982,factor_1,6077,7ad6fda6-f7dd-5c3a-9d8b-6b50cc35dedd,mmlu-pro-health,gpt,B,1.8066771,1.9149063,-2.9992628,4.5071697
11210,0.2958614,0.70282793,-0.2958614,-7.5429945,-0.542523,factor_1,11210,b57ea8df-78c5-5e71-9545-973d9c2d4bb5,mmlu-pro-philosophy,gpt,F,1.7641996,1.8754077,-2.9729712,4.378627
4381,0.25791764,0.6648842,-0.25791764,0.7439992,0.3574647,factor_1,4381,cd01c08e-2906-5d2a-b3d8-3d3425f397db,mmlu-pro-chemistry,gpt,B,0.9092295,1.1230032,-1.5362021,2.8659706
4188,0.2441353,0.6511019,-0.2441353,-4.065924,4.113392,factor_2,4188,aedbe1ff-42f3-5222-85e0-1b98c5af67bb,mmlu-pro-chemistry,gpt,F,15.039541,14.956452,-28.663546,29.96575
10038,0.24122716,0.6481937,-0.24122716,-0.19127773,0.00555484,factor_1,10038,c0fceb61-37b0-5049-84c3-9add01413cc8,mmlu-pro-physics,gpt,B,0.6791241,0.9488911,-1.2116328,2.5080204
1748,0.2283122,0.63527876,-0.2283122,-1.011429,5.614297,factor_2,1748,2d989dfb-7cf0-549e-945c-3dd060d1fad5,mmlu-pro-law,gpt,D,2.7062023,2.7701252,-4.7941666,6.064724
7450,0.20608425,0.6130508,-0.20608425,-7.396952,-0.4755485,factor_1,7450,f805817d-968d-5b0b-a2b2-4c62c9b848d3,mmlu-pro-economics,gpt,H,1.7453423,1.8579109,-3.0284548,4.254556
11281,0.19728045,0.60424703,-0.19728045,-0.25362343,-0.06532976,factor_1,11281,fb954577-c6d1-524a-bf7c-c64f0c005022,mmlu-pro-philosophy,gpt,A,0.69496155,0.96014255,-1.2776325,2.4861264
11002,0.1969424,0.60390896,-0.1969424,-0.25365204,-0.06536344,factor_1,11002,aecacdc0-1dfc-5339-b6c7-eea5baa1471d,mmlu-pro-philosophy,gpt,A,0.6949533,0.96013665,-1.2779589,2.485777
10638,0.18921812,0.5961847,-0.18921812,-0.26824942,0.056164365,factor_1,10638,4e13a976-9009-5501-87c2-bd1b20c0b84f,mmlu-pro-computer science,gpt,A,0.7035147,0.96627104,-1.2977066,2.490076
3335,0.16717155,0.5741381,-0.16717155,-7.6844816,-6.0081854,factor_1,3335,2328c85f-6803-5f2c-9ccb-f429dea4428c,mmlu-pro-biology,gpt,D,2.389665,2.4660718,-4.2593627,5.407639
10479,0.15807456,0.5650411,-0.15807456,-5.814251,-4.483925,factor_1,10479,10c0a6e7-a697-5d79-ac6b-47ed30c4cba5,mmlu-pro-computer science,gpt,D,1.841707,1.9475647,-3.2521858,4.382268
4238,0.14686145,0.553828,-0.14686145,-0.6906701,-0.31530637,factor_1,4238,d50b6560-bbb7-5118-b329-8ed50c155365,mmlu-pro-chemistry,gpt,G,0.82304907,1.0553609,-1.5146794,2.6223354
5130,0.10982889,0.51679546,-0.10982889,-0.45753115,-0.07461527,factor_1,5130,122e221d-9581-5240-889a-1106c2d167c0,mmlu-pro-other,gpt,A,0.75541717,1.0042005,-1.4514375,2.4850285
6105,0.101671465,0.508638,-0.101671465,-7.322007,-5.6768007,factor_1,6105,0cdc4e4b-d2a3-5218-b01a-c60f2e407d5e,mmlu-pro-health,gpt,J,2.2625854,2.3447778,-4.0871267,5.1044025
11712,0.04740108,0.45436764,-0.04740108,0.86089087,0.44454694,factor_1,11712,3239d81d-8220-5b81-99e0-1b7a470df3be,mmlu-pro-engineering,gpt,E,1.0714134,1.2562616,-2.007905,2.9166403
931,-0.043163408,0.36380315,0.043163408,-0.17439213,0.2250883,factor_2,931,a32ef549-a356-5507-8743-1e07d4e61423,mmlu-pro-law,gpt,B,0.6857126,0.9535564,-1.5051675,2.2327738
12029,-0.057113364,0.34985322,0.057113364,4.017336,5.8158493,factor_2,12029,3be26fc0-ead5-5d0f-8c87-2feb0524e902,mmlu-pro-engineering,gpt,B,3.436213,3.4784176,-6.4678454,7.1675515
5091,-0.11715527,0.2898113,0.11715527,-13.197865,-0.40267158,factor_1,5091,c6b860be-9938-5c34-97fc-70dfc51bbfb7,mmlu-pro-other,gpt,A,2.7353144,2.798205,-5.1946707,5.774293
2714,-0.21244752,0.19451904,0.21244752,0.342098,0.6210472,factor_2,2714,7c22d528-b258-5125-9bcc-877df3431ae1,mmlu-pro-psychology,gpt,B,0.79581654,1.0345403,-1.83318,2.222218
12194,-0.3555484,0.051418155,0.3555484,0.009718444,0.3611984,factor_2,12194,82f31019-2814-5ac8-a269-2c247e9a0833,mmlu-pro-engineering,gpt,D,0.72570807,0.9823376,-1.8739636,1.9768
3714,-0.35696936,0.04999721,0.35696936,-0.32960197,-0.0058325976,factor_1,3714,7437394e-a300-5428-b321-e3ce7dd9b694,mmlu-pro-chemistry,gpt,G,0.70643276,0.96837014,-1.8480083,1.9480027
9019,-0.41426113,-0.0072945654,0.41426113,2.3171387,3.739727,factor_2,9019,e8f304d3-029a-5738-84eb-1268268a44da,mmlu-pro-math,gpt,B,34.822075,34.60165,-67.82653,67.81194
10716,-0.51256657,-0.1056,0.51256657,-0.48035094,0.39074007,factor_1,10716,754b1cf8-067c-513f-a0d3-c8bd401e8afb,mmlu-pro-computer science,gpt,F,0.71742666,0.9763151,-2.0191774,1.8079776
2443,-0.52033323,-0.11336666,0.52033323,-0.48312303,0.39239538,factor_1,2443,5b13ebd9-3880-5331-bfcf-ac5ab4bed92a,mmlu-pro-psychology,gpt,H,0.7176476,0.97647536,-2.0272584,1.8005252
11633,-0.5588131,-0.15184653,0.5588131,-0.20972443,-0.020706836,factor_1,11633,c89566b4-5831-5242-8ae9-45c2f0ae955c,mmlu-pro-engineering,gpt,C,0.71730316,0.9762255,-2.0652485,1.7615554
10340,-0.5659415,-0.15897495,0.5659415,-3.8579836,3.7654119,factor_1,10340,d2b16371-9e1f-5869-aa69-579218b20eaa,mmlu-pro-physics,gpt,D,16.99567,16.898125,-33.279297,32.96135
8093,-0.5755908,-0.16862422,0.5755908,-0.6072141,-0.10241872,factor_1,8093,40c35c1b-4d3a-56ae-a7fa-22307efca211,mmlu-pro-math,gpt,B,0.7840496,1.0256338,-2.1788664,1.8416181
8351,-0.6086228,-0.20165622,0.6086228,-0.537232,0.038571324,factor_1,8351,af8bbf3a-253a-5a14-8ec9-27d0f093d61d,mmlu-pro-math,gpt,J,0.75737417,1.0056543,-2.1727388,1.7694263
5958,-0.71240884,-0.30544227,0.71240884,-1.1716592,-0.73086214,factor_1,5958,336452fa-776b-5de9-98c8-2a6685d840fa,mmlu-pro-other,gpt,J,0.9537949,1.1589153,-2.5769162,1.9660316
2646,-0.75803983,-0.35107327,0.75803983,-1.1950741,1.0069733,factor_1,2646,faba206f-9a89-5991-9ac3-f43727d2a566,mmlu-pro-psychology,gpt,I,0.9321385,1.1413906,-2.588199,1.8860524
441,-0.7601911,-0.35322452,0.7601911,0.06312086,0.23634052,factor_2,441,97e2c15b-92c8-5934-bf37-c46fbf095930,mmlu-pro-business,gpt,A,0.7290584,0.9847831,-2.2833996,1.5769504
557,-0.7643673,-0.35740072,0.7643673,-0.8548016,0.48276275,factor_1,557,af372926-1fbb-54bf-aff8-14c9cde2db90,mmlu-pro-business,gpt,B,1.0584983,1.2454084,-2.798401,2.0835998
11421,-0.9124069,-0.50544035,0.9124069,-3.8304555,2.296629,factor_1,11421,bd2ab0d9-9fed-5c10-94a7-efa1750148f4,mmlu-pro-engineering,gpt,C,12.563872,12.499842,-25.00513,23.994251
5708,-0.9855776,-0.578611,0.9855776,-0.4291369,0.53950185,factor_2,5708,a13f48e6-1d51-5076-94bf-ff0303e4c198,mmlu-pro-other,gpt,E,0.7581243,1.006212,-2.5507865,1.3935646
3435,-1.1807692,-0.77380264,1.1807692,-0.20114928,0.4220228,factor_2,3435,52dc37ec-fb24-59d8-9390-53185cb0c6d1,mmlu-pro-biology,gpt,C,0.7633525,1.010106,-2.7536104,1.2060051
11028,-1.2239394,-0.81697285,1.2239394,-0.896823,0.32103997,factor_1,11028,2aa40f83-9d2a-5a22-8c37-817397efb2e7,mmlu-pro-philosophy,gpt,G,0.8312175,1.061661,-2.8978286,1.2638828
10646,-1.3103205,-0.9033539,1.3103205,-1.0593551,0.44565934,factor_1,10646,81ec57f2-483f-515f-93ff-78a8910b2153,mmlu-pro-computer science,gpt,F,0.9691693,1.1714371,-3.1993709,1.392663
11985,-1.4513532,-1.0443866,1.4513532,-4.153604,2.0639808,factor_1,11985,c1891f8b-2cce-52b7-868c-6c072e79701e,mmlu-pro-engineering,gpt,A,16.221254,16.129383,-32.657978,30.569206
298,-1.4699495,-1.0629829,1.4699495,-0.702784,0.08296445,factor_1,298,0f1fed13-d89e-5956-a5f9-11befbdb47fb,mmlu-pro-business,gpt,A,0.8136302,1.0481275,-3.117313,0.9913472
7599,-1.5175258,-1.1105592,1.5175258,-0.1253799,0.20929687,factor_2,7599,12ab4b20-e60b-59ca-b20b-500b12900def,mmlu-pro-economics,gpt,J,0.81624717,1.050134,-3.1688218,0.94770336
9886,-1.5836983,-1.1767317,1.5836983,-4.9036775,-4.523232,factor_1,9886,70ed90f8-052e-5088-a47b-70b409d2b518,mmlu-pro-physics,gpt,J,1.4511436,1.5885981,-4.2903843,1.9369208
10568,-1.647841,-1.2408744,1.647841,-3.3239589,1.0615962,factor_1,10568,352e1a45-3dcb-5fb0-9c38-a6b7f674a084,mmlu-pro-computer science,gpt,D,1.226747,1.3894383,-3.9641733,1.4824246
4681,-1.6939914,-1.2870249,1.6939914,-3.462656,1.7991211,factor_1,4681,a22906b1-02f2-59da-ba1f-7a75487ba740,mmlu-pro-history,gpt,I,1.2387372,1.3998986,-4.030826,1.4567765
5709,-1.737752,-1.3307854,1.737752,-3.492488,1.1294266,factor_1,5709,35e4e1cd-ccdf-51ae-8fee-687a634c6c2e,mmlu-pro-other,gpt,E,1.2337548,1.3955489,-4.0660615,1.4044906
755,-1.7629026,-1.355936,1.7629026,-0.5447375,0.577547,factor_2,755,437c2f78-9c2a-50d0-a600-5d2d355ee14e,mmlu-pro-business,gpt,F,0.7963837,1.034971,-3.3844793,0.6726072
3257,-1.8551092,-1.4481426,1.8551092,-6.587882,-6.0881124,factor_1,3257,df6e9ec0-0bd1-51ec-a81f-3a58cc415253,mmlu-pro-biology,gpt,J,1.6831394,1.8003725,-4.976873,2.0805874
4902,-1.9560088,-1.5490422,1.9560088,0.1298952,1.3726699,factor_2,4902,3ca30a63-18e2-5f42-b7ec-433617b85cd6,mmlu-pro-history,gpt,D,1.0654968,1.251285,-4.0015607,0.90347624
7079,-1.9585905,-1.551624,1.9585905,-0.672353,0.6022284,factor_1,7079,f48459b1-bc3e-56f2-a323-d4ccea830765,mmlu-pro-economics,gpt,F,0.80377865,1.040598,-3.591196,0.4879483
11220,-2.0071874,-1.6002208,2.0071874,-1.048308,0.7820018,factor_1,11220,2f665bcd-7aee-539b-9acf-142548185b64,mmlu-pro-philosophy,gpt,A,0.8005751,1.0381577,-3.6350098,0.4345683
3776,-2.0516107,-1.6446441,2.0516107,-4.605766,2.3669238,factor_1,3776,02c8d6ef-f58a-5bf5-8b05-0a6719e16f20,mmlu-pro-chemistry,gpt,G,23.642878,23.498325,-47.701363,44.41207
10565,-2.0642517,-1.6572851,2.0642517,-4.8000083,2.6902733,factor_1,10565,07c3dda8-0f84-5624-9b4a-19ed31d85a2b,mmlu-pro-computer science,gpt,A,29.335428,29.15195,-58.79511,55.48054
10994,-2.0865846,-1.679618,2.0865846,-0.6423309,0.8045389,factor_2,10994,f1b17db1-5206-504d-a8b0-3213449e41f5,mmlu-pro-philosophy,gpt,E,0.83709353,1.0662081,-3.7693858,0.41014993
10566,-2.1185153,-1.7115487,2.1185153,0.112729244,0.15236199,factor_2,10566,544ae546-5220-5ffd-86f3-5b44d4422ab7,mmlu-pro-computer science,gpt,D,1.0671756,1.2526963,-4.1668334,0.74373615
10130,-2.19534,-1.7883734,2.19534,-0.6100934,0.08571948,factor_1,10130,c9d03d78-9962-58e3-a776-703b910cde29,mmlu-pro-physics,gpt,B,1.1170162,1.2948728,-4.326324,0.7495774
4771,-2.2458162,-1.8388497,2.2458162,-0.8207074,0.69144267,factor_1,4771,2b51f48f-90d7-57f7-8888-30fd13c0d5ff,mmlu-pro-history,gpt,A,0.8257892,1.0574716,-3.9114943,0.23379481
4951,-2.3811748,-1.9742082,2.3811748,-0.8171519,0.39492494,factor_1,4951,f7dc91ae-4e50-51e8-aa72-34723a3b4c85,mmlu-pro-history,gpt,F,0.81027967,1.0455625,-4.023511,0.07509434
10574,-2.6048238,-2.1978574,2.6048238,-1.7146053,0.98181653,factor_1,10574,32798f7c-2198-5f6e-8406-a21d71f26eb2,mmlu-pro-computer science,gpt,D,0.9529081,1.158195,-4.4679193,0.07220483
